Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	53	0	27	5	3	21	0	8	0	0
V2	179	3	3	7	46	4	0	14	0	0
V3	87	121	76	0	49	39	0	40	11	92
V4	44	3	46	33	12	0	35	0	8	4
V5	20	43	0	6	4	0	23	0	14	24
V6	0	0	0	0	0	0	42	0	9	0
V7	32	290	16	34	0	36	0	0	0	19
V8	47	0	18	62	9	46	135	0	0	0
V9	0	2	1	48	120	1	34	0	39	0
V10	10	15	0	74	10	176	183	65	16	0
V11	5	0	36	5	24	18	3	0	0	13
V12	137	314	0	15	3	11	13	0	0	3
V13	86	0	3	0	103	0	0	0	33	0
V14	23	96	36	64	7	212	0	220	72	0
V15	0	52	55	0	11	3	0	16	0	34
V16	0	94	21	10	0	0	15	2	4	7
V17	159	1	1	59	0	0	46	0	22	0
V18	143	230	0	5	0	80	0	0	0	6
V19	5	17	37	0	111	0	12	4	0	0
V20	77	7	225	16	10	211	0	0	101	0
V21	17	3	10	76	40	5	63	0	1	0
V22	209	64	47	0	59	172	0	0	31	0
V23	8	2	2	83	72	0	252	0	4	12
V24	4	3	0	8	20	53	0	14	11	0
V25	18	0	0	56	57	50	0	35	0	0
V26	245	40	2	20	123	109	0	38	5	0
V27	77	28	106	18	9	218	36	0	25	0
V28	0	107	19	278	4	0	179	0	0	0
V29	20	5	0	9	1	49	18	0	7	6
V30	196	0	22	23	135	1	0	37	0	0
V31	139	5	21	7	0	0	10	14	24	0
V32	73	2	47	236	137	0	73	0	0	0
V33	19	39	12	5	0	42	0	8	0	1
V34	0	49	10	0	62	0	5	1	0	12
V35	30	215	12	0	10	17	0	9	32	0
V36	10	0	37	0	156	169	33	4	0	26
V37	12	6	0	16	15	0	28	0	2	0
V38	193	26	2	12	147	3	0	0	0	9
V39	24	37	15	62	27	175	0	72	7	0
V40	13	46	181	1	172	6	7	9	43	0
V41	64	0	18	119	0	28	64	0	0	0
V42	64	86	80	16	32	6	0	0	1	0
V43	14	1	54	19	3	12	18	5	0	0
V44	46	2	44	10	156	114	4	0	12	10
V45	17	5	38	17	39	1	41	0	0	9
V46	2	0	22	15	0	0	0	0	1	10
V47	64	43	27	2	3	37	0	0	67	0
V48	6	81	41	84	34	0	13	28	10	24
V49	118	14	14	125	0	40	160	0	6	0
V50	0	62	145	33	0	48	51	24	0	10
V51	23	106	86	111	67	0	32	0	18	2
V52	0	34	223	17	150	0	51	0	0	83
V53	2	34	15	331	34	0	83	45	0	0
V54	12	4	16	131	19	13	45	48	24	0
V55	5	8	33	0	95	0	15	0	8	5
V56	2	5	30	16	15	0	30	0	0	0
V57	81	131	52	15	0	118	0	67	0	17
V58	14	3	67	86	62	0	54	0	0	0
V59	136	1	147	0	55	7	0	20	0	19
V60	0	403	6	6	7	53	0	42	0	0
V61	0	22	6	0	110	5	0	0	0	15
V62	41	52	4	0	85	83	3	0	63	7
V63	20	46	16	9	14	170	0	25	30	14
V64	2	13	33	0	10	4	0	0	15	0
V65	24	160	18	0	18	18	0	6	0	97
V66	160	12	4	48	45	0	25	48	0	0
V67	2	0	28	1	16	25	0	37	0	0
V68	68	23	213	160	79	0	80	0	13	0
V69	0	37	56	61	6	5	0	13	5	9
V70	0	95	9	19	149	6	11	0	0	25
V71	17	4	1	0	5	0	0	0	17	0
V72	21	7	66	21	5	14	7	1	1	6
V73	76	57	17	53	15	72	96	99	0	18
V74	95	17	12	0	5	2	25	6	5	22
V75	72	0	44	0	51	7	0	0	133	0
V76	2	156	0	339	53	0	224	0	0	26
V77	0	5	6	6	0	74	0	0	13	1
V78	14	15	3	0	0	6	0	7	12	0
V79	25	4	33	13	6	0	14	0	0	0
V80	110	53	38	0	40	30	35	19	0	0
V81	10	134	303	52	17	0	25	0	0	31
V82	160	99	98	20	1	97	0	90	19	0
V83	26	30	19	0	8	0	5	0	6	0
V84	8	106	70	12	0	56	7	15	2	20
V85	36	9	194	0	7	0	2	0	0	0
V86	0	18	27	116	0	0	130	0	0	0
V87	18	6	22	19	2	132	0	23	47	22
V88	3	111	1	0	0	30	0	46	0	9
V89	1	49	0	13	3	114	0	7	0	16
V90	13	137	1	78	0	13	65	0	0	29
V91	3	25	77	14	1	17	0	38	0	8
V92	375	0	1	0	13	8	0	0	56	0
V93	43	0	28	1	184	7	30	6	0	16
V94	104	0	33	32	0	23	0	9	32	0
V95	8	2	178	123	35	0	82	0	38	0
V96	1	26	0	108	18	28	8	40	0	0
V97	3	97	0	0	50	4	2	0	0	6
V98	42	12	0	0	7	0	4	0	0	3
V99	9	0	1	1	9	33	0	30	0	0
V100	9	65	8	0	17	0	9	0	0	5
