Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	0	95	5	4	1	0	5	0	6	0	3	2	3	5	0	0	0	8	0
V2	51	7	42	10	1	0	2	2	0	0	8	2	5	8	0	4	0	4	0
V3	31	1	0	39	62	23	51	9	17	4	0	0	0	0	2	0	1	0	0
V4	162	38	77	27	8	57	3	9	0	70	47	10	0	7	16	0	21	3	0
V5	44	134	46	103	9	36	0	42	5	35	25	0	78	29	53	0	49	27	0
V6	132	20	1	11	0	0	3	0	0	3	0	0	0	7	3	1	0	0	0
V7	77	12	0	14	50	87	30	81	18	40	0	4	0	13	7	1	23	0	0
V8	7	2	4	60	4	22	1	7	0	8	25	5	8	28	29	0	0	1	0
V9	38	0	173	21	2	13	0	2	0	0	19	23	0	19	22	0	0	14	2
V10	163	3	10	6	1	0	9	3	0	1	2	1	0	0	0	19	0	0	2
V11	87	1	21	43	0	1	0	2	0	2	24	0	0	0	24	0	9	0	0
V12	21	4	93	24	12	25	2	45	2	16	33	0	27	6	0	0	0	9	0
V13	0	5	47	1	4	1	1	1	0	1	15	0	0	1	0	0	2	3	2
V14	1	2	28	21	15	1	16	0	13	0	10	5	0	2	1	0	0	2	0
V15	59	91	26	5	0	4	2	13	0	13	5	8	0	12	4	0	22	4	0
V16	0	0	8	0	2	3	0	1	22	0	2	0	28	6	12	0	0	4	0
V17	1	222	64	30	0	0	0	0	1	0	2	75	0	25	34	0	0	14	0
V18	9	6	5	16	13	2	22	1	13	5	0	2	0	0	0	0	17	0	0
V19	9	0	1	0	0	22	0	21	60	18	38	26	34	14	1	42	0	9	0
V20	58	14	3	20	22	17	17	9	0	0	2	16	15	9	2	0	4	10	0
V21	1	0	6	5	0	0	0	0	7	0	8	16	5	8	0	0	0	3	0
V22	107	91	35	2	0	0	0	0	30	0	13	23	39	7	29	27	0	5	0
V23	44	36	196	25	15	25	17	13	0	41	8	25	0	0	0	30	30	12	36
V24	190	164	78	10	46	47	55	33	11	15	0	0	0	0	0	16	6	20	32
V25	0	11	2	12	1	1	7	0	25	0	0	24	7	2	0	8	0	4	0
V26	0	7	27	31	1	13	0	16	48	14	43	16	52	51	26	0	0	1	0
V27	49	1	3	0	0	19	0	12	0	3	2	0	2	0	0	2	9	0	0
V28	1	130	1	25	35	18	16	11	0	6	0	0	0	5	0	1	0	14	9
V29	5	2	15	31	63	10	106	13	0	10	4	2	0	0	10	0	26	2	8
V30	14	22	186	8	5	0	0	0	0	0	8	0	0	2	0	0	0	0	9
V31	0	47	4	11	11	3	15	0	1	0	0	0	0	9	0	0	9	0	0
V32	1	1	30	32	22	7	49	5	0	13	12	15	0	2	2	6	1	0	0
V33	65	5	3	42	124	25	89	32	23	10	0	0	0	0	0	12	11	0	0
V34	39	6	45	3	5	1	1	4	1	3	6	9	3	7	1	14	4	0	0
V35	50	215	0	33	0	0	0	0	0	0	11	14	0	31	7	25	0	0	0
V36	222	27	1	18	164	47	70	74	7	7	1	0	0	10	8	42	16	0	0
V37	38	0	13	18	2	82	0	56	111	42	42	11	77	32	21	48	0	0	0
V38	4	19	157	26	26	0	8	6	0	0	0	36	0	3	0	0	1	0	0
V39	219	3	0	35	0	14	0	0	61	3	36	30	94	21	49	0	0	7	0
V40	0	1	0	14	35	0	8	1	3	0	0	0	0	0	0	0	3	0	1
V41	31	28	2	5	0	84	5	97	9	110	0	1	34	18	5	2	0	0	0
V42	7	308	0	26	6	2	5	0	0	0	42	35	20	18	0	0	0	3	0
V43	324	33	59	151	10	11	15	29	19	19	2	63	0	61	31	115	0	0	10
V44	60	1	0	27	31	2	41	20	2	0	0	0	0	0	4	12	33	0	0
V45	30	67	14	0	1	15	3	32	0	12	0	0	4	13	1	9	0	8	0
V46	4	2	8	7	1	2	3	0	3	1	0	0	0	1	0	0	0	0	6
V47	0	8	0	110	49	13	46	10	55	4	2	57	0	0	6	0	0	0	0
V48	98	141	6	15	28	35	29	68	22	56	0	0	0	0	2	1	0	0	29
V49	20	1	7	2	46	0	109	0	71	0	13	36	14	47	9	13	0	0	0
V50	39	2	31	25	88	2	103	3	55	0	0	0	0	0	4	0	21	0	0
V51	0	9	18	9	0	19	0	14	0	1	1	13	34	8	3	0	0	0	0
V52	40	2	11	1	8	0	27	0	0	0	6	0	6	0	0	18	0	0	0
V53	58	95	5	0	0	0	3	0	0	0	0	0	3	4	0	3	0	0	14
V54	55	2	22	20	3	7	1	28	14	6	9	14	0	5	9	5	5	0	8
V55	0	30	17	45	23	3	21	0	16	0	43	0	50	10	21	0	0	0	0
V56	47	20	4	1	0	50	0	55	22	10	0	8	56	32	2	0	0	0	0
V57	3	2	50	4	39	5	20	8	3	0	20	11	0	0	14	0	0	18	0
V58	1	4	12	52	2	0	2	0	1	1	27	0	15	21	30	0	0	4	0
V59	63	19	104	2	1	7	1	17	0	2	10	0	0	0	0	11	0	1	0
V60	1	73	19	12	0	1	0	0	23	1	11	33	18	2	0	0	0	0	0
V61	22	81	0	15	0	141	0	74	0	40	0	4	0	5	3	0	23	14	0
V62	1	5	203	16	22	70	36	27	1	4	16	8	3	15	14	0	7	18	6
V63	198	10	17	10	27	0	11	3	5	3	9	18	0	3	11	0	1	2	0
V64	0	172	17	9	5	2	5	1	0	1	0	1	0	0	0	0	3	20	0
V65	147	6	2	60	68	115	36	9	25	30	0	0	10	33	5	0	0	0	8
V66	1	2	6	4	36	3	17	6	0	0	3	0	0	2	2	0	0	2	0
V67	64	41	121	19	32	42	31	11	44	34	64	52	0	6	34	0	14	8	37
V68	0	0	26	4	3	24	11	5	0	20	0	0	15	5	4	3	0	0	0
V69	106	9	3	27	2	9	1	110	0	73	10	11	8	8	11	3	0	1	15
V70	17	37	5	16	2	0	0	0	4	1	0	12	13	18	27	5	0	0	0
V71	0	30	0	100	6	0	1	0	0	0	74	55	12	33	41	4	0	0	0
V72	17	99	0	0	0	0	3	0	9	0	0	5	12	0	1	0	0	0	4
V73	257	6	8	1	0	0	0	1	0	5	1	0	0	0	5	57	0	0	0
V74	1	289	5	36	34	18	49	6	0	5	0	2	0	0	2	2	0	25	0
V75	7	1	42	11	15	31	12	79	0	19	20	0	0	29	3	7	5	2	14
V76	93	2	3	21	99	21	27	14	0	4	0	12	0	0	5	18	0	0	0
V77	33	64	5	8	12	17	10	4	21	0	13	0	15	0	8	19	0	0	0
V78	43	3	0	74	49	61	16	47	0	3	6	7	33	14	11	12	0	0	0
V79	25	0	39	17	19	4	17	11	9	0	13	4	3	5	10	0	0	0	0
V80	5	6	2	41	4	12	7	12	0	5	27	6	0	12	0	0	0	0	0
V81	14	57	0	2	4	0	5	0	0	0	2	0	4	0	0	2	1	4	5
V82	8	17	0	13	20	1	12	0	6	0	0	2	0	0	0	6	1	1	0
V83	210	10	48	8	0	0	0	0	0	0	5	0	0	2	3	1	0	2	0
V84	2	86	37	0	19	6	11	10	0	3	4	7	0	10	3	4	0	5	11
V85	68	50	12	35	61	7	50	5	18	2	0	0	0	0	2	52	4	0	0
V86	2	28	5	0	0	5	0	9	0	1	0	1	10	2	6	3	2	0	9
V87	7	14	49	91	93	43	30	9	37	48	0	0	0	0	0	0	16	0	0
V88	4	6	39	0	0	42	0	101	0	30	5	4	0	2	7	0	10	1	0
V89	0	83	0	6	9	0	6	0	0	0	6	0	4	0	3	5	0	12	6
V90	6	119	1	3	7	0	3	8	0	0	17	24	9	0	16	0	3	10	24
V91	39	0	19	18	30	10	20	4	1	2	4	2	0	0	0	0	4	0	1
V92	89	25	6	11	2	0	0	0	20	0	21	6	6	14	5	8	0	0	0
V93	137	0	5	0	0	0	0	0	0	0	5	31	8	17	13	17	0	1	0
V94	16	3	52	3	0	17	0	17	0	5	6	1	2	3	3	10	9	0	18
V95	28	16	3	4	5	8	9	0	1	1	2	0	4	1	0	3	0	7	0
V96	37	101	3	0	57	0	43	0	11	0	0	1	0	0	0	0	5	0	0
V97	0	17	0	18	13	83	4	103	27	38	0	8	10	4	0	0	0	14	0
V98	35	1	48	53	80	0	95	0	28	0	2	1	0	3	6	2	9	0	15
V99	64	0	18	4	28	5	26	6	11	5	0	0	0	0	4	4	1	0	12
V100	0	9	2	0	1	1	1	1	0	1	0	2	5	0	2	0	0	0	0
