Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.35E+00	2.31E+00	1.12E+00	2.32E+00	4.73E-01	1.58E+00
V2	1.94E+00	9.24E-01	1.05E+00	1.45E+00	1.29E+00	0.00E+00
V3	9.60E-01	2.41E+00	1.48E+00	1.18E+00	1.06E+00	1.44E+00
V4	8.14E-01	5.78E-01	8.84E-01	4.12E+00	4.24E+00	1.89E+00
V5	4.46E+00	0.00E+00	2.43E+00	1.51E+00	2.24E+00	3.27E+00
V6	3.51E+00	1.51E+00	0.00E+00	2.03E+00	7.64E-01	1.67E+00
V7	1.58E+00	4.03E+00	1.77E+00	3.04E+00	2.49E+00	7.12E-01
V8	1.96E+00	3.91E+00	1.60E+00	2.45E+00	2.68E+00	1.04E+00
V9	3.48E+00	1.22E+00	2.83E+00	1.91E+00	2.93E+00	3.71E+00
V10	1.05E+00	1.56E+00	2.05E+00	2.98E+00	3.04E+00	9.64E-01
V11	2.40E+00	2.05E+00	0.00E+00	2.36E+00	3.40E-01	0.00E+00
V12	1.75E+00	1.71E+00	2.60E+00	2.36E+00	3.86E+00	0.00E+00
V13	8.23E-01	1.36E+00	9.66E-01	2.60E+00	1.59E+00	1.03E+00
V14	1.31E+00	5.78E-01	1.02E+00	1.58E+00	2.49E+00	1.10E+00
V15	2.04E+00	1.96E+00	7.42E-01	0.00E+00	9.07E-01	7.75E-01
V16	2.66E+00	0.00E+00	3.79E-01	2.69E-01	1.64E+00	1.82E+00
V17	3.42E-01	2.13E+00	0.00E+00	0.00E+00	0.00E+00	2.02E+00
V18	0.00E+00	1.81E+00	1.03E+00	1.22E+00	5.78E-01	2.34E+00
V19	9.67E-01	2.59E+00	9.21E-01	2.63E+00	1.00E+00	1.82E+00
V20	1.17E+00	1.41E+00	1.38E+00	1.16E+00	1.97E+00	1.37E+00
V21	2.40E+00	1.42E+00	1.75E+00	1.95E+00	2.10E+00	0.00E+00
V22	2.00E-01	6.96E-01	1.76E+00	5.67E-01	1.26E+00	0.00E+00
V23	5.23E+00	3.40E-01	3.46E+00	2.33E+00	1.72E+00	2.60E+00
V24	1.53E+00	1.21E+00	1.57E+00	2.46E+00	2.80E+00	9.78E-01
V25	1.92E+00	2.11E+00	0.00E+00	0.00E+00	2.00E-01	6.70E-01
V26	3.64E+00	6.36E-01	7.42E-01	2.58E+00	3.65E+00	1.12E+00
V27	1.43E+00	2.24E+00	2.49E-01	0.00E+00	0.00E+00	2.54E+00
V28	1.25E+00	3.51E+00	2.66E+00	4.48E-01	2.72E+00	3.34E+00
V29	5.17E-01	0.00E+00	7.78E-01	0.00E+00	4.23E-01	5.42E-01
V30	3.35E-01	1.61E+00	2.75E+00	2.24E-01	7.81E-01	2.75E+00
V31	1.51E+00	4.96E-01	6.46E-01	1.87E+00	2.84E+00	2.60E+00
V32	1.61E+00	1.35E+00	0.00E+00	0.00E+00	1.00E-01	1.09E+00
V33	3.96E-01	2.00E+00	1.85E+00	1.36E+00	8.57E-01	0.00E+00
V34	1.56E+00	2.40E+00	1.98E+00	1.56E+00	8.46E-01	1.29E+00
V35	1.32E+00	2.20E+00	7.33E-01	7.49E-01	0.00E+00	1.23E+00
V36	4.47E-01	2.44E+00	2.49E-01	2.18E+00	9.89E-01	2.49E+00
V37	9.67E-01	1.37E+00	3.17E+00	1.16E+00	2.67E-01	3.08E+00
V38	0.00E+00	1.92E+00	9.78E-01	5.62E-01	1.47E+00	1.13E+00
V39	1.85E+00	2.98E+00	3.13E+00	2.21E-01	1.92E+00	2.31E+00
V40	7.61E-01	1.60E+00	5.42E-01	2.99E+00	1.80E+00	8.14E-01
V41	3.35E-01	1.32E+00	1.86E+00	1.38E+00	1.41E+00	3.89E-01
V42	4.72E+00	2.65E+00	1.96E+00	2.48E+00	5.33E-01	4.89E+00
V43	1.23E+00	1.00E+00	2.80E+00	0.00E+00	9.07E-01	2.89E+00
V44	1.22E+00	9.12E-01	2.82E+00	4.94E-01	2.81E+00	1.11E+00
V45	1.29E+00	1.38E+00	2.58E-01	1.85E+00	7.33E-01	1.04E+00
