NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	193.973	69.183	75.668	54.129	0.422	0.829	30000.0
2	174.781	63.331	67.023	49.038	0.412	0.841	30000.0
3	173.744	62.531	66.654	49.033	0.409	0.842	20000.0
4	178.747	64.892	67.781	50.478	0.407	0.845	40000.0
5	172.333	62.868	65.316	49.56	0.402	0.85	40000.0
6	172.261	61.87	64.999	48.579	0.396	0.853	20000.0
7	176.882	64.674	67.112	50.258	0.411	0.846	30000.0
8	176.735	64.747	67.582	49.988	0.425	0.835	40000.0
9	188.584	67.351	72.642	52.183	0.411	0.835	30000.0
10	175.28	63.249	67.19	50.387	0.405	0.842	20000.0
