Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	6.50E-01	1.31E+00	2.52E+00	6.01E-01	1.31E+00	2.33E-01
V2	2.63E+00	3.33E-01	2.86E+00	2.43E+00	0.00E+00	8.47E-01
V3	1.85E+00	0.00E+00	3.18E+00	1.76E+00	2.21E+00	0.00E+00
V4	1.04E+00	7.18E-01	6.99E-01	1.33E+00	0.00E+00	0.00E+00
V5	1.83E+00	3.48E+00	3.33E-01	1.98E+00	4.42E-01	1.33E+00
V6	3.63E+00	4.31E+00	3.81E+00	1.39E+00	1.73E+00	3.14E-01
V7	3.16E+00	3.52E+00	3.19E+00	2.67E-01	3.98E+00	2.83E+00
V8	2.21E+00	1.81E+00	1.19E+00	5.33E-01	0.00E+00	2.09E+00
V9	1.80E+00	1.75E+00	1.10E+00	2.13E-01	9.48E-01	7.46E-01
V10	2.03E+00	1.57E+00	2.00E-01	8.03E-01	1.45E+00	1.82E+00
V11	7.33E-01	1.41E+00	9.55E-01	1.87E+00	2.19E+00	1.33E+00
V12	3.01E+00	1.39E+00	1.85E+00	2.55E+00	2.90E+00	5.05E+00
V13	2.87E+00	1.35E+00	2.24E+00	4.00E-01	2.41E+00	1.41E+00
V14	1.81E+00	4.58E+00	1.99E+00	2.95E+00	2.12E+00	3.88E+00
V15	3.06E-01	1.63E-01	1.53E+00	2.16E+00	0.00E+00	2.40E+00
V16	1.92E+00	4.29E+00	1.13E+00	1.90E+00	2.13E-01	3.47E+00
V17	1.67E+00	6.40E-01	2.86E+00	1.13E+00	1.11E+00	1.17E+00
V18	3.29E+00	0.00E+00	2.12E+00	2.68E+00	0.00E+00	0.00E+00
V19	1.92E+00	1.67E+00	1.49E+00	1.89E+00	2.13E-01	1.45E+00
V20	9.64E-01	2.85E+00	6.29E-01	9.94E-01	1.16E+00	2.18E+00
V21	1.29E+00	1.61E+00	1.43E+00	1.52E+00	3.34E+00	7.63E-01
V22	1.38E+00	0.00E+00	3.16E+00	1.35E+00	2.17E+00	2.36E+00
V23	1.08E+00	5.33E-01	1.15E+00	1.05E+00	6.87E-01	1.32E+00
V24	3.79E+00	2.43E+00	2.55E+00	1.73E+00	3.19E+00	3.32E+00
V25	4.75E+00	3.84E+00	2.32E+00	9.12E-01	4.72E+00	2.68E+00
V26	4.28E-01	7.48E-01	1.98E+00	9.31E-01	2.35E+00	9.29E-01
