NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.16	23.37	14.419	15.001	0.134	0.983	30000.0
2	57.205	23.433	14.107	14.6	0.136	0.985	50000.0
3	56.039	22.999	13.625	14.147	0.133	0.987	40000.0
4	54.941	22.322	13.136	13.608	0.132	0.987	30000.0
5	56.636	22.456	13.512	13.564	0.13	0.987	40000.0
6	57.328	23.022	14.16	14.404	0.136	0.985	30000.0
7	52.0	21.551	12.107	12.736	0.131	0.989	20000.0
8	55.597	22.338	13.825	13.93	0.129	0.986	50000.0
9	58.008	24.121	14.194	14.699	0.14	0.985	70000.0
10	54.755	22.546	13.339	13.845	0.131	0.987	60000.0
