NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.055	19.227	11.416	11.753	0.111	0.991	30000.0
2	43.899	17.977	10.321	10.588	0.107	0.992	50000.0
3	44.378	17.488	10.41	10.342	0.106	0.993	80000.0
4	44.266	17.712	10.635	10.713	0.102	0.992	50000.0
5	38.576	15.205	8.723	8.909	0.096	0.994	70000.0
6	43.174	17.358	9.771	9.888	0.102	0.993	30000.0
7	42.728	17.148	9.775	9.974	0.103	0.993	40000.0
8	46.286	18.583	11.141	11.319	0.106	0.991	50000.0
9	45.22	18.214	10.375	10.899	0.109	0.992	50000.0
10	41.865	16.824	9.713	10.1	0.104	0.992	30000.0
