Samples	ID83A	ID83B	ID83C	ID83D
V1	1.53E+00	0.00E+00	1.74E+00	1.41E+00
V2	3.54E+01	3.89E+00	3.06E+01	4.82E+00
V3	7.27E+00	1.87E+00	3.90E+00	7.86E+00
V4	3.14E-01	3.96E-01	2.33E-01	4.33E-01
V5	7.19E+00	2.15E+00	1.51E+00	7.00E+00
V6	1.44E+01	2.63E+00	1.30E+01	3.64E+00
V7	3.55E+01	2.94E+00	3.44E+01	3.86E+01
V8	1.28E+01	7.75E-01	1.17E+01	5.85E+00
V9	1.04E+01	1.33E+01	7.06E-01	1.95E+01
V10	2.46E+01	2.49E+00	6.65E+00	2.66E+01
V11	6.00E+00	2.67E+00	5.32E+00	6.79E+00
V12	4.09E+00	4.82E-01	2.46E+00	2.13E+00
V13	1.94E+01	2.44E+00	2.22E+01	2.22E+01
V14	1.38E+01	6.36E-01	1.98E+00	1.42E+01
V15	4.55E+00	1.70E+00	4.37E+00	1.23E+00
V16	2.69E+00	2.06E+00	2.54E+01	2.84E+01
V17	7.38E+00	4.71E-01	4.91E+00	7.19E+00
V18	2.31E+01	0.00E+00	2.93E+00	2.36E+01
V19	4.73E-01	3.40E-01	5.47E-01	2.24E-01
V20	6.42E+00	1.58E+00	7.03E+00	5.76E+00
V21	1.74E+01	2.30E+00	4.96E+00	2.13E+01
V22	2.49E+00	1.01E+00	3.65E+00	2.57E+00
V23	3.01E+01	3.83E+00	3.13E+01	3.36E+01
V24	1.46E+01	1.52E+00	5.76E+00	1.75E+01
V25	2.57E+00	2.36E+00	3.28E+00	3.13E+00
V26	3.26E+01	1.79E+00	3.38E+01	3.49E+01
V27	5.56E+00	2.98E+00	0.00E+00	6.80E+00
V28	4.41E+00	1.67E+00	3.03E+00	3.45E+00
V29	6.35E+00	4.58E-01	7.01E+00	1.00E+01
V30	1.21E+01	2.42E+00	1.33E+00	1.20E+01
V31	2.00E-01	4.99E-01	8.57E+00	8.14E+00
V32	0.00E+00	1.22E+00	1.22E+00	0.00E+00
V33	4.78E+00	1.90E+00	1.25E+00	5.56E+00
V34	1.24E+01	6.74E-01	4.25E+00	1.10E+01
V35	5.09E+00	2.77E-01	3.83E+00	3.50E+00
V36	1.96E+01	7.02E-01	2.26E+00	1.96E+01
V37	6.86E+00	2.27E+00	8.66E+00	1.05E+01
V38	4.13E+00	3.08E+00	1.24E+00	1.76E+00
V39	4.44E+00	1.58E+00	8.82E+00	8.75E+00
V40	0.00E+00	6.84E-01	3.77E+00	3.64E+00
V41	1.58E+01	5.78E+00	1.29E+01	1.58E+01
V42	3.66E+00	5.22E+00	4.60E+00	4.88E+00
V43	2.53E+00	1.99E+00	2.57E+00	1.60E+00
V44	2.04E+01	1.52E+00	3.71E+00	2.18E+01
V45	7.13E+00	2.25E+00	1.59E+00	6.72E+00
