Samples	ID83A	ID83B	ID83C	ID83D
V46	1.60E+01	1.70E+00	1.63E+01	1.85E+01
V47	2.31E+00	3.35E+00	2.33E+00	1.33E+00
V48	2.55E+00	1.37E+01	1.82E+00	1.41E+01
V49	2.75E+01	2.99E+00	2.18E+01	1.00E+01
V50	4.54E+00	3.76E+00	5.34E+00	5.48E+00
V51	1.01E+01	1.45E+00	2.28E+00	9.34E+00
V52	6.94E+00	0.00E+00	1.27E+01	1.10E+01
V53	1.87E+01	1.79E+00	1.99E+01	2.19E+01
V54	2.43E+00	5.21E+00	5.52E+00	2.08E+00
V55	2.19E+00	1.55E+00	3.53E+00	2.58E+00
V56	1.20E+01	1.93E+00	7.79E+00	5.10E+00
V57	6.86E+00	7.72E-01	5.74E+00	8.50E+00
V58	8.30E+00	3.76E+00	1.06E+01	1.24E+01
V59	4.03E+00	4.11E+00	9.89E+00	9.75E+00
V60	5.40E+00	1.74E+00	3.33E+00	3.09E+00
V61	5.63E+01	7.77E-01	4.97E+00	5.84E+01
V62	4.86E+00	2.67E-01	2.51E+00	3.28E+00
V63	2.99E+01	1.73E+00	1.54E+01	2.43E+01
V64	2.21E+01	2.82E+00	2.04E+01	2.33E+01
V65	2.93E+00	1.90E+00	1.46E+00	3.00E+00
V66	3.11E+00	1.84E+00	2.14E+00	3.23E+00
V67	3.45E+01	8.46E-01	9.90E+00	3.00E+01
V68	2.08E+00	2.24E+00	2.97E+00	8.70E-01
V69	1.60E+00	4.20E+00	3.62E+00	7.36E+00
V70	6.57E+00	2.61E+00	1.03E+01	8.44E+00
V71	1.06E+01	1.56E+00	1.40E+01	1.34E+01
V72	2.10E+00	0.00E+00	2.17E+00	1.35E+00
V73	2.70E+00	1.44E+01	5.04E-01	1.67E+01
V74	3.41E+00	1.15E+00	2.53E+00	1.54E+00
V75	7.34E+00	2.11E+00	4.75E+00	3.55E+00
V76	2.25E+00	1.93E+00	4.85E+00	4.06E+00
V77	9.52E-01	3.90E+00	9.24E+00	1.26E+01
V78	4.62E+00	2.23E+00	6.12E+00	5.01E+00
V79	2.80E+00	1.67E+00	1.80E+00	9.43E-01
V80	1.93E+01	2.50E+00	9.52E+00	2.15E+01
V81	1.18E+01	1.83E+00	7.37E+00	6.93E+00
V82	4.89E+00	2.90E+00	4.35E+00	5.05E+00
V83	3.40E-01	1.00E+00	2.59E+00	2.76E+00
V84	8.16E+00	0.00E+00	9.47E+00	1.11E+01
V85	2.27E+00	6.84E-01	2.91E+00	2.54E+00
V86	1.06E+01	2.72E+00	1.01E+01	3.41E+00
V87	2.22E+01	1.30E+00	9.43E+00	1.56E+01
V88	2.71E+01	9.21E-01	3.37E+01	3.34E+01
V89	5.70E+00	6.51E-01	7.34E+00	6.73E+00
V90	3.02E+01	0.00E+00	2.06E+01	1.40E+01
V91	8.11E+00	3.70E+00	9.05E+00	9.46E+00
V92	1.22E+01	2.50E+00	1.53E+01	1.21E+01
V93	3.82E+01	1.03E+00	2.57E+01	2.39E+01
V94	3.90E+00	2.38E+00	2.57E+00	4.02E+00
V95	2.47E+01	1.98E+00	2.71E+01	3.17E+01
V96	6.49E+01	8.41E-01	2.51E+00	6.58E+01
V97	1.60E+01	1.50E+00	1.95E+01	2.25E+01
V98	9.34E+00	1.09E+00	3.22E+00	8.46E+00
V99	1.39E+01	1.62E+00	2.18E+01	1.94E+01
V100	6.50E+00	3.83E+00	3.40E+00	8.88E-01
