MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.09E-05	2.32E-04	1.19E-03	1.55E-07	8.42E-08	3.71E-02	9.21E-46	2.10E-02	5.49E-03	6.03E-06	1.86E-22	2.25E-04	5.70E-02	3.59E-03	1.99E-02	4.68E-02	7.17E-03	1.41E-02	5.00E-06	1.18E-02
1:Del:C:1	5.48E-08	4.91E-08	1.87E-07	1.01E-07	4.80E-08	5.59E-03	5.37E-07	8.78E-03	7.30E-03	3.12E-02	8.89E-04	6.25E-02	1.63E-06	1.87E-46	2.31E-02	7.98E-03	6.71E-07	8.23E-03	1.02E-03	6.41E-07
1:Del:C:2	0.00E+00	2.06E-05	3.20E-04	0.00E+00	4.04E-03	4.75E-04	1.26E-03	2.10E-03	2.99E-03	2.23E-03	2.43E-07	3.42E-03	1.06E-03	0.00E+00	1.95E-03	3.49E-04	0.00E+00	3.70E-03	1.07E-04	4.92E-03
1:Del:C:3	0.00E+00	4.86E-04	2.96E-07	4.48E-04	2.25E-08	2.77E-04	1.08E-03	1.22E-08	1.02E-02	3.56E-03	6.14E-03	1.14E-02	3.11E-03	3.58E-07	8.26E-03	1.16E-02	7.13E-03	5.58E-03	6.93E-03	2.23E-03
1:Del:C:4	7.67E-08	1.88E-04	0.00E+00	1.40E-03	1.71E-03	5.10E-07	3.41E-04	0.00E+00	7.20E-03	1.03E-02	3.91E-03	5.55E-03	1.38E-03	0.00E+00	5.54E-03	7.71E-03	4.55E-03	9.97E-03	1.71E-02	1.05E-02
1:Del:C:5	1.26E-04	2.47E-04	4.18E-07	4.37E-03	1.03E-07	3.19E-08	0.00E+00	2.88E-04	0.00E+00	1.13E-07	1.40E-46	0.00E+00	6.70E-03	3.26E-03	1.38E-06	1.41E-03	6.82E-04	9.98E-03	3.84E-02	7.90E-04
1:Del:T:0	4.21E-04	7.70E-09	0.00E+00	3.28E-03	5.31E-04	7.90E-03	3.05E-03	1.34E-02	1.14E-02	3.81E-02	4.22E-03	4.12E-02	7.55E-03	1.40E-46	2.56E-02	4.64E-02	3.14E-03	4.69E-02	9.53E-05	1.56E-02
1:Del:T:1	0.00E+00	0.00E+00	1.14E-04	4.84E-04	1.36E-03	5.07E-03	4.41E-03	2.66E-03	4.51E-03	1.84E-02	3.15E-03	2.34E-02	1.98E-03	2.49E-03	2.10E-02	6.10E-03	5.05E-03	6.32E-03	1.22E-02	6.37E-04
1:Del:T:2	7.96E-04	8.51E-08	5.35E-04	1.32E-03	1.13E-03	1.52E-02	1.25E-03	2.36E-04	9.06E-04	8.82E-03	7.78E-08	1.39E-02	7.62E-03	0.00E+00	5.50E-02	3.23E-03	7.69E-04	0.00E+00	1.40E-02	1.93E-02
1:Del:T:3	9.38E-05	7.26E-05	0.00E+00	3.26E-03	1.51E-03	1.95E-02	4.00E-03	5.05E-03	2.13E-03	2.37E-02	1.13E-02	2.79E-02	1.64E-02	1.90E-03	4.88E-02	3.10E-46	9.16E-03	2.36E-02	2.33E-02	1.20E-02
1:Del:T:4	0.00E+00	0.00E+00	7.46E-04	6.98E-03	1.34E-02	7.70E-03	0.00E+00	3.59E-08	0.00E+00	7.53E-02	1.57E-02	2.05E-02	1.91E-02	0.00E+00	1.29E-02	1.10E-02	2.14E-02	1.40E-46	3.39E-02	3.22E-02
1:Del:T:5	3.09E-07	2.44E-08	2.92E-07	1.80E-02	6.19E-07	4.13E-09	7.87E-08	1.79E-06	1.52E-03	1.20E-02	3.58E-07	1.90E-45	6.76E-02	1.73E-04	2.05E-06	2.61E-03	9.03E-08	1.90E-04	7.21E-02	7.13E-03
1:Ins:C:0	3.64E-05	2.52E-07	2.96E-08	2.17E-04	7.51E-07	0.00E+00	1.19E-03	9.97E-04	1.67E-03	0.00E+00	4.66E-08	6.56E-08	1.09E-04	0.00E+00	1.56E-03	3.68E-03	6.26E-03	0.00E+00	1.10E-03	2.40E-04
1:Ins:C:1	9.27E-05	1.46E-08	1.81E-04	8.10E-05	8.21E-09	0.00E+00	5.92E-04	9.27E-05	1.84E-03	0.00E+00	1.08E-04	5.07E-04	5.46E-04	1.92E-04	0.00E+00	9.36E-04	0.00E+00	8.07E-05	6.53E-05	4.71E-04
1:Ins:C:2	3.34E-09	1.01E-04	2.14E-08	3.35E-08	2.32E-07	0.00E+00	5.40E-04	2.10E-07	6.29E-04	2.28E-04	4.90E-04	3.95E-04	4.16E-08	7.15E-04	1.39E-03	1.27E-03	3.09E-03	0.00E+00	2.31E-07	6.39E-04
1:Ins:C:3	1.09E-08	2.92E-07	6.13E-09	9.66E-05	6.94E-08	0.00E+00	0.00E+00	8.83E-05	2.44E-04	0.00E+00	5.01E-04	1.75E-07	2.23E-04	7.10E-07	9.41E-04	2.16E-05	2.77E-04	3.90E-04	2.94E-03	1.66E-07
1:Ins:C:4	5.21E-05	1.51E-04	1.47E-04	4.66E-04	0.00E+00	4.62E-04	0.00E+00	0.00E+00	6.99E-05	1.79E-07	1.40E-46	5.82E-06	1.90E-03	1.67E-03	1.46E-03	7.17E-04	3.82E-03	8.74E-03	4.73E-03	2.75E-03
1:Ins:C:5	2.03E-05	2.71E-03	8.46E-08	1.11E-03	6.65E-04	0.00E+00	9.35E-07	0.00E+00	4.70E-02	0.00E+00	1.40E-46	2.42E-03	5.63E-03	0.00E+00	0.00E+00	9.42E-04	6.21E-02	4.08E-03	2.35E-02	1.26E-02
1:Ins:T:0	0.00E+00	3.55E-04	3.16E-04	1.70E-03	0.00E+00	1.40E-46	8.99E-04	1.15E-03	1.08E-04	4.80E-03	2.67E-03	4.33E-03	4.00E-03	7.24E-04	9.89E-03	1.06E-02	2.10E-03	4.78E-03	1.05E-02	3.96E-03
1:Ins:T:1	0.00E+00	1.16E-07	3.80E-04	2.97E-04	1.30E-03	1.39E-03	1.43E-03	1.42E-03	3.61E-03	3.74E-03	4.90E-07	5.53E-03	0.00E+00	0.00E+00	7.21E-03	2.02E-02	1.29E-03	1.31E-06	2.77E-04	2.71E-02
