NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.767	19.843	11.565	11.633	0.118	0.991	50000.0
2	52.261	20.631	12.413	12.258	0.117	0.99	30000.0
3	52.554	21.026	12.544	12.871	0.126	0.99	70000.0
4	47.698	18.935	10.866	11.079	0.115	0.991	40000.0
5	51.064	20.255	12.165	12.391	0.119	0.989	40000.0
6	49.852	20.075	11.594	11.677	0.12	0.991	60000.0
7	49.869	20.0	11.447	11.75	0.122	0.991	40000.0
8	50.335	20.194	11.973	12.269	0.119	0.99	50000.0
9	51.08	20.574	12.123	12.456	0.124	0.99	40000.0
10	50.416	20.233	11.883	12.147	0.123	0.99	60000.0
