Samples	ID83A	ID83B	ID83C	ID83D
V1	0	417	16	116
V2	0	10	284	13
V3	0	55	124	94
V4	51	3	310	274
V5	150	10	134	0
V6	172	14	15	0
V7	0	234	332	38
V8	0	185	74	20
V9	8	7	124	1
V10	148	242	96	0
V11	93	423	2	46
V12	236	100	359	223
V13	20	54	208	10
V14	108	7	13	27
V15	63	13	12	214
V16	176	123	2	77
V17	145	89	4	14
V18	126	293	12	38
V19	48	12	127	46
V20	495	101	40	89
V21	59	55	0	132
V22	3	14	80	12
V23	310	52	33	60
V24	271	253	52	11
V25	0	23	85	431
V26	139	62	6	19
V27	24	48	94	66
V28	154	88	4	47
V29	137	77	3	19
V30	0	20	137	434
V31	12	134	72	18
V32	25	17	9	25
V33	37	3	0	23
V34	102	27	40	43
V35	129	39	0	63
V36	1	0	36	24
V37	186	63	658	39
V38	25	29	15	3
V39	63	2	3	9
V40	77	13	33	0
V41	68	50	77	0
V42	98	41	15	23
V43	88	2	0	5
V44	65	14	60	0
V45	106	59	14	20
V46	93	6	13	31
V47	0	0	655	127
V48	36	60	7	85
V49	212	199	21	63
V50	11	238	125	0
V51	51	67	39	81
V52	11	290	13	1
V53	11	3	11	52
V54	60	13	16	53
V55	169	0	2	59
V56	71	0	21	1
V57	79	184	191	5
V58	2	37	3	9
V59	103	41	7	707
V60	50	16	157	146
V61	110	37	113	0
V62	96	19	2	67
V63	173	4	64	21
V64	36	224	0	42
V65	125	30	37	3
V66	131	28	3	9
V67	34	323	10	40
V68	91	253	1	27
V69	40	13	43	6
V70	2	4	0	0
V71	0	15	4	65
V72	36	1	43	119
V73	116	137	11	51
V74	19	9	6	42
V75	51	10	3	18
V76	84	13	88	1
V77	0	31	25	21
V78	32	20	5	100
V79	127	22	118	4
V80	7	1	20	200
V81	45	169	0	38
V82	240	91	88	2
V83	0	28	62	7
V84	24	291	0	0
V85	102	4	0	30
V86	311	20	61	12
V87	8	59	61	9
V88	12	4	124	7
V89	0	1	33	221
V90	53	217	51	197
V91	156	161	18	35
V92	6	78	16	23
V93	101	99	117	189
V94	71	6	262	7
V95	64	35	114	233
V96	87	334	20	59
V97	80	1	31	144
V98	73	9	256	1
V99	14	9	29	0
V100	91	5	4	26
