Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	279	2	8	26	50	1	1	0	3	34
V2	74	736	168	74	0	0	62	43	1	87
V3	52	13	23	0	0	0	51	0	39	3
V4	97	25	1	0	30	64	28	0	79	15
V5	18	36	55	13	1	1	3	0	5	37
V6	10	2	28	157	90	22	29	69	22	27
V7	4	5	2	69	36	0	0	2	0	0
V8	0	75	50	72	14	106	30	12	41	17
V9	9	2	1	0	125	0	3	0	0	0
V10	14	9	0	64	20	58	1	1	0	11
V11	81	38	30	0	7	70	9	90	0	0
V12	83	0	1	0	0	0	9	0	21	0
V13	0	59	3	24	6	172	51	184	22	0
V14	75	7	6	296	43	24	3	9	0	38
V15	94	33	31	0	3	76	33	21	64	9
V16	190	28	15	0	22	4	12	10	4	7
V17	2	71	293	0	0	7	6	0	0	0
V18	36	9	4	0	4	77	44	21	79	0
V19	56	0	3	6	82	24	1	19	1	8
V20	294	0	2	7	7	0	1	0	0	6
V21	84	61	29	7	89	14	9	46	1	0
V22	23	55	12	52	28	0	10	57	0	14
V23	783	218	136	0	7	1	40	0	49	59
V24	25	184	73	51	1	25	12	0	15	9
V25	0	35	73	0	157	43	63	12	77	0
V26	15	16	5	12	15	145	6	0	14	0
V27	136	11	2	32	8	4	33	31	6	50
V28	130	13	2	2	27	49	23	15	0	37
V29	58	9	33	159	5	46	2	9	6	31
V30	0	19	66	24	6	21	305	5	154	27
V31	7	15	58	0	231	7	9	39	0	2
V32	82	7	2	0	0	37	65	94	14	0
V33	17	36	36	0	58	31	103	57	156	2
V34	0	1	10	0	43	0	11	0	2	0
V35	2	36	97	94	233	0	71	8	22	3
V36	7	129	221	134	86	23	0	0	3	29
V37	83	39	10	5	1	22	20	0	12	0
V38	235	6	8	2	181	28	1	14	3	19
V39	64	4	0	25	9	14	182	5	6	23
V40	0	0	0	4	7	0	5	5	2	0
V41	19	1	11	6	22	1	12	0	2	25
V42	0	33	15	34	5	53	3	49	0	0
V43	51	137	129	4	43	0	7	0	1	8
V44	33	0	16	144	30	0	3	68	3	53
V45	204	5	0	0	9	4	3	0	2	13
V46	81	22	4	4	11	2	50	0	30	3
V47	226	92	247	0	66	37	51	0	0	4
V48	0	97	45	0	1	128	101	0	94	23
V49	154	68	84	6	23	44	202	11	25	29
V50	21	1	2	78	1	13	34	1	0	4
V51	49	0	0	0	102	5	31	0	18	0
V52	0	28	174	0	38	784	27	153	44	0
V53	17	32	43	32	4	209	17	201	5	0
V54	15	60	51	0	4	7	3	11	0	0
V55	198	54	79	55	108	15	14	2	2	36
V56	180	35	0	9	59	152	0	143	1	0
V57	76	4	0	22	0	0	54	15	107	9
V58	1	45	61	122	13	25	62	0	24	13
V59	6	34	14	18	146	17	38	0	52	2
V60	0	12	3	153	1	0	2	5	1	15
V61	0	98	75	182	15	22	109	30	48	7
V62	0	89	77	12	3	3	4	19	0	10
V63	42	30	44	47	1	7	298	6	0	26
V64	260	0	2	67	113	22	12	17	32	44
V65	0	33	80	20	29	0	13	0	43	0
V66	93	39	0	0	35	89	14	127	1	11
V67	81	57	67	56	30	1	12	10	0	42
V68	2	11	27	11	29	32	80	39	31	1
V69	200	30	45	45	15	48	5	36	11	10
V70	16	4	4	3	13	0	64	79	29	0
V71	28	7	37	0	9	1	49	0	15	41
V72	0	84	40	0	4	18	3	38	2	0
V73	30	16	12	116	3	59	16	0	0	12
V74	6	144	12	17	8	0	0	0	0	4
V75	299	42	15	311	48	5	4	0	9	204
V76	139	86	57	8	45	0	0	24	2	22
V77	0	176	57	332	61	23	18	32	34	71
V78	0	123	59	0	11	0	88	0	56	0
V79	54	44	15	0	3	45	8	162	11	6
V80	33	23	0	18	21	34	19	190	28	44
V81	79	54	33	0	14	21	95	0	0	3
V82	111	24	14	29	14	20	6	3	5	14
V83	161	22	119	0	34	9	11	16	3	29
V84	82	41	27	2	4	10	60	9	4	0
V85	1	7	0	0	52	23	5	18	33	1
V86	0	16	6	33	5	15	1	222	21	11
V87	24	86	32	12	19	4	2	0	9	9
V88	9	32	19	8	38	1	18	1	48	11
V89	49	3	0	0	87	0	196	9	18	3
V90	11	8	20	0	4	0	0	1	0	0
V91	0	111	94	134	12	111	2	123	0	91
V92	38	7	6	39	2	0	26	6	27	24
V93	0	1	22	65	2	0	28	0	25	26
V94	11	18	9	13	9	37	11	37	7	0
V95	1	3	0	23	0	12	73	0	45	3
V96	321	71	79	36	282	167	5	3	0	35
V97	68	0	9	15	1	0	32	12	22	9
V98	28	49	38	0	38	3	11	0	0	15
V99	69	90	117	29	66	14	10	0	7	7
V100	1	22	40	23	2	5	0	0	0	5
