NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	65.661	26.767	15.628	17.295	0.149	0.979	30000.0
2	66.125	27.224	15.54	17.49	0.149	0.98	40000.0
3	65.075	26.767	15.412	17.606	0.143	0.979	30000.0
4	65.005	26.738	15.326	17.417	0.146	0.979	20000.0
5	67.609	27.229	15.817	17.653	0.151	0.979	40000.0
6	65.59	27.03	15.27	17.524	0.149	0.979	40000.0
7	65.804	26.666	15.39	17.148	0.146	0.98	60000.0
8	64.965	26.663	15.215	17.279	0.146	0.98	30000.0
9	66.078	27.203	15.613	17.636	0.153	0.979	20000.0
10	68.902	27.68	16.68	18.244	0.148	0.978	20000.0
