Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V43	20	130	121	43	0	6	11	0	2	40	0	0	7	0
V44	43	2	11	18	4	1	63	25	2	0	80	51	17	33
V45	195	5	0	6	3	2	0	0	2	4	0	0	11	12
V46	45	20	5	11	0	40	7	2	29	45	1	0	2	0
V47	206	96	222	66	35	44	0	0	9	24	0	11	5	5
V48	0	90	47	1	112	83	5	2	82	0	20	31	16	0
V49	154	66	77	18	34	167	11	15	55	0	6	4	21	18
V50	16	1	1	0	11	27	42	0	5	4	24	24	0	0
V51	32	0	0	96	2	25	0	0	16	19	1	0	0	14
V52	20	31	159	37	697	15	1	204	38	0	7	37	2	0
V53	46	34	42	4	212	9	31	148	7	10	0	11	6	0
V54	18	56	50	5	7	3	0	10	0	0	2	0	0	0
V55	180	52	70	105	14	11	34	0	3	22	34	14	24	0
V56	118	33	4	56	147	0	5	100	0	104	0	12	0	0
V57	61	5	0	0	0	44	31	6	82	35	17	0	5	1
V58	0	46	59	11	20	53	101	4	29	5	0	8	20	10
V59	0	31	15	130	10	31	14	0	38	8	0	15	0	35
V60	1	10	2	0	0	2	69	0	0	1	44	59	4	0
V61	9	96	74	15	13	90	139	42	54	0	7	31	16	0
V62	0	84	71	3	3	2	8	18	0	0	23	0	5	0
V63	20	31	40	1	5	259	27	8	25	32	17	19	17	0
V64	108	1	1	106	22	9	35	3	19	191	42	12	20	0
V65	0	35	72	29	0	11	21	0	32	0	1	17	0	0
V66	103	38	4	35	94	8	0	88	4	16	0	9	10	0
V67	86	56	63	31	3	10	43	3	3	0	20	3	35	0
V68	10	12	24	29	30	67	15	31	36	2	0	4	3	0
V69	200	30	41	11	49	3	36	18	11	0	23	0	6	17
V70	33	6	4	14	7	53	9	52	32	0	0	0	2	0
V71	2	7	31	6	0	38	1	1	18	39	0	1	31	12
V72	3	80	43	5	18	0	0	34	4	0	1	1	0	0
V73	0	14	11	0	50	14	65	0	0	39	39	20	2	10
V74	5	129	21	5	0	0	11	0	0	0	1	2	4	13
V75	255	38	17	50	5	3	224	0	9	85	83	0	168	0
V76	79	78	54	44	4	0	6	11	1	79	14	0	13	0
V77	0	159	60	57	14	14	187	37	21	18	68	122	47	0
V78	0	122	66	13	0	75	1	0	60	0	0	0	0	0
V79	85	45	18	4	58	1	0	116	12	0	0	0	9	0
V80	73	25	2	19	57	11	19	110	24	0	27	0	30	13
V81	77	51	33	13	19	80	1	0	16	0	0	2	3	4
V82	46	22	13	12	16	5	15	6	3	78	0	13	8	3
V83	158	25	102	24	6	8	0	10	7	0	6	0	21	37
V84	79	39	27	4	11	49	3	4	15	0	8	0	0	0
V85	7	7	1	53	23	3	4	10	23	0	7	2	0	0
V86	0	20	6	4	36	0	15	141	11	49	0	37	11	0
V87	24	77	32	18	3	2	1	0	5	0	0	30	5	0
V88	13	31	20	39	0	14	15	1	37	1	5	0	9	0
V89	43	4	0	86	0	162	0	8	48	10	0	0	4	0
V90	10	8	16	3	0	0	0	1	0	0	1	0	0	5
V91	21	104	87	12	110	0	76	84	0	0	83	38	63	0
V92	0	7	5	1	0	20	23	4	20	55	21	8	11	0
V93	0	2	16	0	0	20	36	1	21	0	39	17	13	4
V94	19	17	9	9	39	8	11	25	7	0	5	3	0	0
V95	0	3	0	0	9	60	21	0	43	6	16	0	0	2
V96	208	64	69	242	132	4	10	8	0	114	18	16	12	102
V97	68	0	8	0	0	25	12	5	21	0	14	2	4	9
V98	24	48	37	39	2	9	0	0	3	6	0	0	12	2
V99	69	88	110	67	10	8	32	8	7	0	0	0	10	0
V100	2	21	36	1	4	0	17	0	0	0	13	0	2	2
