Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	16	27	18	192	0	3	4	9	0	0	0	0
V2	6	1	9	0	11	4	7	6	15	3	8	0
V3	11	0	8	4	52	7	17	12	0	12	11	0
V4	42	5	24	7	13	206	0	22	42	2	6	0
V5	0	139	27	0	69	2	0	26	16	15	36	19
V6	21	0	0	115	21	0	2	62	0	2	0	10
V7	96	0	0	221	0	15	66	2	45	2	6	12
V8	129	0	13	18	16	0	5	0	5	1	9	0
V9	31	63	9	4	28	14	42	7	20	5	2	0
V10	21	71	209	356	145	20	44	0	0	6	16	0
V11	162	0	0	13	0	9	12	3	0	0	6	43
V12	169	16	80	0	12	18	18	17	9	14	13	0
V13	90	14	0	8	4	0	21	0	0	0	4	4
V14	5	29	2	0	13	7	8	0	25	13	33	0
V15	2	72	32	23	0	1	0	0	0	0	0	0
V16	0	18	3	15	0	77	50	0	31	2	5	0
V17	0	8	117	7	8	1	0	35	0	0	0	0
V18	39	1	13	8	26	0	14	66	0	13	4	0
V19	113	0	2	0	50	0	0	0	3	21	11	0
V20	163	36	28	0	18	34	30	14	31	36	40	0
V21	7	34	36	23	38	20	15	0	1	27	27	10
V22	0	300	28	9	23	32	37	0	89	29	13	0
V23	0	117	33	92	49	50	17	25	27	14	5	32
V24	0	66	0	15	48	140	118	0	0	20	20	0
V25	1	5	0	10	11	100	48	0	64	0	9	0
V26	8	71	0	4	1	12	8	36	0	26	3	12
V27	3	10	61	28	9	107	40	60	33	0	0	0
V28	24	0	0	99	19	7	19	46	15	26	10	10
V29	142	0	0	1	0	0	0	0	2	0	2	0
V30	93	0	1	25	8	0	0	11	0	1	10	12
V31	18	1	11	0	26	8	0	9	0	45	34	0
V32	20	15	36	6	9	13	0	35	0	10	0	0
V33	19	1	20	3	0	9	8	2	24	0	0	0
V34	0	71	36	85	18	2	0	38	0	36	13	93
V35	125	0	3	105	8	6	9	0	53	0	0	20
V36	78	31	0	16	33	152	66	0	118	10	65	0
V37	32	88	30	4	18	10	0	22	15	20	32	8
V38	52	0	0	68	20	0	1	18	18	6	0	7
V39	0	18	69	28	17	22	21	5	7	15	37	26
V40	401	0	0	71	15	44	12	28	55	19	37	37
V41	6	0	0	4	12	10	18	0	5	16	19	8
V42	136	37	103	6	5	0	0	165	0	8	0	0
V43	0	31	0	8	46	211	106	5	120	6	24	0
V44	8	93	19	6	8	8	2	0	27	10	0	0
V45	58	27	5	44	9	66	175	0	4	0	10	0
V46	0	7	0	197	161	0	0	0	20	37	82	0
V47	106	2	9	34	0	0	0	8	0	0	0	0
V48	5	0	0	0	58	22	31	1	9	16	70	6
V49	44	14	40	20	2	11	24	24	0	0	1	0
V50	9	58	161	0	198	5	0	38	26	43	26	0
V51	1	248	7	115	28	3	4	0	0	0	2	0
V52	3	130	56	7	3	2	0	0	0	12	1	0
V53	0	12	108	18	0	1	24	108	0	0	0	78
V54	0	118	0	130	36	11	9	2	2	0	0	122
V55	52	94	14	0	0	0	1	0	0	26	0	14
V56	7	1	5	79	10	23	16	0	8	1	5	0
V57	11	0	26	3	11	23	29	29	0	4	4	0
V58	6	20	5	26	16	3	1	0	0	7	2	0
V59	152	114	40	8	47	0	0	52	11	32	9	64
V60	5	12	20	7	37	0	0	0	5	25	13	0
V61	402	34	0	6	10	0	0	0	4	19	7	38
V62	2	26	211	9	2	38	22	45	1	5	0	2
V63	0	10	0	45	9	1	1	2	0	5	0	81
V64	0	0	4	1	4	0	0	1	0	2	5	7
V65	0	49	82	46	21	0	0	13	0	5	0	0
V66	49	16	16	6	18	1	0	6	0	85	42	0
V67	15	16	34	9	12	83	29	23	0	13	8	24
V68	373	154	18	65	28	168	58	0	22	68	0	97
V69	80	1	27	57	14	74	40	0	38	0	0	0
V70	19	24	0	35	0	27	31	0	2	1	9	0
V71	2	0	0	15	23	2	15	5	0	0	1	9
V72	243	0	0	11	26	0	0	2	9	0	25	8
V73	28	12	0	0	1	0	0	0	0	0	2	2
V74	37	11	20	134	95	15	0	0	5	0	9	0
V75	97	4	10	20	0	24	55	2	112	0	0	0
V76	34	1	119	0	7	47	125	12	0	0	1	0
V77	0	90	0	1	0	3	3	2	23	24	0	0
V78	0	31	30	3	40	2	9	0	5	35	6	3
V79	0	0	6	17	16	3	4	3	0	0	12	0
V80	29	9	0	9	2	0	6	0	11	3	0	0
V81	110	0	4	30	0	11	10	26	0	0	1	2
V82	1	0	41	23	4	14	59	16	0	0	0	1
V83	33	165	0	2	5	2	12	4	0	7	0	14
V84	69	17	33	12	0	88	70	0	61	20	5	0
V85	5	2	7	1	2	1	8	0	5	0	0	0
V86	14	9	564	22	34	34	57	25	33	57	16	7
V87	38	5	14	4	277	2	10	2	18	119	55	0
V88	42	27	52	42	0	0	0	0	0	9	0	0
V89	13	0	28	2	14	10	23	11	5	7	16	0
V90	0	3	2	0	44	4	6	0	18	13	14	0
V91	5	33	18	13	0	20	13	0	0	0	10	0
V92	58	4	185	12	16	0	0	112	0	7	35	0
V93	0	0	0	245	98	1	0	5	0	6	0	15
V94	18	224	58	12	12	15	19	57	0	8	0	0
V95	51	0	1	5	26	8	10	0	3	14	2	7
V96	98	22	6	42	17	17	1	13	40	16	2	25
V97	7	17	89	0	0	0	0	39	0	0	0	0
V98	7	90	21	1	11	14	16	0	18	29	11	3
V99	72	50	244	0	28	0	0	5	0	11	20	0
V100	0	115	7	44	52	15	3	4	6	37	48	9
