NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	250.986	83.205	86.657	66.226	0.565	0.725	30000.0
2	233.575	79.315	79.355	63.015	0.562	0.738	40000.0
3	234.044	79.942	79.111	62.996	0.567	0.737	30000.0
4	234.701	80.18	80.006	63.618	0.566	0.735	20000.0
5	246.222	83.242	84.472	66.234	0.572	0.726	40000.0
6	238.745	80.959	80.07	63.926	0.569	0.733	30000.0
7	251.942	83.576	86.796	66.188	0.561	0.724	20000.0
8	242.972	82.13	82.985	65.995	0.562	0.729	20000.0
9	235.164	80.334	80.087	63.791	0.565	0.733	30000.0
10	251.393	83.542	87.239	66.626	0.566	0.722	20000.0
