Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	38	5	64	0	67	0	45	16	0	0	8	4	12	0	3	22	0	0
V2	12	2	0	2	23	36	37	71	19	0	1	23	38	12	12	2	0	0
V3	9	0	18	3	0	37	0	3	11	7	2	0	2	0	0	12	0	7
V4	184	0	54	14	67	6	6	0	65	7	33	28	18	0	0	7	0	0
V5	139	43	183	16	0	53	2	0	0	2	24	0	3	36	12	0	0	0
V6	48	1	19	39	0	24	0	3	0	24	6	0	0	0	0	4	0	0
V7	0	2	0	39	0	26	25	7	0	6	4	0	0	0	17	0	0	0
V8	12	41	29	103	1	20	0	0	0	31	1	0	0	0	0	9	12	0
V9	59	21	9	0	51	0	0	8	47	5	23	23	1	0	0	0	0	15
V10	17	5	8	13	0	29	11	0	0	0	10	0	3	0	42	0	0	0
V11	20	40	158	44	0	0	0	0	0	17	4	19	0	41	0	0	5	1
V12	39	78	17	5	29	1	1	42	0	0	14	6	15	0	0	26	0	0
V13	10	93	0	0	2	0	0	0	0	3	3	4	0	6	0	0	9	0
V14	7	0	10	12	0	0	9	0	0	11	0	1	1	7	7	0	0	0
V15	5	72	153	0	0	0	0	6	0	0	4	24	7	2	0	0	0	0
V16	126	46	1	2	35	9	0	31	0	0	26	0	14	0	0	10	0	0
V17	25	0	117	1	17	0	0	58	79	8	3	0	0	29	8	21	20	0
V18	3	29	8	125	1	24	69	8	0	33	0	0	4	0	8	5	0	0
V19	2	95	7	25	0	84	35	23	0	4	0	2	8	0	11	2	0	0
V20	1	6	47	67	11	3	0	1	40	29	0	3	0	0	0	0	9	14
V21	5	124	28	16	16	99	201	0	19	8	0	9	13	0	0	25	0	22
V22	3	29	39	15	3	15	32	0	0	5	3	4	0	0	17	11	16	0
V23	48	12	144	7	0	38	27	25	0	1	10	4	14	32	17	0	0	0
V24	1	29	4	41	0	53	44	21	11	10	5	0	0	0	19	0	0	0
V25	81	0	105	106	18	14	0	0	0	51	17	4	2	34	0	0	0	0
V26	36	28	0	70	34	6	0	56	139	11	20	34	12	0	0	0	0	23
V27	141	20	7	28	0	49	65	15	0	24	25	0	0	0	0	25	0	0
V28	1	21	0	34	0	0	0	0	79	28	0	7	1	0	0	0	0	12
V29	134	55	3	89	0	0	4	0	0	58	24	0	0	0	0	1	0	0
V30	0	38	116	16	0	0	0	26	0	10	4	25	16	0	6	16	0	0
V31	202	1	3	0	111	38	1	24	0	0	59	0	30	0	0	0	0	0
V32	48	0	145	7	0	0	0	3	0	0	0	9	0	29	0	3	9	0
V33	12	0	0	7	67	47	0	0	50	2	4	19	16	0	0	11	0	0
V34	169	17	35	64	5	23	26	15	0	7	48	6	0	0	4	0	0	0
V35	24	4	2	0	0	7	3	6	0	0	6	9	0	0	0	1	0	0
V36	6	5	31	35	9	8	0	11	13	17	3	8	13	0	0	0	0	0
V37	14	155	6	42	13	0	0	42	65	20	0	13	0	4	0	4	1	0
V38	5	72	41	0	47	68	77	0	29	0	4	0	0	35	0	0	0	7
V39	29	11	16	0	2	8	2	3	0	0	25	0	1	0	0	24	0	0
V40	22	7	13	47	3	5	0	16	0	6	11	8	10	13	14	3	0	0
V41	17	9	397	0	7	60	48	0	13	6	8	25	6	94	13	0	9	49
V42	31	0	70	26	20	0	0	22	0	13	8	9	7	0	1	0	0	0
V43	23	47	36	16	45	0	0	44	0	6	9	18	14	0	0	0	0	0
V44	2	50	58	158	0	25	29	2	6	60	0	0	7	11	98	0	0	0
V45	21	98	0	32	139	16	0	27	32	12	29	0	21	2	0	0	0	0
V46	2	89	8	10	0	0	0	14	0	5	0	10	0	29	0	15	0	0
V47	20	75	21	0	40	0	0	52	46	7	12	23	21	0	0	0	0	4
V48	76	22	9	25	10	30	45	11	2	8	5	0	0	0	0	25	0	0
V49	0	4	0	4	0	11	0	0	0	0	1	0	2	0	12	0	0	0
