MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.89E-02	4.67E-04	1.62E-03
1:Del:C:1	5.86E-03	2.03E-04	4.53E-04
1:Del:C:2	1.83E-04	2.82E-04	2.13E-04
1:Del:C:3	6.79E-04	2.37E-04	2.23E-04
1:Del:C:4	5.20E-04	3.00E-04	1.16E-04
1:Del:C:5	7.76E-04	9.17E-04	1.48E-04
1:Del:T:0	6.02E-03	1.21E-03	7.27E-04
1:Del:T:1	2.91E-03	1.99E-04	3.31E-04
1:Del:T:2	5.07E-03	3.68E-04	5.42E-04
1:Del:T:3	5.71E-03	8.54E-04	4.50E-04
1:Del:T:4	3.71E-03	1.57E-03	7.11E-04
1:Del:T:5	2.43E-02	2.97E-02	1.62E-03
1:Ins:C:0	1.18E-08	2.16E-04	1.78E-04
1:Ins:C:1	1.57E-04	1.02E-04	1.95E-04
1:Ins:C:2	9.91E-05	1.01E-04	1.03E-04
1:Ins:C:3	1.27E-05	4.26E-05	5.51E-05
1:Ins:C:4	1.46E-04	1.13E-04	1.47E-04
1:Ins:C:5	1.18E-03	1.82E-03	1.44E-03
1:Ins:T:0	9.54E-04	1.66E-04	2.03E-04
1:Ins:T:1	1.16E-03	3.34E-04	2.08E-04
1:Ins:T:2	1.35E-04	1.97E-04	2.47E-04
1:Ins:T:3	2.03E-04	2.74E-04	1.19E-04
1:Ins:T:4	3.38E-04	6.47E-04	5.29E-04
1:Ins:T:5	3.12E-02	4.13E-02	3.89E-02
2:Del:R:0	9.27E-04	4.76E-04	3.16E-04
2:Del:R:1	1.30E-04	6.51E-04	6.21E-04
2:Del:R:2	1.50E-04	6.77E-05	9.54E-05
2:Del:R:3	1.00E-04	8.41E-05	4.01E-05
2:Del:R:4	5.42E-05	3.09E-05	3.32E-05
2:Del:R:5	0.00E+00	5.13E-05	4.45E-05
3:Del:R:0	3.26E-04	5.26E-04	6.46E-04
3:Del:R:1	4.03E-04	4.70E-04	2.74E-04
3:Del:R:2	1.83E-04	1.02E-04	4.68E-05
3:Del:R:3	9.75E-05	2.18E-05	6.20E-05
3:Del:R:4	9.21E-09	6.53E-09	4.14E-09
3:Del:R:5	9.21E-09	6.53E-09	4.14E-09
4:Del:R:0	2.60E-04	5.13E-04	5.39E-04
4:Del:R:1	3.22E-04	1.32E-04	1.06E-04
4:Del:R:2	4.50E-05	5.61E-05	8.86E-09
4:Del:R:3	9.21E-09	6.53E-09	4.14E-09
4:Del:R:4	9.21E-09	6.53E-09	4.14E-09
4:Del:R:5	1.86E-08	1.21E-04	2.00E-05
5:Del:R:0	9.05E-05	1.50E-02	1.43E-02
5:Del:R:1	7.17E-05	1.25E-04	8.69E-05
5:Del:R:2	8.79E-05	1.04E-04	1.27E-05
5:Del:R:3	3.35E-05	4.03E-08	5.06E-08
5:Del:R:4	9.21E-09	6.53E-09	4.14E-09
5:Del:R:5	9.21E-09	6.53E-09	4.14E-09
2:Ins:R:0	1.06E-04	2.64E-04	1.41E-04
2:Ins:R:1	1.40E-03	1.97E-08	2.70E-02
2:Ins:R:2	8.99E-05	2.27E-05	8.30E-05
2:Ins:R:3	4.67E-05	6.19E-05	4.25E-05
2:Ins:R:4	1.77E-04	1.15E-04	1.08E-04
2:Ins:R:5	1.19E-03	8.87E-04	6.20E-04
3:Ins:R:0	1.30E-04	2.97E-05	9.10E-05
3:Ins:R:1	7.64E-05	1.49E-04	5.84E-05
3:Ins:R:2	5.98E-05	3.20E-08	4.10E-05
3:Ins:R:3	9.21E-09	6.53E-09	4.14E-09
3:Ins:R:4	2.60E-05	2.00E-05	5.49E-05
3:Ins:R:5	1.89E-04	1.78E-04	1.99E-04
4:Ins:R:0	4.98E-05	1.66E-02	2.94E-03
4:Ins:R:1	2.29E-04	1.73E-04	1.14E-04
4:Ins:R:2	5.39E-05	4.52E-05	5.71E-05
4:Ins:R:3	4.47E-05	4.23E-06	1.18E-05
4:Ins:R:4	1.40E-05	6.02E-05	8.62E-05
4:Ins:R:5	1.14E-04	1.27E-04	1.40E-04
5:Ins:R:0	4.92E-08	2.76E-05	2.46E-05
5:Ins:R:1	2.08E-04	2.30E-04	4.53E-03
5:Ins:R:2	2.62E-08	3.66E-04	1.24E-04
5:Ins:R:3	3.17E-05	7.80E-05	6.08E-05
5:Ins:R:4	1.32E-05	3.83E-05	3.07E-08
5:Ins:R:5	9.21E-09	6.53E-09	4.14E-09
2:Del:M:1	4.47E-04	1.95E-04	2.23E-04
3:Del:M:1	2.94E-04	4.90E-04	2.91E-04
3:Del:M:2	1.14E-04	1.66E-04	2.74E-04
4:Del:M:1	4.99E-04	2.60E-02	5.09E-03
4:Del:M:2	2.27E-04	2.37E-04	1.62E-04
4:Del:M:3	2.19E-04	2.18E-04	1.43E-04
5:Del:M:1	5.09E-04	1.72E-02	1.54E-02
5:Del:M:2	6.17E-04	7.28E-03	5.32E-03
5:Del:M:3	4.10E-04	3.51E-03	2.93E-03
5:Del:M:4	2.42E-04	1.23E-03	1.05E-03
5:Del:M:5	6.72E-05	7.32E-04	5.43E-04
