De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature 83-A, 0, 0, 0, 1, 1
Signature 83-B, Signature ID9 (100.00%), 8.03,  4.38, 0.086, 1.00, 1.00
Signature 83-C, Signature ID1 (100.00%), 4.27,  0.89, 0.044, 1.00, 1.00
Signature 83-D, Signature ID8 (100.00%), 11.66,  7.55, 0.043, 1.00, 1.00
Signature 83-E, Signature 83-E, 0, 0, 0, 1, 1
Signature 83-F, Signature ID2 (100.00%), 6.06,  1.15, 0.054, 1.00, 1.00
