NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.589	21.568	13.4	13.121	0.122	0.988	90000.0
2	58.799	22.724	14.309	14.28	0.134	0.985	70000.0
3	52.974	21.103	11.681	12.22	0.128	0.989	40000.0
4	51.949	20.11	11.952	11.86	0.12	0.99	30000.0
5	60.214	23.189	14.635	14.242	0.135	0.985	90000.0
6	55.27	21.241	12.779	12.509	0.124	0.989	40000.0
7	55.148	21.345	12.963	12.94	0.127	0.988	50000.0
8	53.669	20.282	12.408	11.886	0.12	0.99	40000.0
9	59.393	22.942	14.069	13.443	0.135	0.988	70000.0
10	55.319	21.494	13.365	13.032	0.129	0.988	40000.0
