NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.615	19.17	12.569	11.252	0.104	0.99	40000.0
2	51.2	18.915	11.927	11.109	0.106	0.991	60000.0
3	51.9	18.707	12.129	10.961	0.103	0.991	60000.0
4	56.799	20.631	13.577	12.209	0.106	0.989	80000.0
5	53.838	19.321	12.578	11.175	0.104	0.991	30000.0
6	57.014	20.626	13.629	12.295	0.105	0.99	30000.0
7	49.758	18.187	11.799	10.81	0.101	0.989	90000.0
8	51.577	18.604	12.25	11.115	0.1	0.989	30000.0
9	54.593	19.369	13.031	11.354	0.104	0.991	80000.0
10	49.114	18.12	11.427	10.453	0.108	0.991	40000.0
