NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	174.888	56.916	60.298	44.241	0.343	0.87	20000.0
2	170.162	53.64	57.138	41.394	0.3	0.904	30000.0
3	170.899	54.759	57.313	42.86	0.322	0.886	30000.0
4	167.485	52.767	55.059	40.136	0.305	0.902	20000.0
5	172.072	54.564	57.713	42.27	0.31	0.897	20000.0
6	180.778	57.153	64.415	46.314	0.333	0.876	20000.0
7	169.673	53.377	56.524	41.033	0.307	0.902	20000.0
8	181.588	55.333	64.296	44.39	0.341	0.868	40000.0
9	170.768	53.494	57.045	40.969	0.302	0.904	20000.0
10	171.342	53.928	56.121	40.989	0.308	0.901	20000.0
