NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.36	20.796	12.504	13.25	0.118	0.987	60000.0
2	48.611	19.732	11.656	11.931	0.117	0.991	40000.0
3	51.431	21.149	12.44	12.874	0.118	0.989	50000.0
4	47.201	19.071	11.036	11.238	0.112	0.992	40000.0
5	47.059	19.246	10.825	11.436	0.115	0.991	50000.0
6	50.805	20.777	12.231	12.818	0.116	0.988	50000.0
7	45.479	19.045	10.31	11.317	0.115	0.991	40000.0
8	50.509	20.623	12.527	12.8	0.117	0.989	40000.0
9	46.976	19.547	11.006	11.82	0.115	0.99	30000.0
10	52.394	21.623	12.804	13.637	0.119	0.987	60000.0
