MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	6.26E-03	2.48E-08	1.87E-46	3.72E-04	4.22E-02	4.26E-04	6.93E-03	5.24E-02	3.16E-02	1.83E-14	3.20E-02	1.31E-02	2.33E-03	2.78E-03	3.53E-02	2.46E-02	7.77E-03	5.59E-03	7.59E-03	2.54E-02
1:Del:C:1	3.55E-03	2.74E-04	0.00E+00	1.27E-03	2.51E-02	1.40E-46	7.88E-03	2.37E-02	3.26E-02	6.11E-03	2.75E-02	9.15E-03	9.35E-03	5.78E-04	2.33E-02	1.24E-02	2.25E-03	7.03E-03	7.21E-03	3.17E-03
1:Del:C:2	3.79E-03	2.44E-08	5.75E-08	6.87E-07	5.69E-04	2.26E-07	3.89E-03	3.78E-03	5.14E-04	2.42E-03	7.95E-04	3.05E-07	9.61E-04	0.00E+00	4.62E-03	2.30E-03	1.07E-06	5.65E-08	1.66E-02	1.47E-04
1:Del:C:3	1.23E-08	1.24E-04	3.48E-04	0.00E+00	1.30E-03	0.00E+00	1.42E-04	9.14E-03	1.30E-02	2.54E-03	1.33E-02	1.18E-02	4.80E-03	1.01E-03	1.90E-03	2.61E-03	2.85E-02	5.79E-03	2.20E-02	5.89E-03
1:Del:C:4	5.19E-08	3.79E-04	1.03E-03	0.00E+00	4.14E-03	1.59E-07	3.38E-08	5.63E-03	1.86E-02	8.89E-07	7.03E-03	2.68E-03	5.55E-03	1.17E-02	1.53E-02	4.65E-04	0.00E+00	7.55E-03	1.41E-07	7.46E-08
1:Del:C:5	0.00E+00	1.25E-03	2.79E-03	1.99E-05	2.60E-04	1.50E-07	5.77E-05	6.96E-04	3.25E-03	1.88E-07	4.77E-08	5.96E-03	0.00E+00	1.19E-06	4.42E-04	2.99E-03	4.66E-02	1.54E-02	1.08E-03	7.89E-03
1:Del:T:0	0.00E+00	3.26E-04	6.50E-04	6.67E-03	1.75E-02	1.00E-03	7.74E-03	2.29E-02	2.86E-02	1.25E-02	1.77E-02	1.95E-02	6.96E-03	6.27E-03	2.45E-02	6.71E-03	1.89E-02	3.08E-03	1.56E-02	1.47E-02
1:Del:T:1	5.29E-03	0.00E+00	1.40E-46	2.27E-03	2.17E-02	0.00E+00	5.52E-03	2.63E-03	6.46E-03	1.27E-03	2.66E-02	1.08E-06	5.38E-03	4.52E-06	1.94E-02	7.23E-04	5.75E-03	3.14E-03	2.56E-02	3.24E-03
1:Del:T:2	7.63E-03	0.00E+00	1.47E-03	0.00E+00	4.29E-02	0.00E+00	2.31E-03	2.41E-02	7.42E-03	1.65E-03	4.20E-02	7.27E-04	8.85E-04	2.99E-46	3.80E-02	1.15E-02	1.30E-02	1.90E-02	7.54E-03	1.14E-02
1:Del:T:3	3.11E-03	9.95E-04	1.83E-03	4.20E-46	1.69E-02	5.32E-03	4.63E-03	2.09E-02	1.63E-02	2.14E-46	7.62E-02	1.23E-02	5.80E-03	1.24E-02	1.68E-02	7.57E-03	9.06E-03	1.64E-02	1.14E-02	1.64E-02
1:Del:T:4	4.71E-03	6.97E-04	4.49E-03	0.00E+00	1.88E-02	3.06E-03	0.00E+00	2.61E-02	2.78E-02	0.00E+00	4.88E-02	2.60E-02	0.00E+00	2.99E-02	6.24E-02	1.32E-02	8.03E-05	1.99E-02	2.10E-03	1.30E-02
1:Del:T:5	5.26E-08	1.73E-45	8.79E-03	3.47E-08	8.98E-09	5.03E-08	2.75E-03	2.03E-02	3.97E-06	6.64E-08	3.84E-06	1.22E-02	1.77E-02	4.23E-02	1.38E-06	5.72E-07	4.16E-02	8.45E-02	1.62E-02	4.67E-02
1:Ins:C:0	5.05E-09	1.05E-07	6.99E-08	1.15E-07	1.17E-07	4.66E-09	1.23E-03	8.24E-08	1.57E-07	1.14E-03	8.14E-07	1.41E-03	1.49E-03	2.14E-07	4.56E-07	1.09E-07	5.62E-03	1.11E-04	1.03E-03	4.14E-04
1:Ins:C:1	4.21E-07	1.99E-08	8.17E-08	2.34E-08	9.12E-05	1.78E-07	1.71E-03	3.79E-04	1.19E-03	1.43E-03	6.66E-07	2.23E-04	0.00E+00	6.02E-03	2.46E-03	7.64E-04	2.60E-04	1.99E-07	3.05E-03	1.68E-07
1:Ins:C:2	9.21E-08	1.56E-05	1.14E-08	3.54E-08	4.02E-04	1.14E-07	4.12E-04	1.12E-03	1.16E-03	4.03E-04	2.38E-04	1.19E-03	1.55E-03	2.40E-07	7.85E-09	3.74E-05	3.71E-07	4.99E-08	6.14E-04	1.24E-06
1:Ins:C:3	2.35E-07	8.37E-05	3.06E-08	1.86E-07	9.88E-08	2.50E-04	1.03E-04	5.24E-04	3.00E-07	6.39E-08	7.04E-08	2.55E-07	2.07E-03	8.41E-04	6.75E-04	4.51E-04	6.62E-07	3.09E-08	1.57E-04	1.11E-04
1:Ins:C:4	1.33E-03	5.00E-04	3.13E-04	0.00E+00	3.59E-08	0.00E+00	2.45E-04	0.00E+00	1.08E-03	1.99E-06	1.61E-07	9.00E-08	4.05E-04	9.54E-08	0.00E+00	5.94E-03	4.56E-05	3.00E-03	4.63E-03	1.66E-03
1:Ins:C:5	7.41E-08	4.47E-03	1.26E-03	2.41E-03	1.40E-46	2.01E-07	1.12E-03	2.58E-07	4.40E-03	0.00E+00	1.31E-03	1.94E-03	3.96E-07	7.97E-03	1.75E-07	8.19E-03	1.12E-02	1.90E-02	7.08E-08	8.14E-02
1:Ins:T:0	7.12E-06	2.10E-04	0.00E+00	7.26E-04	6.69E-03	2.02E-08	3.19E-04	4.62E-03	9.11E-03	2.58E-04	1.60E-02	2.99E-05	3.74E-04	0.00E+00	1.72E-02	2.42E-03	0.00E+00	1.77E-02	1.94E-02	2.39E-03
1:Ins:T:1	0.00E+00	3.85E-08	0.00E+00	1.78E-03	4.90E-03	0.00E+00	8.60E-04	2.00E-03	8.85E-03	1.30E-03	6.95E-03	8.07E-03	2.18E-03	0.00E+00	9.19E-07	2.07E-03	1.97E-02	3.15E-04	3.90E-03	2.53E-08
1:Ins:T:2	0.00E+00	1.24E-07	9.35E-07	4.52E-04	5.21E-05	6.55E-07	2.02E-03	6.97E-04	2.70E-03	2.76E-08	9.98E-04	3.64E-03	3.18E-03	3.53E-03	1.34E-03	7.64E-04	9.50E-03	3.58E-08	2.34E-03	3.89E-03
1:Ins:T:3	2.62E-04	8.35E-04	3.87E-07	1.10E-02	1.14E-03	1.80E-08	1.33E-04	0.00E+00	6.30E-03	2.60E-08	1.26E-02	2.26E-03	1.72E-03	0.00E+00	0.00E+00	7.73E-03	3.24E-03	2.15E-03	1.05E-02	4.19E-03
1:Ins:T:4	6.91E-04	1.75E-03	4.06E-04	5.94E-03	8.40E-04	1.27E-08	0.00E+00	2.36E-02	7.32E-03	1.44E-03	5.79E-04	1.29E-02	3.35E-03	1.40E-46	8.80E-04	3.88E-03	6.14E-03	7.68E-03	6.11E-03	2.35E-02
1:Ins:T:5	3.74E-07	7.59E-03	6.24E-07	1.09E-45	8.67E-03	1.75E-03	4.08E-03	3.76E-03	1.78E-02	7.19E-03	3.17E-02	1.42E-02	1.52E-02	2.16E-02	9.37E-03	9.30E-02	4.36E-02	5.46E-02	1.16E-02	5.71E-02
2:Del:R:0	7.67E-24	5.33E-04	0.00E+00	1.38E-03	6.10E-03	4.88E-06	2.83E-03	1.93E-03	1.24E-07	2.49E-03	1.54E-02	5.89E-03	7.89E-03	2.00E-02	5.68E-03	2.31E-03	4.27E-03	4.10E-03	2.69E-03	7.16E-03
2:Del:R:1	3.40E-07	6.90E-09	0.00E+00	1.21E-04	1.10E-07	6.70E-05	3.34E-03	1.85E-07	5.61E-03	4.42E-03	2.40E-03	1.84E-02	1.63E-02	4.30E-02	2.47E-04	7.59E-03	5.01E-03	2.58E-03	2.85E-07	2.63E-03
2:Del:R:2	0.00E+00	1.49E-04	2.40E-04	0.00E+00	4.55E-04	1.58E-03	3.52E-04	5.96E-04	4.85E-03	2.70E-04	2.80E-03	2.14E-07	1.68E-06	1.06E-07	4.60E-04	3.61E-08	0.00E+00	1.76E-03	2.10E-04	1.35E-03
