Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0	0	0	8	82	0	51	0	0	0	1	0	0	3	0	21
V2	21	10	2	12	1	113	26	7	18	10	0	19	85	0	0	0
V3	1	45	10	9	76	1	18	40	0	1	5	15	0	0	11	0
V4	76	39	40	154	5	0	0	16	13	0	22	2	0	1	1	0
V5	171	4	125	18	0	0	0	0	80	35	3	0	0	10	0	0
V6	0	6	41	0	83	0	92	0	0	0	7	25	0	0	1	0
V7	0	106	26	1	0	0	0	1	11	9	0	0	0	21	2	7
V8	0	5	4	35	22	59	58	41	11	1	12	0	7	4	0	0
V9	48	3	6	24	46	15	0	0	16	18	10	22	7	0	0	0
V10	21	12	22	0	64	0	0	71	14	0	0	9	0	0	0	19
V11	24	12	14	154	0	0	0	0	0	21	39	0	0	11	0	0
V12	6	26	2	52	12	53	0	61	0	10	16	19	0	0	0	0
V13	76	40	78	70	0	191	0	0	22	78	41	0	59	0	0	0
V14	0	26	95	0	35	8	11	14	0	0	0	0	21	9	2	0
V15	3	4	0	3	0	102	2	0	0	2	0	0	23	2	0	0
V16	5	0	0	44	0	0	1	2	3	0	26	20	0	0	0	0
V17	0	0	58	16	0	13	21	0	0	3	0	18	0	0	0	0
V18	2	22	7	51	53	0	68	0	0	9	16	29	0	0	1	0
V19	2	11	40	1	0	0	0	0	7	1	1	0	0	0	0	3
V20	51	115	4	2	0	17	0	8	16	27	0	0	0	0	0	0
V21	13	19	2	7	0	24	1	79	25	23	6	0	13	0	0	0
V22	592	0	5	2	0	0	0	0	28	28	0	0	0	0	0	0
V23	179	0	4	126	6	0	0	0	33	49	23	0	0	0	0	0
V24	12	2	0	0	4	9	1	7	0	22	0	0	0	0	0	0
V25	0	8	5	19	39	0	43	68	0	0	2	13	0	0	0	0
V26	249	1	1	21	0	0	0	3	154	61	9	0	0	0	0	0
V27	0	11	19	0	4	86	21	27	0	0	0	6	0	7	13	0
V28	57	81	5	27	0	0	19	0	28	22	6	0	0	16	15	0
V29	55	90	18	0	2	0	12	0	21	32	3	0	0	0	14	0
V30	0	99	24	0	41	130	0	10	24	0	0	2	23	0	0	6
V31	0	2	2	0	0	8	5	45	2	0	0	0	0	0	1	5
