Samples	ID83A	ID83B
V1	361	0
V2	548	340
V3	172	110
V4	158	53
V5	224	144
V6	182	83
V7	0	587
V8	131	25
V9	609	0
V10	0	469
V11	216	0
V12	136	403
V13	86	249
V14	377	0
V15	0	599
V16	54	147
V17	15	125
V18	54	44
V19	186	12
V20	104	42
V21	49	139
V22	187	61
V23	426	0
V24	275	112
V25	50	49
V26	289	0
V27	16	440
V28	124	418
V29	311	136
V30	10	53
V31	297	0
V32	101	26
V33	135	0
V34	380	114
V35	242	0
V36	471	0
V37	68	76
V38	100	52
V39	90	107
V40	180	21
V41	120	241
V42	101	41
V43	0	502
V44	181	0
V45	157	3
V46	220	107
V47	0	233
V48	219	0
V49	0	633
V50	115	127
V51	194	22
V52	209	117
V53	643	0
V54	245	58
V55	88	69
V56	203	117
V57	125	59
V58	85	431
V59	344	0
V60	104	270
V61	371	0
V62	184	215
V63	77	36
V64	87	183
V65	264	484
V66	108	140
V67	231	68
V68	42	43
V69	57	130
V70	46	90
V71	54	0
V72	347	0
V73	273	0
V74	119	183
V75	181	22
V76	33	41
V77	149	199
V78	67	254
V79	160	102
V80	285	166
V81	85	200
V82	36	36
V83	248	119
V84	65	9
V85	118	0
V86	133	132
V87	241	535
V88	81	28
V89	93	169
V90	322	203
V91	59	54
V92	262	79
V93	112	268
V94	296	0
V95	145	0
V96	232	286
V97	164	67
V98	149	119
V99	501	0
V100	23	34
