Samples	ID83A	ID83B
V1	1.22E+00	1.22E+00
V2	8.16E+00	8.16E+00
V3	3.03E+01	3.03E+01
V4	4.57E+00	4.57E+00
V5	4.96E+01	4.96E+01
V6	1.74E+01	1.74E+01
V7	5.48E+01	5.48E+01
V8	2.34E+01	2.34E+01
V9	2.35E+01	2.35E+01
V10	2.25E+01	2.25E+01
V11	1.43E+01	1.44E+01
V12	5.25E+01	5.25E+01
V13	5.70E+00	5.70E+00
V14	4.86E+01	4.86E+01
V15	1.28E+01	1.28E+01
V16	2.69E+01	2.69E+01
V17	8.01E+00	8.01E+00
V18	1.29E+01	1.29E+01
V19	1.40E+01	1.40E+01
V20	1.82E+01	1.82E+01
V21	5.41E+00	5.41E+00
V22	1.16E+01	1.16E+01
V23	3.71E+01	3.71E+01
V24	2.06E+01	2.06E+01
V25	4.91E+00	4.91E+00
V26	1.26E+01	1.25E+01
V27	2.31E+01	2.31E+01
V28	3.34E+00	3.34E+00
V29	3.74E+01	3.74E+01
V30	8.31E+00	8.31E+00
V31	2.27E+01	2.27E+01
V32	3.01E+01	3.01E+01
V33	1.91E+01	1.91E+01
V34	8.19E+00	8.19E+00
V35	1.10E+02	1.10E+02
V36	4.74E+00	4.74E+00
V37	1.46E+01	1.46E+01
V38	3.41E+01	3.41E+01
V39	4.28E+01	4.28E+01
V40	1.59E+01	1.59E+01
V41	1.06E+01	1.06E+01
V42	3.62E+01	3.62E+01
V43	1.31E+01	1.31E+01
V44	8.35E+00	8.35E+00
V45	3.01E+01	3.01E+01
V46	1.70E+01	1.70E+01
V47	3.56E+01	3.56E+01
V48	2.90E+01	2.90E+01
V49	1.88E+00	1.88E+00
V50	2.05E+01	2.05E+01
V51	8.41E+00	8.41E+00
V52	1.69E+01	1.69E+01
V53	1.43E+01	1.43E+01
V54	1.39E+01	1.39E+01
V55	4.95E+01	4.95E+01
V56	5.50E+01	5.50E+01
V57	3.00E+01	3.00E+01
V58	2.11E+01	2.11E+01
V59	7.24E+00	7.24E+00
V60	1.58E+01	1.58E+01
V61	2.17E+01	2.17E+01
V62	1.53E+01	1.53E+01
V63	1.09E+01	1.09E+01
V64	1.33E+01	1.33E+01
V65	1.53E+01	1.53E+01
V66	2.99E+01	2.99E+01
V67	6.17E+00	6.17E+00
V68	1.25E+00	1.25E+00
V69	2.94E+00	2.94E+00
V70	1.92E+01	1.92E+01
V71	2.32E+01	2.32E+01
V72	2.08E+01	2.08E+01
V73	8.93E+00	8.93E+00
V74	1.17E+01	1.17E+01
V75	4.33E+00	4.33E+00
V76	6.58E+01	6.58E+01
V77	9.68E+00	9.68E+00
V78	2.72E+01	2.72E+01
V79	2.00E+01	2.00E+01
V80	1.14E+01	1.14E+01
V81	2.53E+01	2.53E+01
V82	1.21E+01	1.21E+01
V83	9.10E+00	9.10E+00
V84	7.28E+00	7.28E+00
V85	5.44E+00	5.44E+00
V86	6.50E+01	6.50E+01
V87	1.22E+01	1.22E+01
V88	5.03E+01	5.03E+01
V89	4.98E+01	4.97E+01
V90	1.57E+01	1.57E+01
V91	6.03E+00	6.03E+00
V92	2.67E+01	2.67E+01
V93	1.57E+01	1.57E+01
V94	8.35E+00	8.35E+00
V95	6.56E+00	6.56E+00
V96	8.96E+00	8.96E+00
V97	3.75E+00	3.75E+00
V98	3.22E+01	3.22E+01
V99	2.78E+01	2.78E+01
V100	9.08E+00	9.08E+00
