Samples	ID83A	ID83B
V1	23	4
V2	335	24
V3	204	48
V4	28	87
V5	246	155
V6	326	0
V7	301	43
V8	180	45
V9	300	41
V10	382	0
V11	270	24
V12	376	140
V13	84	214
V14	210	106
V15	140	6
V16	674	0
V17	9	444
V18	0	1472
V19	165	33
V20	223	83
V21	3	139
V22	171	75
V23	387	176
V24	128	57
V25	40	71
V26	128	131
V27	281	29
V28	79	1
V29	187	132
V30	122	93
V31	302	147
V32	331	94
V33	0	263
V34	219	2
V35	693	183
V36	110	1
V37	301	17
V38	298	116
V39	631	50
V40	166	123
V41	263	0
V42	271	60
V43	154	235
V44	0	277
V45	539	0
V46	46	118
V47	322	9
V48	362	49
V49	2	34
V50	335	15
V51	116	59
V52	253	10
V53	347	13
V54	204	43
V55	319	145
V56	908	195
V57	482	2
V58	188	7
V59	0	237
V60	211	201
V61	196	97
V62	234	50
V63	105	98
V64	231	203
V65	0	474
V66	14	514
V67	47	10
V68	0	133
V69	52	8
V70	203	3
V71	260	0
V72	113	47
V73	150	0
V74	351	5
V75	0	98
V76	607	158
V77	105	29
V78	330	23
V79	684	0
V80	110	37
V81	0	269
V82	0	178
V83	83	16
V84	150	9
V85	106	0
V86	282	180
V87	41	227
V88	424	82
V89	220	213
V90	105	90
V91	53	145
V92	215	9
V93	176	13
V94	38	44
V95	112	18
V96	104	127
V97	0	93
V98	230	27
V99	150	42
V100	142	77
