MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00003757	0.00097043	0.35035366	0.01615260	0.00385731	0.00132168
1:Del:C:1	0.00007385	0.00327589	0.08686649	0.02533859	0.00046457	0.00061457
1:Del:C:2	0.00109053	0.00098153	0.00260326	0.00098178	0.04008501	0.00163108
1:Del:C:3	0.00000146	0.00012532	0.00000041	0.00022844	0.57139022	0.00123855
1:Del:C:4	0.00388668	0.00050663	0.01110024	0.00182124	0.00000000	0.00085847
1:Del:C:5	0.01328480	0.00022018	0.00204527	0.00000000	0.00051521	0.00336334
1:Del:T:0	0.01035282	0.00163748	0.09726056	0.01917066	0.00580087	0.00566674
1:Del:T:1	0.00041720	0.00044452	0.04488802	0.00986586	0.00010392	0.00075234
1:Del:T:2	0.00911984	0.00045215	0.07158051	0.00460766	0.00705668	0.00000000
1:Del:T:3	0.01846492	0.00334578	0.11464286	0.00854973	0.00000000	0.00296506
1:Del:T:4	0.03888440	0.00118368	0.10652883	0.00002189	0.00076223	0.00004928
1:Del:T:5	0.83634158	0.00017599	0.00000013	0.00239705	0.00060432	0.00702364
1:Ins:C:0	0.00009324	0.00026521	0.00013348	0.00204537	0.00000163	0.00010030
1:Ins:C:1	0.00007644	0.00000001	0.00021522	0.00283981	0.00000791	0.00000008
1:Ins:C:2	0.00000001	0.00022400	0.00015811	0.00167701	0.00000001	0.00000002
1:Ins:C:3	0.00000002	0.00000000	0.00000001	0.00021228	0.00000008	0.00073122
1:Ins:C:4	0.00379496	0.00038754	0.00000000	0.00006969	0.00003276	0.00110773
1:Ins:C:5	0.01166748	0.00001216	0.00055202	0.00039161	0.00144163	0.01938230
1:Ins:T:0	0.00050039	0.00006503	0.01582676	0.00256758	0.00034717	0.00258398
1:Ins:T:1	0.00031790	0.00154854	0.01150031	0.00318693	0.00076095	0.00000001
1:Ins:T:2	0.00113318	0.00010865	0.00260101	0.00148647	0.00053705	0.00037374
1:Ins:T:3	0.00094877	0.00015914	0.00184274	0.00086500	0.00036081	0.00127285
1:Ins:T:4	0.00261833	0.00105899	0.00116508	0.00001414	0.00174373	0.01640405
1:Ins:T:5	0.00000021	0.00253602	0.00068256	0.00008696	0.00000017	0.87857837
2:Del:R:0	0.00000000	0.00000000	0.01415769	0.00256580	0.00358977	0.00254921
2:Del:R:1	0.00303474	0.00029885	0.00572564	0.00906762	0.00008023	0.00196473
2:Del:R:2	0.00163787	0.00001225	0.00101918	0.00140056	0.00000000	0.00071881
2:Del:R:3	0.00046118	0.00017256	0.00000001	0.00000000	0.00000001	0.00000004
2:Del:R:4	0.00047593	0.00000000	0.00039629	0.00061985	0.00002746	0.00000007
2:Del:R:5	0.00000074	0.00000001	0.00018193	0.00096751	0.00000005	0.00000021
3:Del:R:0	0.00244576	0.00000000	0.00035281	0.00892304	0.33307737	0.00000003
3:Del:R:1	0.00435438	0.00002706	0.00628782	0.00000000	0.00085889	0.00456126
3:Del:R:2	0.00096322	0.00048091	0.00061858	0.00009853	0.00219055	0.00099496
3:Del:R:3	0.00052586	0.00000001	0.00000002	0.00101932	0.00001497	0.00002376
3:Del:R:4	0.00000023	0.00000023	0.00000029	0.00000016	0.00000041	0.00000043
3:Del:R:5	0.00000023	0.00000023	0.00000029	0.00000016	0.00000041	0.00000043
4:Del:R:0	0.00000000	0.00021389	0.00265245	0.00588470	0.00029822	0.00042530
4:Del:R:1	0.00127744	0.00115804	0.00240431	0.00111171	0.00292567	0.00010484
4:Del:R:2	0.00036075	0.00010681	0.00155519	0.00059720	0.00010581	0.00000001
4:Del:R:3	0.00000013	0.00000012	0.00020715	0.00000009	0.00000022	0.00000068
4:Del:R:4	0.00000023	0.00000023	0.00000029	0.00000016	0.00000041	0.00000043
4:Del:R:5	0.00000018	0.00020618	0.00000006	0.00000000	0.00000004	0.00031840
5:Del:R:0	0.00161968	0.00000005	0.00038099	0.29819823	0.00176592	0.00000020
5:Del:R:1	0.00243306	0.00002289	0.00140478	0.00000000	0.00009426	0.00000002
5:Del:R:2	0.00006345	0.00020267	0.00059245	0.00196673	0.00014419	0.00000001
5:Del:R:3	0.00000023	0.00000023	0.00000029	0.00000016	0.00000041	0.00000043
5:Del:R:4	0.00000023	0.00000023	0.00000029	0.00000016	0.00000041	0.00000043
5:Del:R:5	0.00000023	0.00000023	0.00000029	0.00000016	0.00000041	0.00000043
2:Ins:R:0	0.00001073	0.00041542	0.00011432	0.00128690	0.00027321	0.00031204
2:Ins:R:1	0.00008258	0.00000000	0.00201930	0.00214530	0.00028810	0.00000009
2:Ins:R:2	0.00080213	0.00000001	0.00026534	0.00028179	0.00000000	0.00000012
