NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	115.968	47.557	36.472	33.771	0.324	0.916	30000.0
2	122.229	50.368	39.526	37.744	0.329	0.91	30000.0
3	115.03	47.745	35.889	34.189	0.32	0.921	30000.0
4	114.603	47.914	35.453	33.873	0.328	0.915	20000.0
5	127.344	52.512	42.437	39.469	0.349	0.897	30000.0
6	121.35	50.391	39.231	37.691	0.333	0.913	20000.0
7	146.559	56.562	56.821	43.837	0.356	0.87	40000.0
8	116.461	47.609	36.01	33.068	0.327	0.918	40000.0
9	114.061	46.809	36.031	33.88	0.313	0.918	20000.0
10	115.324	47.775	36.336	34.301	0.318	0.92	20000.0
