MutationType	ID83A	ID83B
1:Del:C:0	0.011768360272981226	0.05004185773432255
1:Del:C:1	0.00667805532575585	0.027175658941268922
1:Del:C:2	0.003777208470273763	0.01448341547511518
1:Del:C:3	0.0038361388491466642	0.007569399988278746
1:Del:C:4	0.005606867140159011	0.002943764522206038
1:Del:C:5	0.013753869663923978	0.001845265127485618
1:Del:T:0	0.009104664414189756	0.03052182272076607
1:Del:T:1	0.0067613042891025545	0.016639633011072873
1:Del:T:2	0.007819080608896911	0.021703337505459785
1:Del:T:3	0.015262995101511478	0.020508515741676094
1:Del:T:4	0.029336727783083917	0.01479043960571289
1:Del:T:5	0.3157204180955887	0.026277655321609927
1:Ins:C:0	0.0325504888780415	0.01991653935983777
1:Ins:C:1	0.005992662033531815	0.0030926489911507816
1:Ins:C:2	0.002443797513842583	0.001035594177275101
1:Ins:C:3	0.0006692040420603007	0.0002545004631908654
1:Ins:C:4	0.0003916075875167735	0.00014940302174117903
1:Ins:C:5	0.0003163008183037164	0.00012540904445437206
1:Ins:T:0	0.22079745307564735	0.1501908853650093
1:Ins:T:1	0.0910712532699108	0.0643012709915638
1:Ins:T:2	0.02748690783046186	0.017686721682548524
1:Ins:T:3	0.01638947851024568	0.012195628229528665
1:Ins:T:4	0.011089809471741319	0.007041364908218384
1:Ins:T:5	0.015012358827516437	0.009742681169882417
2:Del:R:0	0.003975434880703688	0.01016299924813211
2:Del:R:1	0.0076133912894874815	0.012672575749456882
2:Del:R:2	0.0022735383245162666	0.004294865601696074
2:Del:R:3	0.0020952052203938366	0.000645297288428992
2:Del:R:4	0.001118434325326234	0.0002390059133176692
2:Del:R:5	0.0030049327993765472	0.0036042348016053437
3:Del:R:0	0.0011947260180022567	0.006677362509071827
3:Del:R:1	0.006637149280868471	0.011632204614579677
3:Del:R:2	0.0016078686225228012	0.0023646856425330043
3:Del:R:3	0.0006136112890089862	0.0005710697383619845
3:Del:R:4	0.0008574923951528036	0.002779963263310492
3:Del:R:5	0.0013169893049052917	0.003112680488266051
4:Del:R:0	0.0007964257043568068	0.005886189558077603
4:Del:R:1	0.0037904404220171274	0.007721719471737743
4:Del:R:2	0.0007292830385267734	0.0013726792181842028
4:Del:R:3	0.0006230322323972359	0.001573318860027939
4:Del:R:4	0.0005287666768708732	0.0011963708675466478
4:Del:R:5	0.00035262251913081855	0.000540633310447447
5:Del:R:0	0.007540906965732575	0.0517240303568542
5:Del:R:1	0.001666449214098975	0.005778517806902528
5:Del:R:2	0.0003292074048658833	0.0008803672390058637
5:Del:R:3	0.00013955298381915782	0.00028128874128015014
5:Del:R:4	6.20423097643652e-05	7.188578684722558e-05
5:Del:R:5	9.634226862544892e-05	0.00030346876192197667
2:Ins:R:0	0.01953002894297242	0.01507486728951335
2:Ins:R:1	0.001213337091030553	0.0012551439285743982
2:Ins:R:2	0.0002694071736186743	6.360754792904544e-05
2:Ins:R:3	0.00010188668456976303	8.67215047173353e-06
2:Ins:R:4	8.120078273350373e-05	1.41143438503466e-05
2:Ins:R:5	6.118854288514886e-05	1.4877015681169503e-05
3:Ins:R:0	0.0035716691520065067	0.00591574334539473
3:Ins:R:1	0.00017742256313795223	0.00023345334702753461
3:Ins:R:2	1.4236900017061682e-05	1.6528530686477084e-05
3:Ins:R:3	7.25727121360098e-06	3.982385578527037e-06
3:Ins:R:4	8.42676783463503e-08	1.9014129293282167e-07
3:Ins:R:5	8.426770428116015e-08	1.9014123040506092e-07
4:Ins:R:0	0.003533034084830433	0.006728653982281685
4:Ins:R:1	0.00010412776355224196	0.0003414766146306647
4:Ins:R:2	9.426846466564775e-06	9.705802580084466e-07
4:Ins:R:3	2.4008399420516468e-06	2.7973438715189757e-06
4:Ins:R:4	5.9643286076188625e-06	1.789355552515026e-05
4:Ins:R:5	8.426767932334655e-08	1.9014128440630885e-07
5:Ins:R:0	0.006463005495606922	0.019276871997863054
5:Ins:R:1	5.9414483062014686e-06	0.00021693093331123236
5:Ins:R:2	6.390238266362758e-06	1.1813089444423497e-07
5:Ins:R:3	8.426767932334655e-08	1.9014128440630885e-07
5:Ins:R:4	8.42676783463503e-08	1.9014129293282167e-07
5:Ins:R:5	8.426770428116015e-08	1.9014123040506092e-07
2:Del:M:1	0.006234162882901728	0.011469254735857248
3:Del:M:1	0.0009329698033980094	0.00650945920497179
3:Del:M:2	0.003476019308436662	0.008018288435414434
4:Del:M:1	0.0010839890834176912	0.004876049351878464
4:Del:M:2	0.001815198373515159	0.008269824273884296
4:Del:M:3	0.002635187027044594	0.006783594423905015
5:Del:M:1	0.009297082909324673	0.05612838994711637
5:Del:M:2	0.014260740354599372	0.07384088427643291
5:Del:M:3	0.010680008225921878	0.05701989231893094
5:Del:M:4	0.005648370697579707	0.030336951881389528
5:Del:M:5	0.006177014960849192	0.03123873222793918
