Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	5	0	0	5	0	0	79	24	0	0	39	0	0	14	0	0	0	0	0	0
V2	0	21	2	15	17	55	0	40	8	9	4	81	1	24	22	0	9	0	0	16
V3	40	2	4	7	1	35	43	0	33	0	41	0	3	0	0	13	0	3	7	0
V4	39	54	32	119	38	6	0	0	11	1	0	11	31	0	0	16	11	0	0	0
V5	6	132	125	17	93	0	0	0	0	57	0	0	8	0	0	8	0	0	0	0
V6	3	0	37	1	1	0	82	19	47	0	34	0	0	30	0	0	0	0	1	0
V7	96	0	22	2	6	0	0	0	0	12	0	0	1	0	0	23	0	0	0	22
V8	1	2	2	21	6	23	16	16	12	0	23	10	10	29	82	0	4	0	0	2
V9	1	39	6	22	21	0	11	20	28	16	12	19	10	0	1	0	0	0	9	0
V10	15	13	16	1	16	55	36	48	0	7	7	8	0	0	0	10	0	0	0	0
V11	7	35	18	126	0	0	6	0	0	7	1	3	42	3	0	0	14	4	1	8
V12	13	13	1	43	0	73	5	2	21	0	4	14	18	0	26	0	1	0	5	18
V13	43	97	72	55	2	0	13	0	0	51	0	116	41	0	155	0	8	2	0	0
V14	24	0	89	1	0	15	24	30	0	0	0	12	0	9	0	14	0	0	3	0
V15	4	4	0	0	0	17	0	0	0	0	0	39	0	10	66	0	0	1	0	0
V16	0	3	0	37	7	0	0	0	14	0	0	3	19	2	0	0	16	0	0	0
V17	0	2	56	13	0	0	6	2	18	2	0	13	0	14	0	0	0	0	3	0
V18	19	9	7	41	0	0	64	0	47	0	31	0	11	21	0	0	6	1	1	0
V19	12	1	40	1	5	0	0	0	0	3	0	0	1	1	0	0	0	1	0	1
V20	115	50	3	2	13	10	0	0	2	21	0	3	0	0	18	0	0	3	0	0
V21	18	24	1	6	11	72	0	1	0	16	0	14	5	7	25	0	5	1	6	0
V22	2	419	5	2	167	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
V23	0	152	4	104	56	0	0	0	19	51	0	0	32	0	0	0	1	0	1	0
V24	2	16	0	0	0	12	0	5	1	12	0	5	0	3	0	0	0	0	1	0
V25	0	0	1	13	1	56	0	23	25	0	46	0	3	16	0	8	0	0	0	5
V26	5	186	0	22	153	0	0	0	0	102	0	16	14	0	0	0	1	0	0	0
V27	9	0	9	0	0	63	0	6	13	1	0	33	0	24	0	25	2	0	9	0
V28	85	49	12	23	29	0	12	0	8	28	0	0	7	15	0	0	0	8	0	0
V29	88	58	19	2	14	0	0	7	3	24	8	0	3	9	0	0	0	6	6	0
