Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	60	138	3	99	48	0	68	0	0	2	21	0	0	0	0	6	1	19	0
V2	66	31	33	65	0	203	8	93	0	0	6	82	0	0	0	0	0	0	0
V3	410	46	0	81	23	0	35	0	26	2	0	0	14	0	0	185	0	6	13
V4	3	10	0	0	13	79	7	42	7	0	5	28	10	5	0	0	1	0	0
V5	60	0	17	5	2	21	5	0	7	0	19	0	3	0	41	0	11	0	0
V6	67	0	172	7	139	16	187	0	0	0	3	0	54	0	0	0	11	22	0
V7	0	0	16	0	27	6	31	19	0	0	15	0	5	0	0	0	1	0	0
V8	230	0	33	0	4	14	0	15	0	0	25	3	0	0	96	23	5	13	0
V9	23	20	0	32	76	0	34	0	0	4	0	0	8	0	0	0	0	0	0
V10	0	5	0	3	0	75	0	53	11	14	25	0	0	0	0	0	5	10	0
V11	57	4	0	10	37	8	29	19	0	0	59	0	0	0	0	0	0	0	0
V12	19	302	15	81	1	0	0	11	0	0	0	0	0	0	3	0	2	1	3
V13	290	69	0	37	0	0	0	6	64	66	11	0	0	6	46	30	5	0	43
V14	181	45	5	41	46	0	6	0	0	0	0	0	3	0	0	0	0	3	0
V15	37	0	109	7	0	70	0	48	5	0	53	0	0	2	6	0	0	33	0
V16	122	0	3	37	0	0	0	0	33	11	0	0	0	0	43	0	0	2	9
V17	5	0	50	1	0	0	22	1	90	56	0	9	6	39	0	0	6	0	0
V18	3	0	34	0	7	36	13	19	6	9	0	0	0	1	0	0	0	8	1
V19	3	0	111	5	23	0	0	2	111	115	27	64	0	43	0	0	6	2	0
V20	10	19	10	34	32	0	15	0	0	1	0	0	10	14	0	0	1	0	0
V21	0	394	25	271	73	35	67	46	33	23	26	0	0	31	0	0	0	0	0
V22	28	65	15	62	16	20	6	0	0	14	11	0	0	12	0	0	3	0	0
V23	0	0	0	0	3	0	15	1	1	2	3	0	0	0	1	4	0	1	3
V24	24	0	92	0	15	15	0	1	4	15	0	0	49	77	0	0	0	0	0
V25	7	268	19	281	8	19	7	8	8	0	15	15	0	7	24	114	2	0	0
V26	53	35	41	0	12	25	64	35	9	4	0	3	0	0	0	0	0	18	8
