Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	5	0	2	0	1	5	1	0	0	0	0	6	0	1	0	0	3	3
V2	39	11	120	12	5	31	8	19	17	0	0	0	15	37	0	0	3	42
V3	145	0	25	0	7	21	8	4	25	3	0	0	1	3	10	0	0	0
V4	0	39	22	0	9	3	1	7	0	0	0	0	8	2	11	0	0	13
V5	0	44	8	123	15	0	1	23	0	33	0	52	13	15	56	0	11	7
V6	7	8	86	12	12	3	66	7	78	10	12	0	3	9	7	0	6	0
V7	7	2	1	0	129	1	0	0	0	31	60	104	2	7	0	0	0	0
V8	96	7	31	2	5	29	27	3	2	0	6	2	0	1	0	12	0	2
V9	21	3	1	28	37	25	36	4	21	58	13	24	26	16	0	28	0	0
V10	17	0	143	0	71	13	5	0	1	13	0	82	0	31	6	0	0	0
V11	82	0	53	40	37	4	7	13	0	0	2	6	12	28	10	0	0	0
V12	317	14	50	5	39	0	3	2	0	38	32	0	2	14	0	0	0	0
V13	33	104	42	13	10	10	17	15	6	1	8	0	18	5	0	16	0	0
V14	238	15	15	0	1	8	8	2	2	0	0	0	0	0	7	15	0	5
V15	0	0	1	5	37	9	22	12	10	13	13	3	3	11	2	0	0	5
V16	12	0	215	87	1	83	96	34	21	0	0	1	42	55	0	14	0	13
V17	34	201	65	8	4	16	8	33	7	0	0	5	5	1	10	0	0	56
V18	13	1254	3	0	12	34	53	7	0	6	0	0	3	6	0	0	78	3
V19	3	0	1	4	26	34	34	11	9	25	8	6	5	2	0	0	0	30
V20	0	24	12	4	55	13	71	1	23	12	4	53	2	0	0	23	0	9
V21	29	65	4	1	3	1	16	4	0	7	0	0	0	2	0	0	9	1
V22	15	24	0	21	0	54	14	32	20	0	0	17	20	0	0	29	0	0
V23	0	64	22	22	41	79	22	37	72	52	42	0	9	57	44	0	0	0
V24	127	4	1	18	0	0	5	6	2	0	0	0	13	0	3	6	0	0
V25	21	23	1	0	16	2	5	0	2	4	14	3	0	8	8	4	0	0
V26	67	45	0	11	6	52	0	13	27	0	3	2	7	1	0	15	0	10
V27	5	16	10	34	2	60	40	91	21	0	0	7	24	0	0	0	0	0
V28	16	1	27	6	0	0	1	21	0	0	4	3	1	0	0	0	0	0
V29	5	42	5	80	37	3	1	58	0	11	0	0	26	3	46	0	2	0
V30	65	41	33	28	4	0	0	18	0	0	13	1	11	0	0	1	0	0
V31	180	25	0	61	3	9	4	35	7	0	0	26	66	0	15	12	6	0
V32	26	43	20	88	11	19	22	72	15	0	8	6	11	6	3	0	75	0
V33	12	99	2	22	0	3	6	32	0	10	3	8	49	0	17	0	0	0
V34	29	3	40	3	4	26	7	9	4	10	0	1	14	0	0	0	66	5
V35	52	29	0	88	105	4	0	130	0	31	205	87	20	104	10	0	11	0
V36	0	8	49	8	14	8	1	5	0	2	0	6	1	0	0	6	0	3
V37	72	4	83	8	5	17	43	22	13	4	0	4	25	0	0	17	0	1
V38	212	25	46	43	2	5	6	7	3	7	5	11	8	15	19	0	0	0
V39	142	0	79	8	50	132	44	8	65	47	8	18	5	16	3	56	0	0
V40	43	45	23	46	3	6	2	20	5	3	5	10	23	0	29	0	16	10
V41	14	6	119	0	0	46	21	0	28	11	0	7	1	8	0	0	1	1
V42	34	3	19	17	89	1	0	13	0	53	49	20	10	6	0	0	0	17
V43	29	93	23	2	49	51	4	0	19	16	43	12	2	0	0	46	0	0
V44	29	141	1	5	3	11	13	1	8	4	7	0	0	13	10	31	0	0
V45	14	8	140	15	35	97	109	2	45	8	20	0	0	46	0	0	0	0
V46	1	37	0	1	44	12	5	4	2	28	4	17	0	4	1	0	4	0
V47	7	3	25	4	100	34	12	18	7	26	32	31	0	11	21	0	0	0
V48	12	39	121	79	31	0	0	8	0	23	25	0	55	0	6	9	3	0
V49	0	18	7	3	0	1	0	2	0	0	0	0	5	0	0	0	0	0
V50	38	13	104	40	5	1	1	32	0	27	19	21	25	3	21	0	0	0
V51	48	11	0	6	35	1	1	7	11	22	6	5	4	18	0	0	0	0
V52	12	7	24	28	34	28	31	10	26	21	20	10	12	0	0	0	0	0
V53	0	30	157	0	35	12	4	0	7	29	52	0	0	6	11	12	0	5
V54	6	19	8	1	32	71	4	0	8	21	0	7	0	50	0	0	20	0
V55	23	44	16	101	19	19	2	101	0	15	9	4	75	0	34	0	0	2
V56	250	31	0	230	27	157	82	7	145	7	3	63	79	0	22	0	0	0
V57	21	7	28	51	2	112	82	6	89	0	4	0	21	23	3	35	0	0
V58	0	3	11	21	11	13	6	34	0	39	0	0	29	4	24	0	0	0
V59	46	119	10	0	14	2	4	0	2	8	0	2	1	15	10	4	0	0
V60	152	69	11	67	40	0	0	2	0	18	14	8	0	9	15	0	7	0
V61	63	20	0	32	73	0	0	32	1	29	1	5	17	4	16	0	0	0
V62	53	8	0	60	21	13	44	36	22	0	1	0	25	0	0	0	1	0
V63	96	28	0	0	36	0	1	0	0	9	5	15	0	9	4	0	0	0
V64	55	77	87	0	16	15	6	4	2	7	39	46	0	27	0	0	0	53
V65	25	223	29	77	0	3	11	21	11	0	5	0	4	2	32	0	0	31
V66	2	166	0	5	36	64	6	1	69	96	43	35	0	0	0	0	5	0
V67	27	2	11	0	1	9	1	0	0	0	0	0	1	5	0	0	0	0
V68	3	114	0	0	0	3	4	0	4	0	3	0	0	0	2	0	0	0
V69	2	0	12	1	1	8	3	7	0	0	0	3	4	0	0	0	5	14
V70	37	2	33	1	0	30	45	0	44	0	0	0	0	14	0	0	0	0
V71	0	1	94	0	106	0	0	0	0	20	10	0	0	17	12	0	0	0
V72	7	7	0	17	43	3	1	9	0	27	10	12	6	4	5	0	1	8
V73	19	0	44	5	1	17	27	6	11	0	7	3	0	10	0	0	0	0
V74	16	25	153	18	17	0	0	17	2	12	13	6	5	0	0	12	53	7
V75	1	38	10	1	6	3	5	1	4	7	5	0	4	13	0	0	0	0
V76	137	65	16	0	10	284	162	0	81	0	5	0	0	5	0	0	0	0
V77	58	2	15	0	16	4	0	0	6	4	9	0	0	8	5	7	0	0
V78	40	7	50	8	50	0	0	3	0	44	40	41	7	0	13	0	50	0
V79	0	21	446	24	89	0	0	11	0	18	28	0	6	16	21	0	0	4
V80	25	16	15	0	6	10	25	0	46	0	4	0	0	0	0	0	0	0
V81	0	98	0	46	24	1	1	35	4	19	20	0	9	0	2	0	0	10
V82	62	104	0	2	0	1	0	0	0	0	0	0	0	1	0	6	0	2
V83	24	7	28	0	0	18	2	0	0	1	1	0	0	1	0	15	0	2
V84	16	9	52	7	9	2	0	21	0	0	21	5	0	1	11	0	5	0
V85	0	0	32	10	1	22	5	10	15	0	2	1	2	6	0	0	0	0
V86	329	48	47	0	3	5	1	1	0	0	0	0	0	0	2	3	0	23
V87	51	83	0	0	46	0	0	1	0	33	25	0	0	17	0	2	10	0
V88	39	22	43	131	33	1	1	63	7	17	11	14	93	2	16	5	0	8
V89	10	57	1	52	104	9	3	4	11	42	80	19	22	0	19	0	0	0
V90	2	26	1	4	26	14	25	2	17	28	10	35	1	4	0	0	0	0
V91	36	58	14	0	13	5	4	0	0	7	4	19	2	19	17	0	0	0
V92	3	4	5	71	6	7	8	27	1	5	9	7	39	0	5	0	24	3
V93	78	0	70	0	0	0	2	11	6	0	0	0	0	16	0	5	1	0
V94	41	16	1	1	2	1	2	2	4	0	0	0	3	0	0	9	0	0
V95	0	11	32	0	1	3	15	0	24	4	3	0	0	1	0	19	8	9
V96	29	48	20	0	24	12	7	0	10	2	8	33	0	10	22	0	0	6
V97	0	35	0	13	3	8	0	0	0	0	0	7	2	2	8	1	0	14
V98	14	5	6	142	7	0	1	28	0	7	6	5	18	0	0	18	0	0
V99	129	0	41	0	0	0	0	1	0	0	2	2	0	6	0	0	0	11
V100	66	8	0	21	26	0	1	35	2	0	6	21	2	10	0	1	0	20
