Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	114	0	44	12	0	72	0
V2	79	34	0	48	28	8	3
V3	115	21	21	5	0	15	23
V4	58	32	11	5	4	45	0
V5	17	23	0	67	55	43	0
V6	11	9	58	61	0	1	0
V7	4	108	113	31	11	73	0
V8	116	0	2	3	46	16	0
V9	168	47	186	49	0	0	54
V10	4	5	2	50	8	4	0
V11	7	2	18	19	41	2	0
V12	3	78	0	1	8	14	7
V13	138	14	51	10	0	115	68
V14	77	97	39	159	25	8	0
V15	111	56	35	165	35	29	0
V16	11	0	23	75	26	4	0
V17	7	0	82	150	29	114	1
V18	69	11	80	32	0	5	0
V19	0	67	30	11	0	52	58
V20	72	0	73	14	29	23	23
V21	0	24	276	8	20	35	0
V22	17	2	12	12	3	131	0
V23	43	189	35	10	141	0	82
V24	0	30	13	91	51	0	6
V25	31	247	18	32	64	82	12
V26	73	2	21	73	48	78	0
V27	112	1	259	18	173	0	22
V28	1	54	5	64	4	44	0
V29	24	5	151	21	172	0	24
V30	190	99	0	0	6	13	28
V31	15	12	54	31	0	76	33
V32	19	134	9	6	129	48	0
V33	67	75	35	32	61	84	0
V34	7	101	4	28	5	8	0
V35	113	28	2	133	25	0	76
V36	0	16	8	2	27	37	0
V37	50	12	2	42	2	2	0
V38	1	186	130	8	4	24	14
V39	33	108	43	48	59	0	0
V40	432	5	0	9	10	6	19
V41	7	27	100	5	47	240	2
V42	0	3	4	23	29	303	0
V43	197	0	30	97	0	71	52
V44	109	122	17	37	129	1	0
V45	298	135	67	12	58	0	71
V46	258	0	47	14	5	86	32
V47	38	13	45	18	13	21	16
V48	180	87	37	11	0	93	100
V49	13	0	11	68	0	16	7
V50	26	46	5	13	155	9	0
V51	11	168	3	114	79	3	0
V52	51	0	18	61	164	242	6
V53	88	28	115	178	28	224	51
V54	3	0	0	1	53	84	24
V55	14	56	0	2	27	0	0
V56	12	24	182	50	51	6	10
V57	59	10	3	8	12	31	0
V58	84	305	140	90	217	6	34
V59	0	52	18	1	1	31	0
V60	77	36	40	74	33	0	23
V61	0	72	13	36	5	4	4
V62	53	81	49	0	24	25	41
V63	9	11	36	11	37	15	8
V64	0	250	37	29	101	5	3
V65	4	1	3	0	6	16	0
V66	29	26	9	39	44	0	12
V67	0	16	28	0	22	0	0
V68	358	419	0	20	39	8	31
V69	14	0	4	361	67	15	7
V70	126	116	84	17	117	0	20
V71	137	4	37	7	160	3	134
V72	6	137	122	4	54	0	1
V73	22	0	144	0	0	0	0
V74	0	27	21	197	46	45	0
V75	23	15	0	10	0	30	0
V76	68	0	67	80	9	3	7
V77	148	8	175	12	239	50	30
V78	22	5	114	68	16	0	0
V79	0	8	78	1	0	9	6
V80	201	0	66	11	0	21	29
V81	40	23	1	98	170	0	0
V82	0	171	1	1	0	1	29
V83	80	40	39	81	3	9	19
V84	15	71	1	27	19	101	0
V85	183	257	28	112	7	3	126
V86	24	98	5	1	12	254	0
V87	2	34	19	4	7	15	0
V88	0	40	17	36	16	1	17
V89	310	78	0	39	0	7	0
V90	263	68	53	13	58	67	0
V91	6	50	65	45	7	10	25
V92	36	134	17	7	48	10	0
V93	0	83	13	98	28	0	3
V94	86	140	27	85	139	37	28
V95	32	131	35	170	3	112	59
V96	65	7	68	1	6	72	0
V97	10	64	60	13	135	7	0
V98	102	280	4	4	39	0	166
V99	1	49	113	0	6	8	0
V100	15	49	4	0	1	0	0
