Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V31	3.47E+00	2.20E+00	6.52E+00	1.85E+00	5.73E-01	4.38E+00	8.44E+00
V32	2.40E+00	6.97E+00	1.08E+00	7.81E-01	1.76E+00	4.67E+00	6.46E+00
V33	3.72E+00	7.34E+00	2.24E+00	1.80E+00	2.99E+00	4.25E+00	8.07E+00
V34	9.07E-01	8.29E+00	9.32E-01	1.19E+00	1.13E+00	8.57E-01	8.60E+00
V35	1.01E+01	2.05E+00	2.53E+00	3.48E+00	3.54E+00	8.98E-01	1.13E+01
V36	0.00E+00	1.06E+00	1.19E+00	3.89E-01	1.10E+00	1.41E+00	9.21E-01
V37	3.54E+00	8.46E-01	3.00E-01	1.57E+00	6.11E-01	5.12E-01	2.77E+00
V38	9.45E-01	1.38E+01	1.34E+01	8.27E-01	8.19E-01	2.95E+00	1.89E+01
V39	3.34E+00	4.98E+00	1.09E+00	2.07E+00	5.93E+00	0.00E+00	1.15E+01
V40	2.68E+01	1.67E+00	0.00E+00	1.28E+00	7.52E-01	6.99E-01	2.52E+01
V41	1.29E+00	2.24E+00	9.45E+00	8.20E-01	2.30E+00	1.76E+01	2.16E+01
V42	0.00E+00	6.80E-01	1.05E+00	1.78E+00	1.28E+00	1.20E+01	1.25E+01
V43	1.42E+01	1.29E+00	5.62E+00	2.24E+00	4.58E-01	7.37E+00	1.35E+01
V44	5.24E+00	1.22E+01	2.17E+00	1.51E+00	5.76E+00	2.67E-01	1.16E+01
V45	2.16E+01	3.26E+00	4.29E+00	1.54E+00	2.78E+00	8.06E-01	1.88E+01
V46	1.12E+01	8.79E-01	5.86E+00	1.53E+00	1.10E+00	4.11E+00	1.07E+01
V47	2.44E+00	1.76E+00	4.77E+00	1.13E+00	1.22E+00	2.21E+00	4.85E+00
V48	1.26E+01	1.04E+01	3.97E+00	9.57E-01	9.67E-01	5.03E+00	1.36E+01
V49	3.63E+00	0.00E+00	1.23E+00	9.64E-01	0.00E+00	2.19E+00	3.39E+00
V50	2.23E+00	3.28E+00	6.00E-01	1.13E+00	3.47E+00	9.75E-01	3.18E+00
V51	2.10E+00	4.66E+00	7.06E-01	3.23E+00	4.06E+00	8.72E-01	4.39E+00
V52	5.30E+00	2.60E-01	2.22E+00	2.75E+00	2.98E+00	1.62E+01	1.60E+01
V53	6.90E+00	4.44E+00	1.35E+01	5.34E+00	3.54E+00	5.54E+00	1.33E+01
V54	2.19E+00	7.81E-01	5.97E-01	3.06E-01	1.55E+00	6.90E+00	5.47E+00
V55	1.01E+00	2.00E+00	0.00E+00	3.27E-01	1.75E+00	0.00E+00	1.98E+00
V56	2.69E+00	3.18E+00	1.51E+01	1.72E+00	2.19E+00	8.98E-01	1.70E+01
V57	1.29E+00	7.02E-01	5.59E-01	5.59E-01	8.46E-01	1.98E+00	1.37E+00
V58	5.56E+00	7.82E+00	1.54E+01	2.13E+00	4.78E+00	1.36E+00	1.74E+01
V59	0.00E+00	3.86E+00	2.13E+00	3.94E-01	3.96E-01	3.58E+00	4.79E+00
V60	4.30E+00	4.53E+00	4.32E+00	1.75E+00	1.95E+00	1.63E-01	5.88E+00
V61	3.40E-01	7.23E+00	1.78E+00	9.20E-01	9.31E-01	4.96E-01	6.97E+00
V62	7.71E+00	2.94E+00	4.01E+00	2.91E-01	2.31E+00	3.05E+00	1.10E+01
V63	1.46E+00	1.58E+00	4.10E+00	9.36E-01	1.88E+00	1.73E+00	5.45E+00
V64	8.06E-01	5.39E+00	4.55E+00	1.97E+00	3.84E+00	5.59E-01	5.82E+00
V65	5.59E-01	4.23E-01	6.15E-01	0.00E+00	7.78E-01	1.23E+00	9.91E-01
V66	3.39E+00	3.46E+00	1.17E+00	1.86E+00	1.10E+00	4.90E-01	4.04E+00
V67	1.00E-01	1.06E+00	1.50E+00	0.00E+00	1.36E+00	0.00E+00	0.00E+00
V68	5.11E+00	8.46E+00	1.30E+00	2.30E+00	3.21E+00	1.19E+00	1.04E+01
V69	2.38E+00	0.00E+00	1.09E+00	3.75E+00	3.36E+00	2.07E+00	2.59E+00
V70	9.30E+00	1.34E+01	9.28E+00	1.33E+00	4.24E+00	5.26E-01	1.48E+01
V71	1.18E+01	3.53E+00	3.62E+00	1.06E+00	4.44E+00	2.09E+00	1.15E+01
V72	7.72E-01	6.50E+00	1.29E+01	7.34E-01	2.97E+00	0.00E+00	1.47E+01
V73	2.88E+00	0.00E+00	2.32E+00	0.00E+00	0.00E+00	0.00E+00	2.65E+00
V74	3.40E-01	3.18E+00	2.55E+00	3.85E+00	2.37E+00	4.64E+00	6.46E+00
V75	2.56E+00	1.67E+00	0.00E+00	1.12E+00	0.00E+00	1.73E+00	2.60E+00
V76	4.85E+00	0.00E+00	3.28E+00	2.43E+00	1.33E+00	9.60E-01	4.76E+00
V77	8.44E+00	2.24E+00	7.74E+00	1.89E+00	5.89E+00	2.28E+00	1.10E+01
V78	2.01E+00	9.43E-01	4.38E+00	1.93E+00	1.58E+00	0.00E+00	4.30E+00
V79	9.21E-01	1.04E+00	2.31E+00	2.49E-01	0.00E+00	1.09E+00	1.52E+00
V80	1.25E+01	5.78E-01	2.96E+00	1.10E+00	5.33E-01	2.61E+00	1.37E+01
V81	1.53E+00	1.76E+00	4.07E-01	2.76E+00	3.32E+00	0.00E+00	1.25E+00
V82	1.63E+00	1.20E+01	1.26E+00	2.49E-01	0.00E+00	6.11E-01	1.35E+01
V83	3.65E+00	5.34E+00	5.13E+00	2.61E+00	8.30E-01	1.90E+00	6.79E+00
V84	8.72E-01	9.79E+00	1.00E-01	1.76E+00	2.07E+00	2.57E+00	9.88E+00
V85	5.01E+00	1.71E+01	3.57E+00	3.15E+00	1.24E+00	1.59E+00	1.80E+01
V86	2.40E+00	1.02E+01	9.55E-01	1.67E-01	1.75E+00	5.67E+00	9.95E+00
V87	7.15E-01	1.19E+00	2.20E+00	6.67E-01	8.79E-01	1.66E+00	2.58E+00
V88	7.90E-01	4.94E+00	2.13E+00	1.75E+00	1.56E+00	4.52E-01	5.13E+00
V89	5.64E+00	3.89E+00	3.00E-01	2.36E+00	0.00E+00	9.78E-01	6.78E+00
V90	8.16E+00	2.90E+00	3.69E+00	1.59E+00	3.46E+00	2.19E+00	7.10E+00
V91	1.31E+00	6.64E+00	2.50E+00	1.92E+00	9.64E-01	1.24E+00	6.68E+00
V92	5.28E+00	5.40E+00	2.34E+00	1.02E+00	2.57E+00	1.24E+00	6.45E+00
V93	0.00E+00	7.10E+00	1.85E+00	2.17E+00	2.38E+00	0.00E+00	5.49E+00
V94	3.92E+00	2.96E+00	8.49E-01	2.39E+00	2.42E+00	1.84E+00	4.98E+00
V95	4.89E+00	1.52E+01	2.60E+00	2.58E+00	1.12E+00	3.04E+00	1.48E+01
V96	2.32E+00	7.81E-01	6.78E+00	3.33E-01	7.67E-01	4.87E+00	6.60E+00
V97	1.64E+00	3.01E+00	6.14E+00	8.49E-01	2.35E+00	7.72E-01	6.40E+00
V98	1.07E+01	3.33E+01	4.41E+00	8.84E-01	4.52E+00	2.08E+00	3.20E+01
V99	3.35E-01	3.50E+00	1.17E+01	0.00E+00	6.18E-01	1.18E+00	1.31E+01
V100	1.43E+00	3.06E+00	7.19E-01	0.00E+00	3.14E-01	0.00E+00	2.09E+00
