Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V77	2.03E+00	1.95E+00	2.24E+00	7.42E+00	5.49E+00
V78	3.80E+00	1.10E+00	5.78E-01	3.91E+00	1.63E+00
V79	2.56E+00	3.67E-01	2.34E+00	3.48E-01	0.00E+00
V80	1.78E+00	4.73E-01	1.97E+00	8.19E+00	7.80E+00
V81	0.00E+00	3.14E-01	5.43E-01	2.00E+00	1.67E+00
V82	4.25E+00	4.16E-01	2.27E+00	1.65E+01	1.80E+01
V83	3.85E+00	1.38E+00	8.14E-01	4.02E+00	6.07E+00
V84	3.74E+00	3.59E+00	2.50E+00	2.22E+00	1.30E+00
V85	7.12E+00	1.67E+00	3.34E+00	5.76E+00	7.90E+00
V86	3.31E+00	1.35E+00	7.57E-01	5.59E-01	2.48E+00
V87	2.78E+00	3.07E+00	7.12E-01	9.38E+00	8.66E+00
V88	3.80E+00	3.67E-01	3.28E+00	2.30E+00	1.55E+00
V89	9.32E-01	3.65E-01	0.00E+00	2.72E+01	2.66E+01
V90	1.86E+00	3.07E+00	6.19E-01	1.53E+00	2.73E+00
V91	2.19E+01	2.13E+00	2.69E+00	2.33E+01	2.45E+00
V92	2.47E+01	1.43E+00	3.51E+00	1.85E+01	6.84E+00
V93	1.36E+00	7.86E-01	7.42E-01	9.19E+00	8.31E+00
V94	3.11E+00	2.67E-01	0.00E+00	9.40E+00	1.06E+01
V95	1.82E+00	2.34E+00	3.54E+00	4.93E+00	6.67E+00
V96	1.55E+01	2.01E+00	8.00E+00	8.15E+00	3.14E+00
V97	4.89E+00	2.07E+00	1.34E+00	1.97E+01	1.93E+01
V98	2.85E+01	7.22E-01	1.96E+00	2.71E+01	3.08E+00
V99	1.87E+00	1.45E+00	1.91E+00	1.00E+00	1.10E+00
V100	6.93E+00	9.94E-01	2.43E+00	5.91E+00	1.98E+00
