Samples	ID83A	ID83B	ID83C	ID83D
V1	1.91E+00	3.81E+00	7.83E+00	7.47E+00
V2	4.27E+00	1.88E+00	1.61E+00	3.53E+00
V3	9.08E+00	1.44E+01	1.04E+01	5.98E+00
V4	8.68E+00	1.01E+01	6.50E+00	2.50E+00
V5	3.42E+00	3.70E+00	4.29E+00	2.36E+00
V6	4.18E+00	4.99E+00	3.78E+00	7.86E-01
V7	4.52E+00	3.29E+00	7.20E+00	4.29E+00
V8	1.64E+01	1.52E+01	1.62E+01	5.99E+00
V9	1.98E+01	1.21E+01	5.54E+00	1.50E+01
V10	2.94E+01	3.46E+00	3.53E+01	2.63E+01
V11	2.55E+00	2.10E+00	2.68E+00	3.13E+00
V12	2.00E-01	2.99E+00	1.48E+01	1.32E+01
V13	1.66E+01	7.46E-01	0.00E+00	1.66E+01
V14	3.46E+01	3.67E+01	5.03E+01	3.52E+01
V15	2.78E+00	2.77E+00	4.25E+00	1.68E+00
V16	3.20E+00	2.21E+00	3.07E+00	3.67E-01
V17	1.07E+01	1.36E+01	2.07E+01	1.82E+01
V18	5.00E+00	1.08E+01	2.15E+01	1.87E+01
V19	1.39E+01	2.55E+00	2.18E+00	1.32E+01
V20	3.14E+01	4.78E+01	3.66E+01	2.99E+01
V21	1.45E+01	1.83E+01	1.10E+01	2.45E+00
V22	1.63E+01	2.81E+01	2.56E+01	1.68E+01
V23	3.60E+01	4.57E+01	3.02E+01	3.95E+00
V24	4.52E+00	6.53E+00	9.20E+00	7.56E+00
V25	8.40E+00	2.86E+00	1.00E+01	8.29E+00
V26	1.31E+01	1.35E+01	1.57E+01	1.03E+01
V27	2.50E+01	3.31E+01	3.67E+01	2.79E+01
V28	4.46E+01	6.05E+01	4.48E+01	0.00E+00
V29	5.74E+00	4.40E+00	8.55E+00	5.65E+00
V30	1.54E+01	1.72E+00	6.99E-01	1.57E+01
V31	2.16E+00	1.65E+00	1.66E+01	1.55E+01
V32	3.38E+01	4.26E+01	2.67E+01	1.28E+01
V33	5.54E+00	8.40E+00	8.36E+00	5.32E+00
V34	7.04E+00	6.40E-01	1.62E+00	7.55E+00
V35	3.55E+00	4.90E+00	5.75E+00	4.69E+00
V36	1.46E+01	1.99E+01	2.77E+01	2.57E+01
V37	5.09E+00	6.37E+00	3.42E+00	1.48E+00
V38	1.91E+01	1.92E+00	2.76E+00	1.85E+01
V39	1.99E+01	2.13E+01	3.18E+01	2.52E+01
V40	1.76E+01	2.58E+00	3.54E+00	1.97E+01
V41	1.84E+01	1.95E+01	1.70E+01	5.33E+00
V42	2.83E+00	1.03E+00	3.86E+00	3.14E+00
V43	2.83E+00	3.17E+00	3.34E+00	2.50E+00
V44	1.43E+01	1.35E+01	1.62E+01	2.03E+01
V45	7.33E+00	6.65E+00	3.94E+00	3.94E+00
V46	1.90E+00	2.16E+00	1.17E+00	4.01E-01
V47	6.83E+00	8.98E+00	1.03E+01	8.41E+00
V48	1.11E+01	1.26E+01	9.29E+00	1.91E+00
V49	2.74E+01	2.86E+01	2.63E+01	8.82E+00
V50	1.08E+01	3.39E+00	8.79E+00	2.93E+00
V51	1.48E+01	1.94E+01	1.41E+01	5.23E+00
V52	1.76E+01	8.73E+00	5.90E+00	1.50E+01
V53	4.32E+01	5.52E+01	4.15E+01	1.68E+00
V54	1.98E+01	2.10E+01	1.78E+01	6.01E+00
V55	1.18E+01	1.73E+00	1.01E+00	1.08E+01
V56	5.32E+00	6.12E+00	3.43E+00	1.72E+00
V57	1.61E+01	2.26E+01	2.47E+01	1.77E+01
V58	1.68E+01	1.96E+01	1.10E+01	5.86E+00
V59	8.18E+00	2.92E+00	8.00E-01	8.12E+00
V60	6.15E+00	1.02E+01	1.11E+01	3.06E-01
V61	1.36E+01	1.59E+00	2.44E+00	1.45E+01
V62	1.04E+01	1.15E+01	1.34E+01	1.23E+01
V63	1.81E+01	2.64E+01	3.09E+01	2.37E+01
V64	1.90E+00	2.15E+00	1.51E+00	1.77E+00
V65	3.84E+00	5.13E+00	4.99E+00	3.09E+00
V66	7.42E+00	7.60E+00	6.54E+00	5.23E+00
V67	2.88E+00	7.09E+00	7.70E+00	5.67E+00
V68	2.63E+01	3.26E+01	2.07E+01	5.55E+00
V69	4.19E+00	6.13E+00	5.33E+00	3.35E-01
V70	2.02E+01	4.43E+00	3.71E+00	1.96E+01
V71	1.09E+00	6.67E-01	7.02E-01	1.27E+00
V72	2.18E+00	1.03E+00	2.39E+00	2.59E+00
V73	1.46E+01	4.93E+00	2.13E+01	1.24E+01
V74	2.63E+00	2.26E+00	3.01E+00	3.29E+00
V75	5.91E+00	5.18E+00	4.15E+00	6.15E+00
V76	5.62E+01	7.68E+01	5.25E+01	9.31E-01
V77	7.53E+00	1.18E+01	1.30E+01	1.00E+01
V78	1.35E+00	2.46E+00	2.51E+00	2.32E+00
V79	2.46E+00	3.56E+00	2.92E+00	1.33E+00
V80	4.25E+00	5.10E+00	5.13E+00	4.73E+00
V81	9.95E+00	9.26E+00	1.10E+01	2.25E+00
V82	1.88E+01	2.84E+01	2.53E+01	2.29E+01
V83	1.97E+00	5.17E-01	1.92E+00	1.29E+00
V84	7.44E+00	1.05E+01	8.36E+00	5.78E+00
V85	3.53E+00	0.00E+00	1.51E+00	3.08E+00
V86	2.43E+01	3.16E+01	2.35E+01	2.69E-01
V87	1.53E+01	2.07E+01	2.59E+01	2.09E+01
V88	5.67E+00	5.61E+00	7.80E+00	2.11E+00
V89	1.13E+01	1.63E+01	1.86E+01	1.27E+01
V90	1.36E+01	1.63E+01	1.23E+01	2.14E+00
V91	4.36E+00	3.41E+00	4.03E+00	2.81E+00
V92	2.98E+00	2.77E+00	0.00E+00	3.13E+00
V93	2.47E+01	3.11E+00	8.03E-01	2.42E+01
V94	5.07E+00	2.38E+00	5.05E+00	3.66E+00
V95	2.09E+01	2.60E+01	1.72E+01	1.91E+00
V96	1.30E+01	1.23E+01	1.08E+01	4.08E+00
V97	5.92E+00	9.75E-01	2.38E+00	7.58E+00
V98	1.13E+00	6.70E-01	1.21E+00	1.61E+00
V99	4.43E+00	7.15E+00	8.28E+00	5.83E+00
V100	2.97E+00	1.28E+00	2.04E+00	2.39E+00
