Samples	ID83A	ID83B	ID83C	ID83D
V1	36	10	2	69
V2	19	4	0	233
V3	214	0	186	115
V4	67	67	0	51
V5	18	21	65	30
V6	0	48	0	3
V7	17	0	388	22
V8	14	233	2	68
V9	93	113	0	39
V10	0	428	74	47
V11	85	10	1	8
V12	0	0	370	126
V13	77	0	0	148
V14	110	276	263	81
V15	103	0	68	0
V16	28	3	122	0
V17	0	100	0	188
V18	0	0	309	155
V19	142	1	17	26
V20	360	102	55	130
V21	32	155	0	28
V22	89	37	130	326
V23	53	353	0	29
V24	19	49	21	24
V25	47	116	8	45
V26	76	57	76	373
V27	164	132	92	129
V28	0	463	124	0
V29	0	55	20	40
V30	115	27	0	272
V31	12	19	8	181
V32	124	343	0	101
V33	16	12	72	26
V34	68	0	62	9
V35	13	0	278	34
V36	237	97	27	74
V37	8	45	6	20
V38	97	0	23	272
V39	51	194	113	61
V40	386	0	54	38
V41	0	217	0	76
V42	113	0	107	65
V43	76	38	2	10
V44	208	60	14	116
V45	88	51	3	25
V46	34	16	0	0
V47	36	21	77	109
V48	95	109	111	6
V49	0	312	16	149
V50	204	72	97	0
V51	148	138	133	26
V52	501	21	36	0
V53	15	493	36	0
V54	32	246	9	25
V55	131	8	4	26
V56	51	42	4	1
V57	90	39	243	109
V58	123	146	0	17
V59	234	0	0	151
V60	3	0	514	0
V61	107	0	26	25
V62	83	43	100	112
V63	53	97	130	64
V64	54	0	19	4
V65	99	0	217	25
V66	23	90	17	212
V67	73	20	11	5
V68	317	239	15	65
V69	78	66	48	0
V70	146	14	127	27
V71	3	0	6	35
V72	95	26	11	17
V73	55	212	119	117
V74	27	12	24	126
V75	112	39	0	156
V76	11	595	194	0
V77	10	54	31	10
V78	4	1	28	24
V79	44	22	3	26
V80	75	23	81	146
V81	401	7	164	0
V82	143	44	184	213
V83	26	0	39	29
V84	115	11	170	0
V85	232	0	5	11
V86	16	257	18	0
V87	63	116	50	62
V88	14	0	184	2
V89	13	60	118	12
V90	7	129	191	9
V91	123	16	44	0
V92	0	0	0	453
V93	196	23	0	96
V94	32	57	1	143
V95	251	215	0	0
V96	8	174	43	4
V97	34	0	119	9
V98	2	0	15	51
V99	18	27	15	23
V100	23	0	81	9
