NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.738	15.435	11.002	8.414	0.079	0.995	90000.0
2	41.13	13.334	9.496	7.221	0.073	0.996	30000.0
3	43.01	13.893	9.775	7.331	0.075	0.996	60000.0
4	42.388	14.003	9.589	7.282	0.078	0.996	50000.0
5	41.438	13.54	9.206	6.977	0.075	0.996	70000.0
6	44.338	14.506	10.335	7.839	0.077	0.995	50000.0
7	43.687	14.369	9.779	7.497	0.077	0.996	70000.0
8	44.362	14.437	10.067	7.526	0.078	0.996	50000.0
9	43.557	14.137	10.152	7.583	0.076	0.996	50000.0
10	43.721	14.16	9.864	7.346	0.074	0.996	40000.0
