Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	22	26	81	154	6	25	7	0	4	1	15	0	0	19	1	0
V2	32	86	87	5	345	61	139	41	15	15	8	0	31	0	23	0
V3	30	10	3	31	22	1	93	24	16	27	8	0	17	0	0	0
V4	22	26	56	15	9	38	15	3	18	0	3	0	0	0	6	0
V5	28	27	8	21	47	6	82	31	22	1	62	28	0	0	0	5
V6	1	55	51	35	5	28	1	8	18	20	0	2	1	31	9	0
V7	22	303	21	10	17	14	13	0	187	0	0	0	0	0	0	0
V8	0	10	22	22	0	2	0	37	15	0	37	2	9	0	0	0
V9	7	46	206	109	2	95	14	17	18	26	0	62	0	0	7	0
V10	0	140	0	1	46	0	51	7	138	0	3	0	0	0	83	0
V11	0	8	63	56	0	37	0	0	14	0	0	33	0	0	0	5
V12	271	41	3	2	19	0	84	26	0	31	1	0	31	30	0	0
V13	16	93	2	0	0	42	0	49	31	20	30	13	0	29	10	0
V14	0	0	27	63	19	45	12	86	0	33	1	61	0	30	0	0
V15	67	475	0	2	9	0	4	1	22	0	0	0	11	0	0	8
V16	21	68	13	0	0	28	0	10	13	20	10	5	0	5	8	0
V17	10	55	4	6	6	3	34	2	9	2	5	0	3	1	0	0
V18	22	24	1	35	0	1	0	0	2	0	0	5	8	0	0	0
V19	10	2	18	12	14	16	10	56	4	2	30	6	0	18	0	0
V20	7	33	54	0	0	28	0	7	14	3	0	0	0	0	0	0
V21	5	38	10	7	32	6	14	3	27	0	0	0	0	0	46	0
V22	28	3	0	23	14	0	27	73	1	24	18	0	0	35	2	0
V23	37	0	137	67	17	44	3	40	7	16	15	0	19	6	0	18
V24	190	0	44	117	2	19	1	1	0	1	1	0	3	8	0	0
V25	1	36	30	9	1	3	2	0	12	0	2	0	0	1	0	2
V26	0	5	82	0	0	19	0	15	6	85	45	2	0	30	0	0
V27	80	138	9	17	0	19	0	4	156	0	0	3	12	0	18	0
V28	520	3	7	0	0	1	0	0	2	0	1	0	0	0	0	8
V29	13	56	83	47	0	36	0	37	77	30	25	25	0	0	18	0
V30	5	17	4	5	0	0	0	2	23	3	2	0	0	2	0	0
V31	0	0	87	74	0	51	0	22	0	7	4	28	0	24	0	0
V32	0	27	47	1	1	37	2	0	6	0	3	0	0	3	0	0
V33	0	4	0	28	0	19	0	37	0	6	3	21	0	15	2	0
V34	160	1	112	25	55	34	48	16	0	6	0	29	0	0	0	8
V35	21	3	11	100	11	11	25	10	0	10	12	0	0	24	0	4
V36	17	0	290	48	10	43	6	10	0	12	7	15	13	0	0	0
V37	4	13	5	2	14	5	92	1	7	0	1	0	0	0	0	0
V38	15	16	51	0	10	14	0	4	29	0	0	0	0	0	13	0
V39	2	43	18	14	0	31	3	17	41	7	5	0	0	0	0	16
V40	12	23	38	55	0	10	0	18	0	2	4	13	15	0	5	6
V41	0	65	6	6	24	0	46	76	41	64	0	13	0	0	20	0
V42	39	6	0	52	1	0	0	21	9	5	4	0	0	0	4	1
V43	0	280	0	7	5	0	26	48	37	34	32	0	0	9	0	24
V44	5	4	46	0	15	40	1	28	1	12	28	1	0	0	0	0
V45	0	17	28	35	0	47	1	0	7	0	0	17	0	8	0	0
V46	9	56	0	89	28	2	23	8	0	0	8	34	27	0	41	2
V47	15	83	2	0	28	4	6	0	59	4	17	0	0	0	10	5
V48	4	2	80	56	15	20	19	2	0	0	13	5	0	2	1	0
V49	66	428	1	4	0	0	0	12	40	17	12	0	0	0	53	0
V50	4	86	38	38	0	22	0	4	29	1	9	0	0	6	5	0
V51	19	4	28	10	6	12	12	69	2	39	7	0	0	0	6	2
V52	131	13	73	6	0	62	0	6	18	0	0	0	0	0	0	17
V53	0	0	94	56	187	81	103	47	4	0	45	0	26	0	0	0
V54	90	8	0	104	0	0	0	2	2	0	11	66	0	20	0	0
V55	5	48	36	5	10	29	0	2	6	0	1	0	0	0	15	0
V56	133	1	14	12	0	4	0	20	0	37	6	83	0	10	0	0
V57	54	9	1	64	2	0	0	12	13	0	0	6	7	0	1	15
V58	64	190	22	21	1	15	0	36	70	0	47	23	27	0	0	0
V59	0	1	72	26	38	58	24	29	0	47	8	0	10	25	0	6
V60	53	60	4	14	131	1	20	2	16	26	17	0	29	0	1	0
V61	0	11	50	153	3	110	2	2	2	0	0	25	0	0	13	0
V62	83	90	19	50	4	37	0	9	10	4	7	29	14	0	30	13
V63	15	15	17	0	0	28	0	11	0	2	13	0	2	10	0	0
V64	94	48	19	0	0	17	0	41	15	0	26	0	0	10	0	0
V65	398	33	46	3	47	21	65	18	0	19	0	0	71	18	9	0
V66	79	34	35	0	13	10	19	17	7	0	3	0	12	13	5	1
V67	2	7	22	1	87	23	55	20	0	23	17	0	41	1	0	0
V68	0	24	8	15	3	3	0	2	8	0	11	0	0	0	0	11
V69	20	29	1	0	13	0	54	30	0	17	7	0	0	0	16	0
V70	97	2	8	0	0	0	0	1	0	0	2	7	16	3	0	0
V71	0	1	2	22	4	0	5	4	0	0	0	10	0	3	3	0
V72	6	3	0	160	13	2	7	26	7	18	4	70	10	11	10	0
V73	0	0	3	103	0	2	8	73	0	16	34	12	0	20	2	0
V74	32	98	24	43	1	15	1	4	1	9	0	0	42	15	12	5
V75	5	33	95	10	1	26	7	8	4	2	0	0	8	4	0	0
V76	11	12	1	4	0	0	0	14	1	15	12	4	0	0	0	0
V77	0	33	1	9	70	0	140	39	27	17	0	5	0	0	7	0
V78	26	111	9	27	31	6	11	7	17	27	0	0	23	26	0	0
V79	139	5	1	66	0	0	0	4	2	0	4	41	0	0	0	0
V80	14	130	104	61	0	69	0	2	24	20	0	0	18	0	2	7
V81	0	97	31	10	45	12	5	3	30	4	0	10	0	0	36	2
V82	34	4	1	7	3	0	0	4	1	0	0	12	0	0	0	6
V83	0	44	0	127	60	0	7	12	65	11	2	3	0	20	0	16
V84	18	0	19	6	0	15	0	2	0	6	0	0	3	0	0	5
V85	8	9	0	92	0	2	0	4	0	0	3	0	0	0	0	0
V86	49	48	20	57	8	6	16	7	37	5	1	0	0	0	3	8
V87	559	4	24	0	15	28	17	13	0	23	16	2	50	12	0	13
V88	10	12	18	13	14	8	12	1	4	0	17	0	0	0	0	0
V89	0	19	2	5	74	0	102	3	29	4	7	0	17	0	0	0
V90	41	78	126	0	33	46	21	10	25	0	10	5	109	0	0	21
V91	5	38	21	7	5	14	5	5	1	0	11	0	0	0	0	1
V92	17	15	8	0	11	7	4	94	0	96	20	19	0	50	0	0
V93	282	4	0	15	0	0	0	5	0	31	0	5	9	18	0	11
V94	14	17	42	131	0	34	2	5	0	0	20	7	24	0	0	0
V95	1	0	12	116	0	5	3	2	0	4	0	0	0	0	1	1
V96	189	13	40	5	30	48	94	15	51	23	1	0	9	0	0	0
V97	36	5	14	0	23	0	8	26	0	41	23	24	0	10	10	11
V98	0	20	11	3	28	3	75	58	20	11	0	0	18	12	0	9
V99	15	13	259	5	28	20	26	41	1	32	12	0	0	0	31	18
V100	17	0	0	3	14	1	11	1	5	4	1	0	0	0	0	0
