NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.867	18.133	9.937	10.831	0.101	0.992	40000.0
2	47.853	20.004	11.584	12.599	0.108	0.989	60000.0
3	48.855	20.346	12.047	13.021	0.112	0.989	50000.0
4	46.076	19.861	10.652	12.255	0.114	0.989	40000.0
5	46.075	19.267	11.302	12.417	0.107	0.989	50000.0
6	41.606	17.109	9.228	9.94	0.102	0.993	30000.0
7	48.85	19.993	11.774	12.762	0.109	0.988	50000.0
8	43.908	18.143	10.118	10.866	0.104	0.992	80000.0
9	46.855	19.404	11.231	12.149	0.107	0.989	40000.0
10	48.543	20.348	11.345	12.507	0.116	0.989	50000.0
