NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.926	25.257	15.678	16.174	0.158	0.981	30000.0
2	65.947	26.434	17.304	17.27	0.148	0.979	20000.0
3	64.966	26.476	16.904	17.077	0.155	0.979	30000.0
4	65.646	26.681	17.202	17.073	0.15	0.98	40000.0
5	63.234	25.837	16.542	16.321	0.15	0.981	20000.0
6	63.907	26.244	16.674	17.158	0.152	0.977	40000.0
7	68.349	27.925	18.445	18.759	0.161	0.975	50000.0
8	63.748	26.11	16.576	16.839	0.161	0.98	50000.0
9	65.293	26.972	17.294	17.603	0.152	0.978	30000.0
10	62.377	25.985	16.394	16.85	0.156	0.979	60000.0
