NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.662	18.088	9.902	10.515	0.113	0.989	30000.0
2	44.071	19.022	10.233	10.591	0.116	0.991	40000.0
3	42.485	18.436	9.824	10.244	0.114	0.992	50000.0
4	41.467	17.946	9.729	10.096	0.112	0.992	30000.0
5	43.023	18.462	10.029	10.221	0.113	0.993	40000.0
6	44.497	19.23	10.67	10.998	0.113	0.991	40000.0
7	43.447	18.907	10.253	10.685	0.116	0.991	50000.0
8	46.536	20.17	11.329	11.58	0.12	0.99	30000.0
9	44.421	19.667	10.503	11.083	0.118	0.99	50000.0
10	41.692	18.289	9.762	10.257	0.11	0.992	60000.0
