Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	16	28	22	192	0	3	4	0	4	0
V2	6	1	9	0	13	6	11	13	0	11
V3	6	0	6	2	61	10	13	6	6	24
V4	49	6	37	11	16	230	0	20	0	0
V5	0	155	38	1	90	3	0	50	0	12
V6	19	0	34	115	10	0	33	0	22	0
V7	100	2	0	199	0	17	123	5	19	0
V8	126	0	9	18	17	0	5	9	0	12
V9	27	63	2	0	33	22	45	0	0	33
V10	0	71	159	379	122	38	0	0	0	119
V11	169	21	1	11	0	8	24	7	7	0
V12	164	15	73	0	15	24	13	17	8	37
V13	89	17	0	6	4	4	21	2	0	2
V14	7	30	2	0	18	8	20	44	6	0
V15	2	74	30	23	0	1	0	0	0	0
V16	0	20	0	9	1	95	56	9	0	11
V17	0	9	139	14	8	3	0	0	0	3
V18	25	0	28	13	26	1	5	6	11	69
V19	110	0	2	0	62	0	0	13	13	0
V20	167	33	34	0	27	42	34	61	30	2
V21	4	37	32	23	49	25	8	36	20	4
V22	2	326	28	0	42	40	86	36	0	0
V23	4	138	48	100	55	57	31	14	14	0
V24	0	66	0	1	62	174	96	19	4	5
V25	9	5	0	2	18	125	73	16	0	0
V26	0	75	13	7	3	13	0	8	36	26
V27	2	11	87	32	8	131	46	0	0	34
V28	21	0	26	92	18	0	58	20	40	0
V29	142	0	0	1	0	0	0	3	0	1
V30	95	5	7	27	6	0	6	13	2	0
V31	12	0	13	0	37	6	0	50	26	8
V32	15	14	53	10	9	12	0	0	14	17
V33	24	1	23	1	0	12	24	1	0	0
V34	0	117	58	94	22	0	14	32	55	0
V35	143	10	3	111	1	3	52	1	5	0
V36	94	32	0	3	49	182	114	95	0	0
V37	35	97	42	8	25	13	1	58	0	0
V38	53	0	10	70	18	0	23	0	16	0
V39	0	30	69	27	20	26	30	49	14	0
V40	423	14	16	73	15	44	51	62	20	1
V41	5	2	0	0	18	12	21	26	13	1
V42	125	37	168	26	0	0	0	0	10	94
V43	14	33	3	0	63	260	137	47	0	0
V44	12	98	19	5	15	10	13	8	0	1
V45	53	26	0	18	10	100	163	0	0	28
V46	0	6	0	212	175	0	0	110	0	1
V47	108	2	13	33	0	0	2	0	1	0
V48	4	3	0	0	68	31	21	87	0	4
V49	33	14	36	20	0	18	12	0	0	47
V50	12	60	179	0	258	9	7	34	5	0
V51	0	253	5	122	18	5	0	0	0	5
V52	2	132	53	7	6	3	0	4	7	0
V53	0	53	174	29	0	0	49	0	29	15
V54	1	188	1	138	33	3	42	0	24	0
V55	49	100	14	0	0	0	0	0	38	0
V56	6	1	1	85	2	31	6	9	0	14
V57	3	0	26	2	11	30	19	4	0	45
V58	5	19	5	30	17	3	0	2	5	0
V59	155	149	62	21	60	0	0	23	33	26
V60	3	11	19	8	49	0	0	22	12	0
V61	410	53	0	9	16	0	0	15	17	0
V62	0	27	228	13	2	49	19	2	8	15
V63	0	51	1	50	10	0	13	1	28	0
V64	0	3	4	1	6	0	1	8	1	0
V65	0	51	89	52	20	0	0	0	4	0
V66	33	4	18	2	34	0	0	66	82	0
V67	7	26	34	11	15	99	1	10	22	41
V68	381	199	17	63	47	195	40	0	109	0
V69	90	1	28	58	14	93	47	0	0	0
V70	19	24	0	32	0	36	25	9	0	3
V71	1	4	1	13	23	3	20	0	2	5
V72	245	3	0	13	29	0	0	29	0	5
V73	28	13	0	0	2	0	0	2	0	0
V74	38	11	19	146	94	16	0	2	0	0
V75	124	5	12	3	6	32	141	1	0	0
V76	10	0	71	0	0	72	79	0	0	114
V77	0	93	1	0	3	4	9	9	27	0
V78	0	30	28	0	56	4	5	14	27	0
V79	0	0	8	17	16	3	6	11	0	0
V80	32	9	0	8	3	0	13	0	4	0
V81	111	0	19	28	0	11	18	1	6	0
V82	0	0	40	16	2	27	52	0	0	22
V83	34	176	1	1	8	4	14	0	2	4
V84	74	16	27	0	6	110	92	18	15	17
V85	5	2	5	0	2	2	11	0	0	4
V86	14	7	558	16	59	55	66	48	49	0
V87	28	0	15	2	351	4	0	68	76	0
V88	41	26	50	43	0	0	0	0	12	0
V89	8	0	23	1	16	15	18	18	1	29
V90	1	3	2	0	58	5	14	19	2	0
V91	3	32	15	11	0	24	9	11	0	7
V92	50	4	226	30	10	0	0	52	0	57
V93	0	0	0	211	82	0	52	0	25	0
V94	7	227	67	19	10	19	9	0	1	64
V95	49	1	0	4	33	10	7	3	14	6
V96	105	35	15	45	23	15	27	15	19	0
V97	4	19	105	2	0	0	0	0	0	22
V98	3	91	16	0	19	19	12	21	27	13
V99	73	51	238	2	37	0	0	26	3	0
V100	0	121	8	45	63	15	4	63	21	0
