Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	3.59E+00	2.64E+00	2.59E+00	4.40E+00	2.54E+00
V2	1.85E+01	2.24E+01	1.53E+01	7.33E-01	3.84E+00
V3	3.04E+00	1.03E+01	4.60E+00	7.11E+00	4.75E+00
V4	1.50E+01	1.39E+01	1.29E+01	2.65E+00	5.73E-01
V5	2.44E+00	1.80E+00	0.00E+00	2.81E+00	2.25E+00
V6	0.00E+00	0.00E+00	2.99E+00	1.11E+00	3.37E+00
V7	1.90E+00	8.73E+00	1.09E+01	2.24E-01	6.71E+00
V8	9.64E-01	1.59E+00	8.23E+00	9.64E-01	8.32E+00
V9	8.33E-01	1.08E+00	1.45E+01	1.37E+00	1.34E+01
V10	8.44E-01	4.48E+00	4.09E+00	5.20E+00	1.83E+00
V11	4.66E+00	6.68E+00	5.58E+00	2.87E+00	1.83E+00
V12	5.17E+00	4.83E+00	7.97E+00	4.13E+00	7.42E+00
V13	3.64E+00	3.04E+00	3.22E+00	7.02E-01	2.12E+00
V14	4.78E+00	9.52E-01	6.57E-01	3.24E+00	3.38E+00
V15	8.75E-01	7.29E+00	1.10E+01	6.46E-01	7.58E+00
V16	4.13E+00	6.15E+00	6.90E+00	1.14E+00	2.20E+00
V17	1.92E+01	1.92E+01	1.81E+01	5.05E+00	2.33E+00
V18	2.94E+00	0.00E+00	4.93E+00	6.70E-01	3.09E+00
V19	4.78E+00	4.04E+00	2.45E+00	1.22E+00	2.08E+00
V20	1.58E+00	1.13E+01	2.15E+01	0.00E+00	1.55E+01
V21	1.88E+01	2.18E+01	1.53E+01	1.20E+01	6.84E-01
V22	2.38E+00	3.14E+00	2.42E+00	3.06E+00	4.51E+00
V23	1.78E+00	1.87E+00	1.67E+00	9.55E-01	5.21E-01
V24	5.34E+00	6.43E+00	4.73E+00	1.53E+00	1.41E+00
V25	1.86E+00	1.93E+00	9.23E+00	7.64E-01	7.43E+00
V26	1.23E+00	4.00E-01	1.00E-01	4.38E+00	5.21E+00
V27	1.85E+00	8.32E+00	9.01E+00	8.75E-01	2.21E-01
V28	2.63E+00	2.54E+00	2.25E+00	3.74E+00	1.43E+00
V29	1.27E+01	9.42E+00	8.20E+00	0.00E+00	1.95E+00
V30	3.84E+00	4.65E+00	4.06E+00	3.07E-01	7.03E-01
V31	1.76E+00	3.57E+01	4.18E+01	1.34E+00	1.27E+01
V32	6.66E+00	3.12E+00	4.04E+00	7.31E-01	7.81E-01
V33	1.17E+01	1.25E+01	1.23E+01	5.22E+00	2.37E+00
V34	1.28E+00	1.03E+00	8.92E-01	2.38E+00	2.50E+00
V35	7.07E+00	1.25E+01	2.17E+01	1.75E+00	2.60E+01
V36	6.36E-01	1.16E+01	2.03E+01	7.34E-01	1.28E+01
V37	0.00E+00	2.45E+01	2.47E+01	9.43E-01	6.67E-01
V38	3.87E+00	2.17E+00	3.59E+00	1.53E+00	5.25E+00
V39	2.01E+01	2.45E+01	1.52E+01	1.26E+00	7.38E+00
V40	4.02E+00	2.81E+00	2.69E+00	6.67E-01	4.09E+00
V41	1.32E+01	1.83E+01	1.21E+01	1.00E-01	6.77E+00
V42	3.00E+00	1.52E+01	1.74E+01	2.67E+00	1.35E+01
