Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	16	1	9	9	45	24	0	0
V2	192	17	60	5	8	44	0	0
V3	26	54	0	2	31	16	46	62
V4	35	0	9	4	29	67	17	16
V5	0	333	3	2	38	3	12	52
V6	0	3	117	0	0	20	0	0
V7	57	220	46	17	25	5	28	36
V8	28	54	10	6	2	55	0	9
V9	270	0	27	5	104	0	69	9
V10	39	97	131	10	1	1	0	13
V11	96	23	0	39	58	16	0	4
V12	14	121	237	4	3	15	0	0
V13	59	3	0	34	94	13	0	14
V14	16	41	0	48	32	81	91	0
V15	80	21	60	9	8	11	20	43
V16	63	33	113	12	0	5	0	3
V17	52	36	26	8	24	11	0	32
V18	10	28	12	21	76	0	8	4
V19	14	7	0	7	0	152	126	0
V20	33	0	1	1	53	0	18	38
V21	10	106	258	123	105	0	51	0
V22	10	149	41	46	5	25	1	4
V23	131	82	0	19	117	0	270	0
V24	121	368	90	14	188	233	57	0
V25	39	235	77	5	23	94	47	0
V26	561	23	0	15	15	78	20	0
V27	4	139	49	0	0	89	70	0
V28	7	46	27	9	22	117	0	52
V29	34	0	183	34	34	0	28	59
V30	30	0	173	34	0	70	17	16
V31	53	33	17	0	4	6	15	3
V32	75	2	4	32	4	57	89	69
V33	0	31	4	19	12	2	0	0
V34	1	62	4	19	3	9	1	0
V35	45	118	3	0	0	9	16	13
V36	0	36	20	0	64	32	0	7
V37	75	44	2	53	5	0	0	21
V38	225	14	15	3	1	4	6	0
V39	77	341	68	38	16	5	24	0
V40	70	51	0	109	6	0	102	129
V41	13	53	7	76	6	12	0	4
V42	89	29	5	5	38	35	2	18
V43	52	19	51	180	19	0	1	7
V44	33	107	8	40	120	14	8	67
V45	52	286	52	3	70	43	20	0
V46	70	5	225	4	6	32	13	26
V47	250	160	0	0	0	4	8	29
V48	20	0	28	41	42	31	44	0
V49	6	18	5	0	36	58	111	15
V50	2	385	0	8	55	0	30	12
V51	2	12	21	25	24	0	20	48
V52	1	67	0	13	4	0	10	10
V53	1	0	37	97	27	149	8	0
V54	0	85	0	1	7	20	42	15
V55	333	8	94	3	12	15	9	0
V56	25	34	7	54	225	67	0	0
V57	172	6	143	10	0	0	0	9
V58	39	10	37	14	224	0	43	44
V59	0	17	17	71	2	10	0	0
V60	31	75	33	4	13	0	18	6
V61	23	4	52	8	22	2	2	5
V62	0	228	56	4	18	0	8	15
V63	13	4	0	26	142	0	46	0
V64	63	64	5	0	14	95	36	19
V65	43	88	11	67	0	20	38	0
V66	92	24	28	15	3	1	0	38
V67	227	26	0	9	72	0	37	0
V68	63	6	31	13	0	12	11	0
V69	29	0	112	8	6	34	7	0
V70	354	5	9	176	65	23	7	0
V71	9	0	3	17	15	56	19	0
V72	41	12	2	76	0	0	0	0
V73	1	163	7	0	27	27	5	0
V74	37	57	63	57	9	2	6	0
V75	62	8	37	37	60	0	0	18
V76	8	100	2	0	28	0	62	28
V77	99	81	109	54	23	0	20	0
V78	55	38	2	133	46	67	97	36
V79	7	0	464	89	24	22	22	0
V80	169	113	0	12	0	199	110	0
V81	3	6	172	93	5	6	46	0
V82	204	78	42	0	7	0	8	16
V83	7	46	57	797	0	29	14	0
V84	11	184	128	23	86	23	0	22
V85	6	42	24	13	21	0	0	16
V86	12	97	95	2	5	0	0	3
V87	8	20	75	0	30	37	0	0
V88	242	64	10	3	7	32	10	11
V89	0	5	77	1	33	9	23	20
V90	2	3	32	6	63	134	0	0
V91	85	3	51	9	7	60	0	0
V92	121	2	1	8	0	10	1	0
V93	3	6	6	48	74	0	27	38
V94	18	276	9	342	2	0	0	0
V95	495	75	14	48	0	6	0	36
V96	35	4	8	0	11	4	27	30
V97	152	10	0	52	4	0	1	8
V98	14	23	4	42	53	153	0	105
V99	5	40	46	2	0	51	0	0
V100	14	272	0	0	17	3	10	6
