MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.68E-03	1.19E-03	9.32E-04	0.00E+00	6.57E-03	1.65E-02	1.08E-02	6.37E-03	4.71E-02	1.54E-02	3.55E-02	1.20E-02	1.36E-02
1:Del:C:1	2.44E-04	7.45E-04	8.99E-05	4.85E-04	5.28E-03	1.41E-02	1.52E-02	6.98E-03	1.98E-02	6.22E-03	2.07E-02	2.87E-03	5.40E-03
1:Del:C:2	0.00E+00	2.48E-05	3.11E-03	1.58E-04	2.50E-03	1.03E-03	3.96E-03	3.89E-04	1.24E-03	1.43E-03	3.46E-03	4.33E-02	2.35E-03
1:Del:C:3	9.77E-05	5.10E-04	1.11E-02	1.16E-03	1.77E-03	3.59E-03	8.82E-04	1.00E-03	1.54E-02	3.82E-03	3.54E-03	8.75E-02	7.05E-04
1:Del:C:4	9.61E-05	1.46E-04	0.00E+00	9.72E-04	1.47E-03	2.96E-03	1.77E-03	2.98E-03	5.68E-03	5.81E-04	8.31E-03	2.90E-03	1.75E-02
1:Del:C:5	2.16E-04	5.87E-04	0.00E+00	1.66E-03	3.40E-04	4.59E-04	2.51E-03	2.06E-03	7.95E-03	3.74E-03	9.16E-03	1.43E-03	4.46E-03
1:Del:T:0	1.30E-04	8.70E-04	2.91E-04	2.06E-03	7.85E-03	5.12E-03	1.30E-02	6.50E-03	1.44E-02	6.70E-03	2.92E-02	1.49E-02	7.51E-03
1:Del:T:1	4.40E-04	3.66E-04	1.15E-04	2.26E-08	2.90E-03	7.07E-03	3.67E-03	3.10E-03	1.47E-02	1.49E-03	1.93E-03	5.46E-04	1.38E-02
1:Del:T:2	1.17E-04	1.56E-04	5.61E-04	7.15E-04	2.36E-03	1.68E-02	5.71E-03	4.15E-03	2.00E-02	1.22E-02	3.75E-03	2.17E-02	3.37E-03
1:Del:T:3	3.42E-04	1.17E-03	8.46E-04	2.70E-03	1.37E-03	1.36E-02	7.56E-03	5.06E-03	2.22E-02	7.31E-03	4.53E-02	5.24E-04	1.12E-02
1:Del:T:4	2.44E-04	9.70E-04	6.80E-04	5.14E-03	0.00E+00	1.28E-02	0.00E+00	5.09E-03	2.99E-02	2.73E-02	6.64E-03	4.54E-03	5.12E-02
1:Del:T:5	1.59E-07	1.63E-07	1.14E-03	1.08E-02	2.68E-07	7.87E-08	1.68E-06	2.67E-02	2.36E-07	4.67E-03	1.05E-01	1.14E-02	2.92E-07
1:Ins:C:0	1.06E-07	6.56E-05	4.44E-08	4.50E-08	9.52E-04	7.09E-06	1.13E-03	2.88E-04	1.44E-06	6.84E-08	2.90E-04	1.67E-03	8.95E-04
1:Ins:C:1	1.96E-08	1.00E-08	3.72E-08	1.49E-04	3.94E-04	1.22E-04	1.07E-03	4.12E-04	7.09E-04	8.53E-05	2.98E-05	3.10E-03	3.07E-03
1:Ins:C:2	1.99E-05	4.32E-08	6.24E-08	3.18E-07	4.03E-04	6.92E-08	4.41E-04	1.36E-04	1.44E-07	6.73E-04	5.42E-07	2.60E-03	1.60E-03
1:Ins:C:3	3.00E-06	2.27E-04	1.16E-08	2.31E-04	1.83E-04	1.23E-04	5.20E-05	1.03E-03	1.74E-03	9.76E-09	3.67E-07	4.25E-05	2.35E-04
1:Ins:C:4	6.01E-05	5.43E-04	0.00E+00	7.98E-04	3.22E-04	5.75E-07	1.83E-04	1.95E-03	6.55E-06	4.78E-04	5.67E-03	1.28E-03	7.30E-03
1:Ins:C:5	1.73E-04	3.11E-03	4.15E-05	1.26E-03	3.69E-04	4.32E-08	4.67E-07	1.80E-02	8.01E-03	2.66E-04	3.07E-02	4.63E-02	2.78E-03
1:Ins:T:0	1.69E-04	1.20E-03	5.16E-04	0.00E+00	7.42E-04	1.35E-03	9.45E-04	6.26E-03	7.53E-03	5.21E-03	1.10E-03	2.06E-03	6.06E-03
1:Ins:T:1	0.00E+00	2.52E-04	3.65E-03	4.37E-04	1.02E-03	3.02E-03	9.60E-04	2.63E-04	7.59E-03	4.03E-04	4.22E-03	3.09E-02	4.62E-03
1:Ins:T:2	3.17E-08	1.42E-08	7.23E-05	4.47E-08	9.03E-04	1.76E-04	2.98E-03	1.58E-03	8.93E-04	2.95E-03	1.91E-07	1.93E-04	9.23E-04
1:Ins:T:3	3.31E-07	8.44E-04	4.19E-05	1.44E-04	7.32E-04	1.80E-04	6.97E-07	2.12E-03	7.17E-03	5.37E-04	8.61E-06	7.75E-03	1.05E-02
1:Ins:T:4	3.64E-04	2.26E-03	6.17E-05	4.20E-04	3.64E-07	8.24E-04	9.03E-04	8.34E-03	2.24E-03	5.48E-03	1.17E-02	9.05E-03	5.29E-03
1:Ins:T:5	5.54E-08	8.74E-03	3.55E-08	4.70E-08	7.52E-03	1.69E-03	7.88E-03	6.35E-02	6.52E-03	6.47E-07	1.75E-02	4.39E-02	6.07E-02
2:Del:R:0	0.00E+00	2.41E-04	1.57E-04	3.78E-04	1.84E-03	2.18E-03	4.62E-03	1.01E-03	4.83E-03	0.00E+00	2.39E-02	1.85E-03	2.61E-04
2:Del:R:1	5.14E-09	6.60E-04	1.15E-04	3.54E-04	2.04E-03	5.75E-04	2.63E-03	1.68E-03	4.80E-03	9.22E-04	4.01E-03	4.72E-07	1.56E-03
