NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	37.88	14.636	8.792	8.327	0.085	0.995	30000.0
2	39.028	14.897	9.156	8.664	0.086	0.995	30000.0
3	38.133	14.396	9.386	8.494	0.081	0.995	40000.0
4	41.142	16.018	9.84	9.404	0.092	0.994	100000.0
5	38.732	14.487	9.257	8.359	0.084	0.995	70000.0
6	39.215	14.774	9.597	9.0	0.084	0.994	40000.0
7	40.246	15.356	9.449	8.97	0.088	0.994	60000.0
8	38.269	14.233	9.403	8.525	0.084	0.995	40000.0
9	37.748	14.235	8.918	8.448	0.084	0.995	50000.0
10	40.771	15.307	9.859	8.871	0.085	0.995	40000.0
