Samples	ID83A	ID83B	ID83C	ID83D
V1	8	352	0	44
V2	1143	102	0	0
V3	32	58	91	0
V4	35	135	131	38
V5	127	35	0	7
V6	21	36	118	281
V7	7	4	1	106
V8	172	7	154	84
V9	0	7	0	133
V10	12	19	54	93
V11	101	132	69	23
V12	0	92	22	0
V13	105	4	317	95
V14	6	114	138	243
V15	79	132	153	0
V16	56	233	3	0
V17	378	1	0	0
V18	12	59	203	0
V19	0	62	0	138
V20	0	317	0	0
V21	99	99	0	142
V22	103	46	18	84
V23	414	879	0	0
V24	349	33	0	13
V25	99	10	69	282
V26	28	18	106	76
V27	20	198	95	0
V28	21	177	63	37
V29	50	94	119	95
V30	50	10	567	0
V31	35	15	0	318
V32	9	117	175	0
V33	76	52	298	70
V34	5	1	0	61
V35	115	9	2	440
V36	389	12	0	231
V37	62	93	37	0
V38	0	240	0	257
V39	0	65	267	0
V40	0	0	9	14
V41	11	31	13	44
V42	74	0	61	57
V43	274	55	0	51
V44	13	82	89	166
V45	6	234	0	0
V46	29	89	89	0
V47	374	282	0	67
V48	182	1	306	0
V49	149	175	322	0
V50	0	27	110	18
V51	0	51	6	148
V52	234	4	639	371
V53	107	69	267	117
V54	130	20	0	1
V55	140	240	0	183
V56	57	266	100	156
V57	0	103	184	0
V58	126	5	177	58
V59	47	13	17	250
V60	21	0	85	86
V61	215	11	295	65
V62	207	0	0	10
V63	50	44	407	0
V64	0	339	21	209
V65	133	0	19	66
V66	66	152	96	95
V67	164	119	0	73
V68	32	15	176	40
V69	97	276	53	19
V70	6	41	160	5
V71	44	47	96	0
V72	172	3	0	14
V73	35	42	121	66
V74	179	6	0	6
V75	89	499	144	205
V76	165	165	0	53
V77	356	15	122	311
V78	215	2	120	0
V79	105	123	98	22
V80	45	113	163	89
V81	92	84	123	0
V82	53	145	22	20
V83	154	220	0	30
V84	73	85	81	0
V85	8	9	19	104
V86	45	60	143	82
V87	139	29	0	29
V88	61	18	37	69
V89	0	54	250	61
V90	27	13	0	4
V91	329	32	135	182
V92	15	64	96	0
V93	21	0	122	26
V94	37	24	57	34
V95	0	6	154	0
V96	143	357	0	499
V97	3	86	79	0
V98	93	33	0	56
V99	218	79	0	112
V100	80	2	0	16
