Samples	ID83A	ID83B	ID83C	ID83D
V34	1.54E+00	7.88E+00	2.30E+00	7.28E+00
V35	1.09E+01	3.47E+01	1.87E+01	3.05E+01
V36	1.93E+01	5.15E+00	2.89E+01	2.76E+01
V37	4.83E+00	4.30E+00	2.92E+00	3.44E+00
V38	5.50E+00	2.47E+01	7.86E+00	2.45E+01
V39	2.94E+01	1.92E+01	2.97E+01	3.84E+00
V40	1.03E+00	1.49E+00	1.31E+00	1.49E+00
V41	2.11E+00	3.50E+00	3.93E+00	4.30E+00
V42	1.35E+01	0.00E+00	1.54E+01	1.51E+01
V43	4.67E+00	4.19E+00	2.14E+00	7.74E+00
V44	4.52E+00	4.66E+00	3.43E+01	3.48E+01
V45	9.07E-01	1.62E+00	1.16E+00	1.58E+00
V46	1.10E+01	6.25E+00	1.11E+01	2.03E+00
V47	3.77E+00	7.56E+00	5.77E+00	8.37E+00
V48	2.38E+01	1.16E+01	2.13E+01	2.36E+01
V49	3.02E+01	2.41E+01	3.02E+01	8.39E+00
V50	4.42E+00	2.67E+00	1.31E+01	1.42E+01
V51	5.30E+00	1.65E+01	6.97E+00	1.40E+01
V52	1.20E+02	3.49E+00	1.50E+02	1.47E+02
V53	4.74E+01	2.08E+00	5.60E+01	5.63E+01
V54	2.78E+00	1.25E+00	2.19E+00	1.86E+00
V55	5.20E+00	1.56E+01	9.26E+00	1.49E+01
V56	3.36E+01	7.65E+00	3.86E+01	3.65E+01
V57	1.93E+01	1.25E+01	2.12E+01	7.62E+00
V58	1.28E+01	7.22E+00	1.88E+01	1.49E+01
V59	7.74E+00	2.71E+01	9.03E+00	2.31E+01
V60	1.82E+00	6.36E-01	2.86E+01	2.86E+01
V61	1.92E+01	1.40E+01	3.05E+01	2.65E+01
V62	4.27E+00	0.00E+00	4.54E+00	3.34E+00
V63	4.72E+01	3.00E+01	5.04E+01	6.70E+00
V64	3.98E+00	1.56E+01	1.47E+01	1.84E+01
V65	8.09E+00	6.24E+00	8.29E+00	6.75E+00
V66	2.30E+01	5.10E+00	2.60E+01	2.61E+01
V67	5.10E+00	3.41E+00	1.06E+01	1.14E+01
V68	1.39E+01	1.18E+01	1.39E+01	7.66E+00
V69	9.67E+00	3.69E+00	1.23E+01	1.29E+01
V70	1.30E+01	7.99E+00	1.04E+01	6.18E+00
V71	8.77E+00	7.68E+00	1.12E+01	3.40E+00
V72	6.90E+00	5.67E-01	8.02E+00	7.80E+00
V73	7.84E+00	1.13E+00	2.04E+01	2.19E+01
V74	3.94E+00	1.73E+00	2.40E+00	3.66E+00
V75	6.91E+00	1.13E+01	6.48E+01	7.01E+01
V76	4.08E+00	5.03E+00	4.45E+00	4.01E+00
V77	1.47E+01	2.45E+00	6.44E+01	6.04E+01
V78	1.85E+01	1.23E+01	2.15E+01	2.91E+00
V79	1.88E+01	3.41E+00	2.28E+01	2.49E+01
V80	2.09E+01	5.11E+00	2.37E+01	2.48E+01
V81	1.35E+01	1.02E+01	1.40E+01	3.54E+00
V82	4.36E+00	2.24E+00	5.15E+00	4.62E+00
V83	2.78E+00	4.68E+00	2.02E+00	4.39E+00
V84	9.17E+00	6.96E+00	9.47E+00	2.29E+00
V85	4.99E+00	7.73E+00	5.27E+00	7.92E+00
V86	2.01E+01	2.36E+00	2.58E+01	2.57E+01
V87	2.77E+00	2.85E+00	4.43E+00	4.74E+00
V88	7.91E+00	8.06E+00	9.80E+00	6.53E+00
V89	3.21E+01	2.91E+01	3.34E+01	1.32E+01
V90	9.22E-01	1.47E+00	3.07E-01	1.19E+00
V91	2.95E+01	2.93E+00	4.53E+01	4.32E+01
V92	6.27E+00	3.75E+00	1.05E+01	1.10E+01
V93	6.63E+00	3.50E+00	1.73E+01	1.62E+01
V94	7.95E+00	2.69E+00	8.91E+00	9.57E+00
V95	1.72E+01	1.02E+01	1.81E+01	4.85E+00
V96	2.29E+01	3.69E+01	2.76E+01	3.78E+01
V97	7.59E+00	4.37E+00	8.80E+00	3.81E+00
V98	3.52E+00	4.78E+00	1.53E+00	6.05E+00
V99	4.43E+00	1.15E+01	4.10E+00	8.33E+00
V100	3.56E+00	4.52E-01	4.91E+00	3.88E+00
