Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	211	155	51	319	6
V2	0	316	15	2	0
V3	0	0	154	74	168
V4	0	12	0	3	0
V5	204	18	47	200	27
V6	40	0	19	19	186
V7	3	44	17	177	103
V8	7	230	104	41	53
V9	34	42	37	8	19
V10	47	71	71	46	148
V11	218	263	238	22	137
V12	6	14	10	6	6
V13	152	41	0	9	9
V14	161	22	9	126	33
V15	8	55	72	167	7
V16	417	54	0	48	31
V17	61	15	4	53	3
V18	5	0	0	5	300
V19	36	0	33	17	22
V20	337	0	1	5	224
V21	64	42	10	36	29
V22	190	69	1	31	3
V23	0	0	0	5	73
V24	9	5	0	185	217
V25	0	0	7	15	148
V26	1	19	0	286	0
V27	171	84	6	0	44
V28	5	24	88	58	91
V29	8	0	45	3	0
V30	98	81	99	197	71
V31	256	45	4	0	9
V32	67	64	63	46	23
V33	387	89	9	0	30
V34	187	0	72	47	14
V35	45	198	87	40	69
V36	40	0	71	36	17
V37	0	11	6	2	4
V38	51	67	50	0	0
V39	5	75	4	39	1
V40	18	94	31	3	10
V41	26	52	58	5	0
V42	184	71	53	41	25
V43	34	24	3	2	0
V44	4	338	6	32	6
V45	17	42	85	2	0
V46	0	24	12	0	53
V47	31	78	75	0	30
V48	568	0	155	8	91
V49	0	204	5	50	0
V50	49	10	177	0	108
V51	104	0	218	0	0
V52	121	9	42	2	0
V53	54	32	0	52	11
V54	108	300	212	22	0
V55	52	163	16	56	9
V56	0	0	73	36	143
V57	186	71	21	121	4
V58	101	106	66	353	0
V59	184	58	6	0	34
V60	52	4	0	9	0
V61	50	50	125	0	0
V62	360	19	34	0	52
V63	402	46	82	0	116
V64	20	5	38	32	140
V65	32	82	0	0	20
V66	0	4	6	131	115
V67	0	43	1	18	0
V68	62	0	422	43	0
V69	2	0	87	42	0
V70	7	0	22	27	9
V71	269	383	13	9	34
V72	75	0	121	22	27
V73	22	0	93	2	35
V74	0	32	15	15	6
V75	45	23	76	14	3
V76	123	409	15	7	11
V77	0	1	2	3	9
V78	15	6	44	0	124
V79	21	0	75	148	9
V80	54	36	0	1	176
V81	0	110	3	96	0
V82	88	58	139	68	63
V83	0	81	48	24	53
V84	102	0	33	15	281
V85	123	18	38	52	157
V86	7	43	19	0	1
V87	62	38	29	115	0
V88	43	0	152	89	225
V89	21	55	142	64	0
V90	38	116	0	18	152
V91	56	79	9	10	0
V92	151	114	29	6	17
V93	54	173	72	6	33
V94	6	21	19	18	14
V95	92	56	0	20	18
V96	38	100	73	57	0
V97	21	0	25	45	0
V98	12	131	282	34	19
V99	169	0	0	398	15
V100	26	137	7	3	9
