Samples	ID83A	ID83B
V1	4.39E+00	4.39E+00
V2	1.43E+00	1.43E+00
V3	1.53E+01	1.53E+01
V4	2.12E+01	2.12E+01
V5	3.10E+00	3.10E+00
V6	1.56E+00	1.56E+00
V7	1.57E+00	1.57E+00
V8	7.10E+00	7.10E+00
V9	1.73E+00	1.71E+00
V10	1.63E+00	1.63E+00
V11	1.36E+01	1.36E+01
V12	1.08E+01	1.08E+01
V13	3.03E+00	3.03E+00
V14	3.82E+01	3.82E+01
V15	6.80E-01	6.80E-01
V16	6.11E+00	6.11E+00
V17	4.16E+01	4.16E+01
V18	1.84E+01	1.84E+01
V19	6.00E+00	6.00E+00
V20	3.80E+01	3.80E+01
V21	6.25E+00	6.25E+00
V22	5.95E+00	5.95E+00
V23	9.84E+00	9.84E+00
V24	1.07E+02	1.07E+02
V25	6.02E+00	6.02E+00
V26	2.45E+01	2.45E+01
V27	2.98E+00	2.98E+00
V28	3.61E+00	3.61E+00
V29	2.59E+00	2.59E+00
V30	6.25E+00	6.25E+00
V31	8.04E+01	8.04E+01
V32	1.12E+00	1.12E+00
V33	1.08E+01	1.08E+01
V34	8.75E-01	8.75E-01
V35	2.86E+00	2.86E+00
V36	9.09E+00	9.09E+00
V37	4.61E+00	4.61E+00
V38	4.59E+00	4.59E+00
V39	6.39E+00	6.39E+00
V40	1.14E+01	1.14E+01
V41	1.04E+01	1.04E+01
V42	4.47E+00	4.47E+00
V43	2.05E+00	2.05E+00
V44	1.78E+00	1.78E+00
V45	1.94E+00	1.94E+00
V46	5.47E+00	5.46E+00
V47	1.37E+01	1.37E+01
V48	2.74E+00	2.74E+00
V49	2.15E+01	2.15E+01
V50	1.20E+01	1.20E+01
V51	1.20E+01	1.20E+01
V52	6.08E+00	6.08E+00
V53	0.00E+00	0.00E+00
V54	5.65E+00	5.65E+00
V55	1.58E+01	1.58E+01
V56	1.00E+00	1.00E+00
V57	3.97E+00	3.97E+00
V58	9.77E+00	9.77E+00
V59	3.48E+00	3.48E+00
V60	1.06E+01	1.06E+01
V61	1.73E+01	1.73E+01
V62	3.33E+00	3.33E+00
V63	9.40E+00	9.40E+00
V64	3.66E+00	3.63E+00
V65	3.99E+01	3.99E+01
V66	1.53E+01	1.53E+01
V67	3.06E+00	3.06E+00
V68	8.53E+00	8.53E+00
V69	2.83E+00	2.83E+00
V70	2.56E+00	2.57E+00
V71	1.32E+01	1.32E+01
V72	2.62E+00	2.62E+00
V73	1.59E+01	1.59E+01
V74	1.78E+01	1.78E+01
V75	3.20E+01	3.20E+01
V76	5.88E+00	5.88E+00
V77	1.82E+01	1.82E+01
V78	1.11E+01	1.11E+01
V79	5.26E+00	5.26E+00
V80	4.33E+00	4.33E+00
V81	8.17E-01	8.17E-01
V82	9.10E+01	9.10E+01
V83	1.64E+00	1.64E+00
V84	8.06E+00	8.06E+00
V85	2.93E+01	2.93E+01
V86	5.21E+00	5.21E+00
V87	2.01E+01	2.01E+01
V88	1.23E+01	1.23E+01
V89	3.03E+00	3.03E+00
V90	1.14E+01	1.14E+01
V91	2.24E+00	2.25E+00
V92	3.33E+01	3.33E+01
V93	5.03E+00	5.03E+00
V94	4.77E+00	4.77E+00
V95	7.60E+00	7.60E+00
V96	5.49E+00	5.49E+00
V97	6.94E+00	6.94E+00
V98	8.06E+00	8.06E+00
V99	3.14E+00	3.14E+00
V100	1.27E+01	1.27E+01
