Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	334	14	57	0	5	0	41	0	0	82	0	0	0	16	0	0	0
V2	3	187	9	84	0	3	2	2	0	10	0	0	7	0	0	0	0
V3	51	82	58	39	11	0	13	1	0	5	3	5	0	0	5	0	0
V4	0	149	118	133	11	19	89	17	33	0	3	0	0	0	54	12	0
V5	0	78	0	26	7	60	0	0	97	0	0	6	0	0	0	20	0
V6	5	0	0	15	11	69	0	18	51	0	0	0	0	0	32	0	0
V7	174	179	26	123	0	19	0	5	0	58	3	0	5	0	0	0	12
V8	152	9	6	63	0	0	10	5	0	21	0	12	0	0	0	0	1
V9	1	72	0	30	0	3	0	8	0	5	16	5	0	0	0	0	0
V10	181	37	0	48	22	28	0	0	99	31	19	5	2	0	0	10	4
V11	345	2	29	0	14	23	0	12	43	27	0	5	0	35	28	1	0
V12	101	241	139	135	155	35	52	8	23	10	10	0	0	0	0	0	9
V13	45	144	1	23	0	0	5	38	4	0	0	29	3	0	0	0	0
V14	0	1	16	13	21	9	7	0	47	1	6	0	29	0	0	5	0
V15	6	7	69	0	14	3	63	62	0	0	33	42	0	0	0	3	0
V16	67	0	22	2	15	70	42	26	61	35	9	0	12	0	0	17	0
V17	60	2	2	0	23	16	0	32	0	0	78	28	0	0	11	0	0
V18	198	5	11	0	7	75	18	51	6	53	23	0	0	0	0	12	10
V19	7	78	16	20	3	27	15	33	0	0	28	6	0	0	0	0	0
V20	36	24	55	5	53	227	7	44	174	10	30	20	0	27	0	2	11
V21	21	0	47	0	18	19	52	26	13	13	0	4	0	21	3	9	0
V22	6	30	0	37	0	0	10	10	0	7	0	0	0	0	6	0	3
V23	53	23	46	13	150	13	9	0	52	7	0	11	70	0	0	0	8
V24	243	44	0	8	142	0	0	36	0	44	11	26	0	0	33	0	0
V25	17	45	181	30	2	11	159	50	2	3	18	6	0	0	0	6	9
V26	72	6	15	0	84	7	2	4	4	11	0	0	21	0	0	0	0
V27	39	58	36	11	2	41	8	0	0	5	0	0	0	0	0	0	32
V28	25	0	0	0	5	0	17	149	0	0	48	8	0	27	11	0	3
V29	42	2	7	0	0	52	0	48	16	9	20	14	0	0	18	8	0
V30	23	100	223	45	10	0	183	0	0	0	2	0	0	0	5	0	0
V31	70	31	7	21	0	0	0	25	0	45	0	29	0	0	0	0	8
V32	11	6	12	0	0	17	2	0	0	0	22	6	0	0	0	0	0
V33	0	0	2	0	0	0	6	39	0	0	16	0	0	0	0	0	0
V34	31	31	26	12	59	0	8	13	0	0	0	15	2	0	12	3	0
V35	35	0	18	0	0	22	46	0	20	0	0	0	90	0	0	0	0
V36	0	18	12	14	0	0	4	2	0	0	0	4	0	0	6	1	0
V37	55	449	20	196	111	2	5	45	0	10	4	8	0	0	7	27	7
V38	20	7	0	0	8	0	0	8	0	0	7	5	0	4	0	0	13
V39	0	2	1	0	1	35	8	4	9	0	14	0	0	0	1	2	0
V40	0	17	0	8	3	46	2	0	28	0	9	1	0	9	0	0	0
V41	32	31	0	36	6	49	0	16	0	0	6	0	0	14	5	0	0
V42	2	6	14	6	1	24	1	5	79	3	0	0	0	25	0	11	0
V43	0	0	0	0	44	7	5	0	24	0	6	4	0	0	4	0	1
V44	0	16	0	32	0	48	0	6	12	0	0	1	0	12	4	8	0
V45	33	7	12	3	0	80	3	9	17	0	0	0	2	15	0	18	0
V46	0	7	18	4	0	94	5	8	0	6	0	0	0	0	1	0	0
V47	0	373	70	266	22	0	30	0	0	0	7	0	1	0	7	0	6
V48	38	1	31	0	0	0	8	41	3	0	11	45	0	0	0	0	10
V49	151	11	34	9	19	77	20	12	24	6	0	0	82	49	0	0	1
