Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	25	19	5	34	31	48	0	12	7	32	0
V2	0	0	67	13	211	0	0	9	0	0	42
V3	5	35	48	3	9	29	14	0	4	1	0
V4	29	70	62	0	6	0	0	2	0	28	9
V5	0	44	4	20	2	40	8	1	0	10	9
V6	12	2	60	0	98	7	2	0	2	3	0
V7	11	27	0	60	0	10	1	17	6	0	9
V8	18	88	7	12	0	0	0	10	30	12	0
V9	1	0	4	0	63	29	0	0	12	0	14
V10	0	0	15	74	9	8	0	0	0	5	0
V11	15	59	9	1	4	73	0	0	13	17	0
V12	77	0	331	0	63	10	2	6	0	0	3
V13	35	165	5	6	1	23	26	0	39	4	11
V14	55	28	4	1	13	83	12	0	40	9	0
V15	14	42	0	30	4	14	18	1	36	0	6
V16	2	2	68	30	60	0	0	61	10	2	0
V17	532	32	0	0	146	10	0	15	2	42	15
V18	66	4	4	11	49	0	0	0	0	37	31
V19	1	1	3	14	63	80	4	0	0	0	57
V20	22	1	79	0	59	18	1	4	0	0	3
V21	0	107	9	45	0	11	0	1	64	8	0
V22	55	15	0	6	79	0	3	0	0	18	0
V23	44	9	0	213	0	3	0	9	16	0	9
V24	85	2	9	0	19	11	3	12	0	30	1
V25	2	20	2	42	38	0	35	3	0	0	0
V26	23	236	3	30	79	2	0	0	12	0	0
V27	60	61	0	49	0	0	0	0	46	10	0
V28	1	11	14	1	0	0	4	56	0	0	8
V29	180	45	167	19	21	109	149	6	0	31	0
V30	29	67	98	77	0	83	98	116	0	16	0
V31	8	19	0	62	0	62	0	7	0	0	7
V32	43	9	17	28	0	28	20	3	0	5	0
V33	59	0	30	86	6	16	25	0	0	19	0
V34	12	46	41	0	35	55	16	22	22	14	3
V35	0	111	8	0	50	0	0	0	47	0	12
V36	93	3	29	23	75	17	0	0	10	0	0
V37	24	37	22	0	4	47	45	0	8	1	0
V38	0	0	90	0	14	6	0	37	25	0	3
V39	43	56	0	1	0	0	0	7	0	9	3
V40	140	41	0	75	10	0	0	3	0	51	33
V41	44	0	3	6	36	0	0	0	0	10	28
V42	160	70	0	0	0	1	0	3	60	0	0
V43	0	27	0	3	8	23	0	4	17	4	0
V44	5	10	0	18	0	36	17	0	6	0	0
V45	10	0	58	53	70	24	0	0	0	0	29
V46	16	14	69	18	36	0	0	13	18	0	19
V47	0	0	112	2	16	118	1	36	29	8	0
V48	69	27	0	10	213	0	0	1	11	16	17
V49	7	29	6	18	0	73	49	0	0	3	0
V50	27	82	9	15	8	56	8	4	0	0	0
V51	68	79	162	2	4	22	4	38	38	14	0
V52	39	12	0	84	4	0	0	0	0	42	15
V53	6	40	33	0	78	0	16	41	13	0	13
V54	15	0	29	0	21	0	0	21	0	5	0
V55	4	39	33	0	130	0	0	0	11	0	26
V56	124	56	5	45	0	0	0	0	0	41	0
V57	1	121	98	0	91	134	64	0	21	0	7
V58	90	20	21	4	0	0	0	21	11	28	0
V59	24	24	50	14	10	9	1	35	0	0	4
V60	18	0	4	215	126	42	57	0	1	0	11
V61	34	0	56	10	0	74	43	13	0	0	14
V62	0	5	161	7	1	0	0	14	0	1	0
V63	130	70	19	0	44	11	81	12	9	0	41
V64	50	4	14	13	40	5	2	23	4	8	0
V65	0	0	25	5	1	3	0	0	0	0	0
V66	80	185	120	172	0	0	0	83	133	8	0
V67	0	38	21	3	7	0	0	17	74	4	0
V68	97	27	1	8	5	105	46	0	5	0	0
V69	8	0	41	5	6	1	0	61	0	0	0
V70	22	169	267	0	1	14	0	4	7	9	0
V71	91	0	2	77	19	0	15	32	0	0	0
V72	61	292	0	0	3	0	0	19	0	15	9
V73	84	179	0	126	0	0	0	10	0	11	88
V74	6	42	56	139	7	0	0	59	6	0	48
V75	2	14	1	0	12	0	0	3	0	0	1
V76	0	2	75	0	91	11	3	10	0	0	3
V77	69	22	19	70	78	29	0	27	0	32	0
V78	112	0	1	324	5	0	0	3	14	32	0
V79	0	5	109	1	4	0	0	55	0	0	0
V80	4	23	0	0	110	149	122	31	30	0	11
V81	1	13	37	4	161	6	2	25	22	0	5
V82	57	88	0	2	0	296	152	27	0	0	12
V83	171	62	13	142	1	286	161	0	0	31	0
V84	1	8	21	2	16	0	31	0	2	0	0
V85	190	0	13	75	0	0	5	8	11	19	0
V86	4	36	4	0	25	63	45	0	29	0	1
V87	68	3	0	45	192	0	0	6	0	21	0
V88	247	0	49	51	3	60	21	1	0	38	0
V89	31	98	17	134	14	61	25	3	15	0	51
V90	1	93	7	51	35	43	132	0	14	0	7
V91	82	0	0	0	55	0	4	0	10	0	0
V92	12	121	48	148	0	0	0	96	49	0	0
V93	13	10	1	124	169	14	0	0	0	1	22
V94	0	0	92	145	16	4	38	31	0	0	0
V95	23	23	79	9	5	27	14	32	0	27	0
V96	2	1	279	42	95	57	0	0	20	0	46
V97	62	157	0	43	49	13	20	0	62	15	0
V98	57	47	53	4	21	14	0	0	27	14	0
V99	4	1	67	0	11	7	0	0	0	0	2
V100	7	15	17	17	0	100	120	0	15	1	19
