NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	141.398	52.01	49.458	43.674	0.291	0.873	20000.0
2	137.475	50.742	42.943	39.403	0.292	0.892	40000.0
3	147.538	52.101	50.526	42.277	0.294	0.878	30000.0
4	151.576	54.783	52.136	45.592	0.309	0.871	30000.0
5	140.761	51.715	49.005	43.132	0.293	0.877	30000.0
6	151.277	54.5	51.748	45.093	0.305	0.874	20000.0
7	145.269	53.642	50.014	44.465	0.297	0.875	20000.0
8	161.493	56.931	60.147	48.003	0.308	0.852	20000.0
9	134.694	50.812	43.721	40.728	0.303	0.883	20000.0
10	144.523	51.936	51.301	43.382	0.295	0.873	20000.0
