Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	14	23	12	2	145	0	0	51	0	6	16	0	0
V2	6	0	10	5	2	8	10	0	15	5	4	5	0
V3	1	0	14	6	2	55	3	6	1	26	0	14	6
V4	48	0	22	220	8	8	3	4	30	0	25	1	0
V5	2	133	6	2	0	55	0	3	76	0	60	12	0
V6	24	0	35	0	61	19	3	91	0	0	0	0	0
V7	79	0	0	15	144	0	63	99	0	56	0	9	0
V8	128	0	12	0	15	15	3	4	4	7	0	8	0
V9	18	61	9	14	5	29	34	0	0	39	5	6	5
V10	0	67	192	23	305	135	5	65	0	62	8	23	3
V11	167	20	1	10	2	0	9	22	0	9	0	7	1
V12	163	12	69	19	0	10	11	2	15	21	26	10	8
V13	77	16	0	0	6	3	6	2	0	31	0	3	1
V14	8	30	0	6	0	17	20	0	0	0	5	37	12
V15	2	74	30	1	21	0	0	0	0	0	0	0	2
V16	0	18	2	84	13	1	55	2	1	11	2	10	2
V17	0	8	122	3	10	6	0	3	2	0	22	0	0
V18	29	0	14	0	10	20	0	10	10	25	59	2	5
V19	112	0	0	0	1	51	0	1	5	0	5	13	12
V20	172	33	28	38	0	22	39	2	8	1	11	48	28
V21	0	31	33	21	17	34	2	11	35	19	0	21	14
V22	2	295	27	37	1	18	79	6	81	0	0	2	12
V23	5	126	13	54	64	46	23	42	20	2	58	2	6
V24	0	63	0	153	9	50	80	6	1	26	0	29	10
V25	7	5	0	112	10	15	74	1	0	5	0	19	0
V26	5	77	6	11	5	3	2	7	0	9	26	8	22
V27	0	7	79	117	24	6	42	19	11	20	26	0	0
V28	21	0	17	7	49	23	18	84	2	17	16	16	5
V29	143	0	0	0	1	0	0	0	0	0	1	2	0
V30	97	3	7	0	16	7	0	18	3	0	0	10	0
V31	17	0	0	7	0	26	0	1	21	0	28	28	24
V32	21	15	42	13	8	8	0	5	0	0	21	2	9
V33	23	1	22	11	3	0	23	1	0	0	0	0	2
V34	1	109	46	2	50	15	0	72	47	0	20	8	22
V35	140	7	3	6	79	8	40	45	0	0	1	0	0
V36	95	28	0	171	11	41	112	10	12	0	0	82	7
V37	33	73	39	11	3	1	0	7	103	3	0	6	0
V38	58	0	11	0	41	21	10	48	0	0	0	1	0
V39	1	30	62	26	17	21	20	21	0	3	10	43	11
V40	423	5	2	46	44	11	32	54	33	0	25	35	9
V41	1	0	0	10	0	12	11	8	17	16	0	15	8
V42	140	36	126	0	21	0	1	12	0	0	116	0	8
V43	0	23	0	230	5	45	131	5	43	38	9	28	0
V44	11	86	16	9	5	6	14	0	27	0	3	0	4
V45	0	24	1	65	31	7	91	11	0	156	0	12	0
V46	1	0	0	0	158	132	0	44	124	0	0	45	0
V47	107	1	12	0	24	0	0	13	0	0	2	0	0
V48	0	0	0	24	0	42	9	0	76	23	1	43	0
V49	26	13	33	10	19	0	3	3	2	43	28	0	0
V50	10	37	98	6	0	174	3	7	94	6	121	0	8
V51	0	251	6	3	87	26	0	27	6	2	0	0	0
V52	3	127	52	3	2	4	0	4	11	0	0	0	8
V53	0	52	143	3	11	0	23	43	0	17	51	0	6
V54	5	186	0	12	81	41	13	85	3	0	2	2	0
V55	53	103	12	0	0	0	0	1	0	3	3	0	26
V56	2	0	3	24	71	6	11	10	4	15	3	5	1
V57	0	0	26	23	4	8	10	3	10	33	21	2	0
V58	6	19	5	3	21	16	0	6	3	0	0	3	4
V59	162	137	33	1	13	39	0	13	48	0	61	0	22
V60	5	3	16	0	9	30	0	0	44	0	4	2	11
V61	407	46	0	0	6	5	0	8	34	1	0	0	13
V62	0	26	215	44	10	2	16	9	0	13	19	4	5
V63	4	52	0	1	25	10	0	43	11	1	2	0	5
V64	0	2	4	0	0	4	0	3	6	0	0	4	1
V65	0	49	81	0	37	21	0	14	0	0	10	0	4
V66	47	2	18	0	7	19	0	4	39	0	0	42	61
V67	0	27	38	88	6	13	0	11	4	45	13	11	10
