MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.0	0.001098899446337498	1.4787185591558228e-07	0.0011771089874173413	0.6076169967651367	0.006783019396243617	0.007774574196950229	0.0013059495085030904	0.023914377233131744	0.03878865565976639	0.009690722264349461	0.0589668829401603
1:Del:C:1	1.5767251898068935e-05	2.5237839906822047e-08	1.2636846236091515e-08	0.0027456929520212727	0.041953473910689355	0.007601267373865994	0.03427254157140851	0.0	0.2457626208662987	0.02599060647189617	0.0	0.00569821648434754
1:Del:C:2	0.0	2.469092723913491e-05	9.635012077069404e-09	0.0013405241159489378	0.002598452587699285	0.0022665750642772765	0.005162433488294482	0.0072586749214679	0.004030672647058964	0.0013807399664074183	3.185646783094853e-05	0.000378752223423362
1:Del:C:3	0.0	0.0021938990792477854	0.00024871699990853814	0.00011704558855853974	0.004854243635782041	0.005472418805584312	0.002166932029649615	2.2758253237498138e-08	0.0115086629986763	0.016528228484094142	0.00024330361047759653	0.004517595143988728
1:Del:C:4	0.0	0.0006250933535230984	0.0039014889975078405	0.0	0.002537027653306723	0.0020098993671126665	0.0	0.003925480169709772	0.01570797062013298	0.013006377592682838	0.00045077502727508545	0.008794996375218033
1:Del:C:5	0.0	0.000936804031928773	0.0071958270855247974	0.0	1.940578914627622e-06	1.2730907656077762e-06	0.000520593178339368	1.1287287122740964e-07	0.00040213614702224734	0.004046486504375934	2.589542020814406e-08	0.04190319497138262
1:Del:T:0	0.0009916062219417654	6.14269765719655e-08	0.005920833977870643	3.4664913352354514e-38	0.047617011424154046	0.005060119228437543	0.0700520858168602	7.836307631805539e-05	0.1418827909976244	0.07303684679791331	0.0029442338738590477	0.018598494958132504
1:Del:T:1	0.0	0.00021741910449364356	0.0013467754456058857	0.00011395290352709254	0.030337174609303474	0.02139492202550173	0.0023149603588535684	0.0	0.07681310549378395	0.023250493134469252	0.000944750290364027	0.005901012476533652
1:Del:T:2	0.0005114367231726646	0.0001342761259756742	0.004043889103922993	0.0044474727415945384	0.09600649625062943	0.00686931936070323	0.002831463364418596	4.4977059587836266e-05	0.04614109601825476	0.02499941475689411	0.0	0.011447866447269917
1:Del:T:3	0.0005088500794954598	0.000558444470516406	0.00976575156673789	0.00020697640720754862	0.090522469766438	0.012310763157438486	0.0026618810021318494	0.0015889516565948726	0.16153256818652154	0.012093207240104676	0.002265520605817528	0.052022973727434876
1:Del:T:4	0.0	2.6845981483347715e-05	0.04375068917870521	0.001566992374137044	0.032490264531224965	0.0	0.0	0.01703712362796068	0.15350516736507416	0.027378503046929837	0.0	0.09108378710225225
1:Del:T:5	0.0007651473236364836	7.96771857380918e-08	0.8593739867210388	9.003691502584851e-07	2.078866072341423e-12	0.0010072808355459984	0.0014214171565186007	4.773914156430692e-07	8.04110101171318e-08	0.0021819188423251035	0.0009728098468940516	0.3102959245443344
1:Ins:C:0	0.00014731780538568273	0.00014893259823693937	0.0001281113391570443	0.0	3.934919163839368e-08	0.002751693408936262	0.0026571016539037374	0.00016093143341180393	1.9038631364765025e-07	0.0019203398609533907	0.0	0.0008948059054091573
1:Ins:C:1	0.0002989470834336316	1.6228358035164093e-08	0.00020034868470588662	0.00028070086025309136	1.401641384290997e-07	0.001248475509814284	0.0009348123508971185	0.0	0.0	0.0	4.81700169530086e-08	0.0012420763610862195
1:Ins:C:2	1.7405970709205577e-08	0.00029455739141326376	5.524581077054336e-08	2.448983771330404e-08	2.9882437369010975e-08	0.002462287328671664	0.0008228013657571864	2.4539294827263804e-07	9.29039615016336e-08	0.0008280492098947434	2.2086207422944427e-07	4.5974147155902756e-08
1:Ins:C:3	4.883414305822953e-07	2.090406880483897e-07	0.000347391699939692	0.0	1.6016483073144628e-08	0.0	0.0005926007831867253	2.4778284259951986e-07	1.451307978683758e-07	0.00033937197493969504	7.899160976876373e-07	0.0024755267763879375
1:Ins:C:4	0.00038649317557428733	0.000651175237806001	0.0033481974620372056	0.00012803312274627386	0.00030110708758002147	0.0	0.0	0.0	0.0006228817161172629	0.0013220262597315013	0.00021921589872135882	0.006893711577868089
1:Ins:C:5	0.0007601748016895727	0.019656839780509472	0.0077404432464391	0.0024157042789738625	0.00021173018030900512	0.0	0.0	0.0007599422708153725	0.0015042194165289402	0.021645788033492864	0.00253449697047472	0.03398488675011322
1:Ins:T:0	0.0	0.002054251148365438	0.001394988683750853	0.0016175202210433782	0.0015199061715975403	0.0027588240220211445	0.002362036494014319	0.0	0.016539330827072263	0.011018739774590358	0.002386896382085979	0.011311524827033282
1:Ins:T:1	0.0	0.00014910718891769648	0.0	0.0021637363883201034	0.0058379002963192764	0.0032633584924042225	0.004435884114354849	0.00045480882931769884	0.007836326627344192	0.019808566058054568	0.0006995678413659334	0.0031390643795020877
1:Ins:T:2	1.2084174727533536e-08	4.240340714112278e-08	0.00024491432488957796	0.0003441833894953561	0.0001675737788900733	8.803342037992934e-05	0.0003197884199288126	0.0	0.004111470188945532	0.0035739684011787177	7.776804258696756e-06	0.002897931135703402
1:Ins:T:3	5.463274987960176e-09	0.0011248896651522954	0.0009629470906901361	0.0	0.0007699489244259894	0.000752626423491165	0.0008583321017795242	0.0017372238836173893	0.0026035814778879287	0.00548079302534461	0.00024406418669968842	0.004984911764040589
1:Ins:T:4	0.0	0.01583173926919699	0.0032329748151823877	8.610018558101729e-05	0.0006088802125304938	0.0035546730039641263	0.0003389922378119081	0.0025651931762695314	0.0018484838423319162	0.006143239047378302	2.526865808337008e-15	0.021392188500612974
1:Ins:T:5	0.0005135239531028901	0.9253355324268341	6.141833459594182e-08	0.0003072680034990029	1.351816422356933e-07	0.0008660284802317619	0.004720144147686511	1.1505181873872061e-07	0.007962425549021646	0.07776090883360212	5.240899554337375e-07	0.062774044151206
2:Del:R:0	0.0	0.00040962340717669575	0.0004875895392615348	0.0	0.007572688942309469	0.007807352324016392	0.0075823835388291625	0.0033242722740396856	0.009950776025652886	0.015833478001877666	0.005416300264187157	0.014935350912855938
2:Del:R:1	0.0	0.0003477990122718211	0.0012809594393303314	0.0	0.002373238470374872	0.003552179771941155	0.020888901501893996	0.0004929607175654382	0.000994686922058463	0.008632288762032658	0.004187384047128262	0.01587241217494011
2:Del:R:2	0.0005873350892215967	0.00018167898524552585	0.0018349922203924507	0.0	0.0002594107666311629	0.0010227164893876761	0.0	0.0002572015219357127	7.385698263533414e-05	0.0012175422394648193	0.0	0.0029713492200244217
2:Del:R:3	0.0001255733074373211	8.078764892616164e-08	2.4871930079939377e-07	3.1338807771064126e-08	8.554262052484773e-07	1.093235724169972e-08	5.3193971893961134e-08	7.004565354407077e-08	1.9412492662240767e-07	0.0001689272650551743	0.0006484006876462445	0.0005194099734303848
2:Del:R:4	0.00017125888363977992	2.7748623764267678e-05	0.0007007421112497525	1.2938455196120913e-08	0.0005906489410904215	4.3477725216689575e-05	0.0006418755249356422	1.3718343438995361e-08	1.6565731186801713e-08	0.0013337446027435363	0.0002922096221652737	0.004150898708030581
2:Del:R:5	0.007435868593893247	2.8822449138488083e-08	8.050669180192926e-08	2.384770706242989e-07	0.0	0.0006641123589361086	2.1632458856402082e-05	0.00027070306786640684	0.0	0.04035824816673994	0.03222004065191868	0.0031333327161036095
3:Del:R:0	0.0	0.0001960158995643724	0.0028398049995303153	0.00027994485571980476	0.00019284880545455962	0.010654220916330814	0.011350541468709707	0.00033503780112198456	0.00047627303283661606	0.003820549789816141	0.0	0.00028131478267141575
3:Del:R:1	0.0	0.0024042169459107753	0.0012578887632116675	0.00029603176517412066	0.0015289160888642072	0.0	0.0011872937204316259	0.001747444225475192	0.009262724546715617	0.010352667327970267	0.002990321023389697	0.015212594962213189
3:Del:R:2	4.059714981963225e-08	0.000356135017420911	0.0009326195123122716	0.0005142514385340746	0.0	0.0	1.1891623330484435e-08	3.4326646982663076e-07	0.0013101599761284888	0.0031211314897177543	0.0007150397547150078	0.008944895335343973
3:Del:R:3	1.692616308863748e-05	0.00016285679609495674	4.009278455896492e-08	1.7074717106879687e-08	0.0	0.0	0.00017825513343865395	2.989000337976222e-05	0.002647831453272431	0.001200324110686779	0.0004609957825522315	0.002878171339749258
3:Del:R:4	2.2547427960262212e-07	1.8246377067043796e-07	5.022774018925702e-07	2.274518891454136e-07	4.465380214924153e-07	2.3803380777565052e-08	4.296454449104203e-07	6.332793589081121e-07	4.7216850873610383e-07	2.0772719722117472e-07	7.392618641688387e-07	6.371553780581962e-07
3:Del:R:5	2.2547427249719477e-07	1.8246376498609607e-07	5.022773933660573e-07	2.2745188061890075e-07	4.465379817020221e-07	2.3803374649133958e-08	4.2964545343693317e-07	6.332794043828471e-07	4.721685456843261e-07	2.077271950895465e-07	7.392619011170609e-07	6.37155440585957e-07
