NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.312	20.24	12.193	12.937	0.125	0.986	40000.0
2	46.583	19.841	10.721	11.613	0.129	0.99	20000.0
3	49.575	20.952	12.215	13.299	0.13	0.987	30000.0
4	49.425	21.039	12.695	13.753	0.127	0.985	50000.0
5	50.309	21.164	12.715	13.718	0.123	0.985	40000.0
6	50.496	21.578	12.533	13.56	0.128	0.987	50000.0
7	47.631	20.439	11.855	12.916	0.124	0.988	40000.0
8	46.286	19.712	11.216	12.221	0.125	0.989	20000.0
9	48.838	20.835	12.233	13.156	0.126	0.988	40000.0
10	47.966	20.45	11.629	12.743	0.124	0.989	20000.0
