Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	1	5	3	2	0	6	1	0	9	0	0
V2	27	36	129	6	18	45	10	32	0	20	36
V3	0	145	28	9	2	37	15	7	0	8	1
V4	46	0	25	13	5	4	2	15	0	5	0
V5	47	0	19	27	179	0	0	13	83	27	6
V6	7	2	92	15	12	23	119	7	0	25	24
V7	0	6	1	207	0	0	0	0	115	0	15
V8	8	100	32	6	1	33	35	4	6	0	0
V9	3	2	0	47	34	27	45	1	30	139	13
V10	0	18	143	120	0	14	9	1	77	0	0
V11	0	80	56	57	53	2	10	16	0	0	20
V12	17	296	51	59	3	0	0	0	0	51	39
V13	106	39	43	14	17	12	26	26	0	7	8
V14	20	250	19	0	0	11	11	3	0	2	0
V15	1	0	1	60	5	10	34	17	4	0	14
V16	2	19	221	0	109	95	133	51	0	0	44
V17	228	34	70	3	17	22	11	45	23	0	0
V18	1272	13	43	20	0	41	67	12	4	0	0
V19	10	0	2	38	6	42	47	15	21	17	0
V20	25	10	11	86	1	10	108	1	54	0	0
V21	66	27	8	5	0	0	21	4	1	9	1
V22	23	29	1	0	28	76	19	50	20	0	0
V23	64	0	27	69	32	128	30	53	12	36	112
V24	5	129	2	0	26	0	8	10	0	5	0
V25	24	24	2	26	0	0	7	0	8	0	20
V26	50	74	0	6	16	84	0	21	6	0	2
V27	14	2	9	0	38	77	49	119	2	0	0
V28	1	15	26	0	7	0	1	25	5	0	0
V29	44	4	11	51	119	3	0	75	0	12	0
V30	42	63	34	6	36	0	0	22	3	0	9
V31	28	173	6	0	89	10	8	66	29	40	0
V32	44	25	60	14	110	31	29	85	10	0	17
V33	101	3	3	0	37	0	8	60	13	38	0
V34	6	24	76	3	6	40	4	21	12	29	0
V35	20	44	4	179	90	0	0	154	116	0	269
V36	8	3	51	20	10	10	0	6	3	0	0
V37	5	75	84	4	9	19	63	39	3	17	0
V38	27	212	51	4	61	4	8	5	18	2	22
V39	0	149	82	71	8	193	56	10	25	85	2
V40	52	41	37	1	75	9	2	30	24	18	0
V41	5	12	119	0	0	69	30	0	13	14	1
V42	9	24	18	139	23	0	0	14	38	41	25
V43	97	51	25	80	2	76	2	1	26	6	23
V44	146	40	2	4	6	12	17	0	0	26	24
V45	4	15	139	52	9	120	150	2	0	0	48
V46	37	0	2	70	1	16	5	4	18	11	0
V47	2	8	28	156	8	45	13	25	37	0	9
V48	41	2	126	39	110	0	0	17	3	66	7
V49	18	0	7	0	4	2	0	5	0	0	0
V50	13	25	106	5	57	0	0	41	39	55	9
V51	11	37	0	52	6	3	1	7	0	40	18
V52	6	8	24	55	35	42	48	14	15	14	2
V53	32	1	162	55	0	13	0	0	21	31	45
V54	18	4	19	54	0	91	0	0	0	12	49
V55	47	12	20	18	144	21	0	148	10	44	0
V56	28	250	3	33	312	258	140	8	71	0	0
V57	4	38	30	0	64	175	130	12	0	4	27
V58	4	0	14	15	36	15	6	55	15	32	3
V59	122	44	11	21	1	1	5	0	0	19	13
V60	71	149	17	62	86	0	0	0	11	0	16
V61	21	55	1	105	45	0	0	41	0	25	0
V62	8	49	0	24	76	17	65	45	0	0	0
V63	29	97	0	59	0	0	1	0	14	0	3
V64	97	55	91	34	0	13	5	6	78	0	55
V65	243	27	35	0	113	7	18	15	12	0	4
V66	168	0	2	63	2	113	7	0	73	63	37
V67	2	27	11	1	0	12	0	0	0	0	4
V68	118	3	0	0	0	5	5	0	0	0	2
V69	6	2	14	1	3	10	3	13	8	0	0
V70	1	36	34	0	0	50	73	0	0	0	12
V71	2	0	97	161	0	0	0	0	0	0	0
V72	10	0	1	63	24	2	0	9	16	34	1
V73	0	18	44	2	3	20	39	7	2	0	15
V74	29	18	191	25	25	2	0	23	21	22	0
V75	40	0	10	10	0	2	7	2	0	8	19
V76	56	130	17	4	0	365	193	0	0	0	0
V77	3	62	17	25	0	7	0	0	0	5	15
V78	6	29	79	80	13	0	0	5	70	53	18
V79	24	4	465	138	38	0	0	14	0	1	0
V80	16	25	16	7	0	30	48	0	0	0	5
V81	105	0	0	37	61	3	0	40	8	4	11
V82	108	65	0	0	3	1	0	0	0	0	1
V83	8	32	30	0	0	24	0	0	0	5	0
V84	9	16	54	14	10	1	0	27	13	0	15
V85	0	1	33	1	12	33	8	12	0	0	6
V86	61	332	52	4	0	6	0	2	5	0	0
V87	82	40	4	69	0	0	0	0	0	43	30
V88	27	24	46	39	181	0	3	99	16	71	0
V89	58	6	2	164	75	12	3	6	43	20	44
V90	24	0	1	45	3	19	37	1	47	14	4
V91	60	35	16	25	0	3	4	3	23	9	20
V92	5	0	18	6	98	8	12	42	15	14	6
V93	0	80	73	0	0	1	3	13	0	1	18
V94	17	45	1	2	1	2	5	4	0	5	0
V95	15	3	40	0	0	12	27	0	2	27	4
V96	51	31	24	42	3	18	12	0	43	0	7
V97	40	1	1	4	21	11	0	0	14	1	0
V98	5	21	6	7	186	0	0	15	6	4	7
V99	5	129	43	0	1	0	0	1	5	0	8
V100	15	65	1	42	27	0	1	41	21	0	6
