Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	42	0	68	0	35	0	62	45	0	17	12	3
V2	12	0	126	4	3	66	34	0	3	38	4	0
V3	12	3	10	4	16	41	0	8	17	0	0	0
V4	185	0	76	26	17	1	0	48	2	90	42	2
V5	142	44	0	20	188	57	0	53	0	0	9	0
V6	46	4	0	45	0	19	0	29	25	0	0	0
V7	0	0	6	47	0	33	35	0	0	0	5	0
V8	13	53	0	126	0	18	0	45	4	0	0	0
V9	58	24	65	7	5	0	0	0	9	65	29	0
V10	18	4	0	17	0	44	26	14	0	0	15	0
V11	22	46	0	53	198	0	0	9	15	6	0	0
V12	47	71	74	8	20	9	0	0	0	7	16	21
V13	9	104	0	0	4	0	0	0	5	5	3	0
V14	5	0	0	12	0	4	5	21	18	0	0	0
V15	2	73	3	0	167	0	0	0	0	20	8	0
V16	135	50	64	5	0	11	0	7	0	0	28	0
V17	34	15	144	12	69	0	0	112	0	0	0	0
V18	4	8	5	144	0	32	84	7	3	0	0	30
V19	2	96	25	29	7	111	28	0	0	0	0	0
V20	0	16	33	84	21	0	0	39	23	15	0	0
V21	11	27	12	21	19	120	215	0	3	4	0	153
V22	4	36	0	19	0	8	59	55	0	5	6	0
V23	50	0	27	9	136	47	27	60	0	0	5	18
V24	2	26	31	50	3	69	55	2	0	0	0	0
V25	79	0	0	123	78	0	0	84	55	0	13	0
V26	39	34	197	101	0	6	0	0	0	66	26	0
V27	149	12	3	33	0	56	82	12	40	0	3	9
V28	1	25	49	46	0	0	0	0	50	12	0	0
V29	129	58	0	104	0	0	0	10	67	0	0	0
V30	0	25	25	18	123	4	0	0	20	23	5	30
V31	213	1	101	0	0	31	0	11	0	24	88	0
V32	52	6	4	8	181	0	0	2	0	0	0	0
V33	13	0	80	14	0	48	0	0	3	60	17	0
V34	173	13	8	79	44	6	57	0	0	0	39	0
V35	25	3	4	0	1	6	5	0	0	12	6	0
V36	4	0	25	40	15	3	0	22	22	12	5	11
V37	16	163	108	58	6	0	0	2	14	12	0	0
V38	9	55	54	0	39	62	106	38	0	3	1	18
V39	36	14	0	0	23	17	0	0	0	0	31	0
V40	23	0	20	57	24	11	0	0	0	13	14	16
V41	17	0	16	0	393	52	61	161	0	19	8	34
V42	32	0	39	31	72	0	0	6	17	1	9	0
V43	21	50	87	21	38	0	0	0	0	26	15	0
V44	0	48	4	188	0	30	84	97	55	0	0	0
V45	21	100	147	45	0	9	0	0	11	40	56	0
V46	5	94	15	12	29	0	6	0	8	10	0	3
V47	18	76	125	2	20	0	0	0	22	37	16	5
V48	82	17	20	31	0	41	55	12	2	0	0	8
V49	0	4	1	6	0	20	0	0	0	0	3	0
V50	4	367	0	231	0	0	0	2	70	0	0	0
V51	79	0	11	27	98	0	0	0	30	0	15	0
V52	219	1	1	26	0	3	0	61	21	0	20	0
V53	11	155	145	194	0	0	0	4	70	91	25	0
V54	62	63	15	1	0	3	23	3	0	15	43	0
V55	0	3	16	75	0	63	21	2	19	0	22	0
V56	5	9	46	17	4	0	4	0	25	0	8	0
V57	92	35	10	5	16	10	23	0	3	1	0	45
V58	233	4	0	78	9	0	0	48	65	0	5	0
V59	48	93	121	0	0	20	0	3	0	26	40	107
V60	4	50	0	27	13	8	0	2	1	2	0	6
V61	0	11	0	160	157	36	13	0	70	0	0	0
V62	34	0	35	7	0	0	0	0	9	4	0	6
V63	65	62	5	177	174	8	19	39	60	21	0	0
V64	6	2	0	79	0	29	9	7	69	0	0	0
V65	3	246	0	6	25	0	54	0	0	0	3	23
V66	84	21	0	42	56	33	11	20	0	9	0	11
V67	36	9	0	37	0	0	0	5	19	0	5	0
V68	4	93	66	7	0	1	1	0	6	6	16	8
V69	44	14	0	2	45	0	0	0	0	0	4	0
V70	34	1	164	71	0	0	0	0	0	64	15	0
V71	7	0	38	15	0	133	46	17	0	8	6	68
V72	9	186	0	179	0	0	0	3	92	0	0	0
V73	53	60	76	0	56	10	0	3	2	80	9	47
V74	21	42	0	22	1	9	10	0	7	1	0	13
V75	13	20	24	1	97	4	0	0	2	5	0	2
V76	32	235	198	1	75	0	38	0	0	5	18	12
V77	8	74	82	6	0	44	23	0	0	55	0	0
V78	4	22	43	3	0	6	9	1	0	5	19	0
V79	1	4	16	0	0	183	70	23	22	0	4	40
V80	42	0	134	4	15	0	18	16	0	49	17	0
V81	6	16	9	0	0	6	0	9	0	0	1	20
V82	118	17	0	1	0	16	0	4	0	2	0	0
V83	28	36	17	54	0	19	0	3	55	0	0	0
V84	0	57	3	123	74	0	0	7	24	0	4	0
V85	18	10	128	30	0	12	1	0	18	77	31	0
V86	98	0	0	16	6	4	7	7	0	0	0	0
V87	0	61	17	18	0	14	11	9	0	20	0	0
V88	22	0	17	19	0	163	27	0	0	0	1	83
V89	2	52	52	7	0	0	13	4	1	29	14	0
V90	118	4	3	0	26	97	0	73	0	1	10	0
V91	55	63	54	1	15	56	86	2	8	0	19	0
V92	2	23	10	0	19	31	57	58	0	0	0	0
V93	65	5	112	19	0	91	0	15	15	12	23	0
V94	19	30	17	5	19	7	14	26	0	4	0	0
V95	251	2	2	12	42	0	0	0	11	0	25	0
V96	21	47	31	77	2	0	0	0	39	9	7	0
V97	61	0	60	17	13	0	0	0	20	24	9	0
V98	124	0	0	8	84	4	36	1	5	0	14	0
V99	9	9	6	0	0	12	30	10	4	24	16	0
V100	13	0	85	10	0	50	28	85	5	50	14	9
