Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	27	23	83	148	7	23	7	0	9	10	3	13	0	1	7	0	0
V2	89	46	92	5	359	58	110	38	5	60	10	0	0	16	0	0	0
V3	16	38	4	32	19	1	85	20	17	19	11	0	19	0	1	0	0
V4	32	22	59	15	10	36	14	4	1	0	8	0	0	8	2	0	0
V5	34	23	9	40	48	6	73	29	19	28	12	1	0	4	42	0	0
V6	61	5	52	20	3	25	4	8	13	21	7	31	0	9	0	0	6
V7	374	22	22	10	11	14	8	0	0	9	89	0	0	28	0	0	0
V8	14	0	22	24	0	1	0	35	0	0	6	0	2	8	44	0	0
V9	52	7	212	121	2	87	14	19	21	0	9	50	0	6	0	0	9
V10	194	1	0	1	58	0	59	8	0	10	58	0	0	71	2	7	0
V11	14	0	68	63	0	35	0	1	0	0	8	27	0	0	0	0	0
V12	40	288	4	3	10	0	79	24	17	64	2	0	0	1	0	7	0
V13	104	11	5	0	1	41	0	51	34	5	12	19	0	17	16	19	0
V14	0	1	29	63	18	42	11	77	20	18	1	68	29	0	0	0	0
V15	470	72	0	0	9	0	2	2	0	0	10	0	1	16	2	0	15
V16	71	20	15	0	1	28	0	12	23	4	4	6	0	11	0	6	0
V17	58	11	4	7	5	3	31	2	2	11	6	0	0	0	0	0	0
V18	24	24	1	38	0	1	0	0	0	0	2	3	0	1	1	3	0
V19	3	2	20	10	16	15	8	54	15	4	3	12	0	0	13	23	0
V20	37	7	58	0	0	26	0	7	2	0	6	0	0	3	0	0	0
V21	47	8	11	8	41	6	20	4	0	6	11	0	0	26	0	0	0
V22	3	32	0	13	13	0	27	74	26	35	1	23	0	1	0	0	0
V23	2	45	143	69	16	42	2	39	14	22	10	0	9	0	9	0	4
V24	0	193	45	117	1	17	1	0	0	3	0	3	3	0	3	1	0
V25	40	1	29	8	0	1	1	0	0	2	6	0	0	1	0	0	10
V26	8	0	88	0	0	18	0	13	82	19	4	6	27	0	24	0	0
V27	195	85	10	17	0	18	0	4	0	0	65	3	1	49	0	1	8
V28	3	523	7	0	0	2	0	1	0	1	3	0	0	0	0	0	2
V29	85	13	87	54	0	34	0	40	38	2	29	20	0	36	9	0	0
V30	26	5	4	5	0	0	0	2	3	1	12	1	2	2	0	0	0
V31	0	2	90	68	0	47	1	21	6	10	0	46	6	0	0	0	0
V32	29	0	48	1	0	34	1	0	0	9	3	0	0	1	1	0	0
V33	3	0	1	25	0	17	1	34	3	4	0	27	13	1	3	0	3
V34	1	159	115	35	58	32	40	9	0	0	2	13	28	0	0	0	2
V35	3	22	11	98	9	10	23	7	8	23	1	9	9	0	9	0	0
V36	0	21	297	53	12	38	5	10	13	0	2	10	1	0	6	3	0
V37	17	3	6	2	15	5	86	1	0	0	4	0	0	2	0	3	0
V38	28	16	52	0	12	13	1	5	1	0	12	0	0	12	0	0	0
V39	60	2	21	14	0	31	2	15	6	1	23	0	16	5	1	0	0
V40	22	18	39	65	1	10	0	14	1	4	1	3	13	3	7	0	0
V41	82	1	7	10	29	0	47	85	57	0	18	7	0	18	0	0	0
V42	9	39	0	51	1	0	1	22	5	2	3	0	0	5	0	0	4
V43	284	0	1	4	3	0	21	34	19	15	23	0	58	8	24	0	8
V44	4	3	53	1	17	37	0	28	19	3	1	0	0	0	15	0	0
V45	19	0	31	35	0	46	1	0	0	4	3	19	0	2	0	0	0
V46	53	23	0	95	38	3	28	9	4	0	1	31	0	21	18	0	3
V47	106	14	3	0	31	4	4	0	8	0	28	0	5	16	12	0	2
V48	2	4	81	58	16	19	17	2	3	6	0	7	0	0	4	0	0
V49	434	70	0	3	6	0	7	16	21	0	14	0	0	44	5	0	13
V50	94	4	39	37	1	20	0	5	6	0	13	3	0	10	4	0	6
V51	4	19	30	9	8	12	12	66	33	0	1	0	18	4	0	0	0
V52	19	135	79	6	0	60	0	9	0	0	13	0	0	0	0	0	5
V53	0	6	100	58	190	75	82	44	0	44	12	0	0	0	32	0	0
V54	8	91	0	104	0	0	0	2	5	4	0	76	0	3	8	2	0
V55	49	6	39	4	13	27	2	2	0	0	2	3	0	8	2	0	0
V56	0	127	13	21	0	3	0	21	33	0	0	74	0	0	0	22	6
V57	13	57	2	72	1	0	0	9	0	0	8	0	16	5	1	0	0
V58	214	72	24	33	3	14	0	36	17	0	33	8	0	22	40	0	0
V59	1	6	74	28	32	55	20	25	30	56	2	0	15	0	0	0	0
V60	64	65	5	15	136	1	10	1	24	36	9	0	0	8	0	0	0
V61	11	0	56	161	5	104	4	2	0	0	1	21	0	5	0	0	1
V62	91	91	22	59	7	37	5	8	5	10	7	19	11	18	9	0	0
V63	14	12	19	0	0	25	0	10	9	0	0	0	0	0	9	12	3
V64	53	95	20	0	0	15	0	42	10	0	8	0	0	2	17	0	8
V65	30	429	49	2	42	19	57	7	0	59	0	0	26	12	0	13	3
V66	33	71	34	0	13	8	15	16	0	0	4	0	0	6	4	31	13
V67	5	19	24	2	82	22	43	17	12	65	2	0	0	6	0	0	0
V68	27	0	8	15	4	4	0	2	1	0	6	0	5	0	11	0	2
V69	29	20	1	0	17	0	55	34	20	0	0	1	0	6	0	4	0
V70	1	98	8	2	0	0	0	0	1	0	2	4	0	0	4	16	0
V71	0	0	2	23	3	0	5	3	0	3	0	10	0	2	0	0	3
V72	6	6	0	170	14	2	7	21	14	0	5	57	20	4	4	16	1
V73	0	0	4	106	0	2	8	71	23	25	0	13	4	2	15	0	0
V74	92	43	25	38	1	13	3	0	2	7	6	7	17	8	4	24	12
V75	33	8	98	10	0	24	7	7	0	9	3	0	3	1	0	0	0
V76	12	10	1	6	0	0	0	14	14	0	0	0	8	2	7	0	0
V77	44	0	1	10	74	0	126	28	4	0	14	0	42	5	0	0	0
V78	116	28	10	28	25	5	8	5	18	38	11	0	0	3	0	26	0
V79	6	139	0	73	0	0	0	4	2	0	2	35	0	0	1	0	0
V80	135	22	110	62	0	66	0	0	14	0	13	0	15	12	1	0	1
V81	106	1	32	9	52	12	8	0	0	0	13	10	16	21	0	0	5
