Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V40	2.22E+00	5.01E+00	1.41E+00	1.07E+00	1.09E+01	2.67E+00	4.71E+00	4.99E+00	3.15E+00	6.92E+00	1.27E+01
V41	2.33E-01	6.94E+00	2.67E-01	5.58E-01	7.15E-01	1.73E+00	7.16E-01	6.23E-01	3.35E-01	7.12E+00	8.00E-01
V42	2.02E+00	2.35E+00	9.37E+00	2.71E+00	9.78E-01	6.00E-01	3.93E+00	1.02E+01	0.00E+00	1.80E+00	2.41E+00
V43	2.27E+00	1.10E+00	1.33E+00	1.03E+00	1.76E+00	1.02E+00	1.62E+00	6.51E-01	7.52E-01	8.79E-01	2.94E+00
V44	9.98E-01	5.70E+00	1.33E+00	0.00E+00	1.51E+00	1.18E+00	2.45E+00	1.62E+00	1.93E+00	6.30E+00	2.18E+00
V45	1.23E+00	1.14E+01	1.37E+00	2.18E+00	2.21E-01	0.00E+00	0.00E+00	1.28E+00	7.46E-01	1.15E+01	0.00E+00
V46	2.98E+00	4.46E+00	1.31E+00	1.56E+00	4.69E+00	2.42E+00	4.28E+00	2.49E+00	1.24E+00	4.04E+00	7.90E+00
V47	7.46E-01	3.18E+00	1.22E+01	3.13E+00	7.44E+00	3.89E+00	5.13E+00	1.25E+01	3.11E+00	4.00E+00	1.23E+01
V48	3.94E-01	8.63E+00	1.24E+00	6.18E-01	0.00E+00	5.33E-01	6.67E-01	8.17E-01	7.57E-01	7.16E+00	7.45E-01
V49	0.00E+00	5.75E+00	5.16E-01	1.43E+00	2.91E+00	1.00E-01	1.23E+00	1.14E+00	1.73E+00	7.27E+00	3.74E+00
V50	5.08E+00	1.63E+00	5.63E-01	1.57E+00	1.65E+00	1.91E+00	1.24E+00	5.16E-01	6.80E-01	2.34E+00	4.65E+00
V51	2.02E+00	0.00E+00	6.00E+00	4.16E-01	1.84E+00	3.11E+00	4.00E-01	5.79E+00	2.16E+00	8.00E-01	1.69E+00
V52	8.46E-01	2.42E+01	8.41E-01	0.00E+00	1.52E+00	5.87E+00	1.67E+00	1.33E-01	1.49E+00	2.63E+01	3.64E+00
V53	1.22E+00	2.68E+00	3.21E+00	5.86E-01	9.55E-01	1.77E+00	1.46E+00	1.58E+00	0.00E+00	2.63E+00	4.00E-01
V54	1.66E+00	1.88E+00	5.61E+00	0.00E+00	3.13E+00	4.01E-01	1.63E+00	5.44E+00	3.40E-01	3.09E+00	1.87E+00
V55	0.00E+00	9.08E+00	6.05E-01	3.54E+00	5.37E-01	7.29E+00	0.00E+00	5.33E-01	4.94E+00	1.01E+01	7.37E-01
V56	6.86E-01	5.30E+00	8.57E+00	2.03E+00	3.46E+00	1.98E+00	3.31E+00	7.98E+00	1.41E+00	6.73E+00	4.07E+00
V57	6.50E-01	0.00E+00	9.07E-01	2.69E-01	1.57E+00	0.00E+00	1.82E+00	8.20E-01	1.29E+00	2.00E-01	2.57E+00
V58	1.85E+00	2.22E+00	2.46E+00	7.02E-01	0.00E+00	4.20E+00	2.69E-01	1.57E+00	1.20E+00	2.96E+00	2.60E+00
V59	2.32E+00	7.79E+00	1.10E+00	7.16E-01	3.41E+00	7.35E+00	1.02E+00	2.67E+00	3.88E+00	8.58E+00	8.00E+00
V60	3.21E+00	0.00E+00	8.00E-01	2.04E+00	2.02E+00	2.13E-01	1.10E+00	1.34E+00	1.00E+00	3.00E-01	3.89E+00
V61	1.20E+00	3.36E+00	1.19E+01	4.33E-01	2.19E+01	3.89E+00	8.49E+00	1.41E+01	3.25E+00	2.40E+00	3.45E+01
V62	1.78E+00	3.48E+00	2.38E+00	4.09E+00	6.63E+00	2.02E+00	3.34E+00	2.42E+00	1.74E+00	9.89E-01	3.28E+00
V63	6.06E+00	2.07E+00	1.20E+01	1.22E+00	8.96E+00	1.20E+00	6.18E+00	7.14E+00	1.93E+00	1.26E+00	8.94E+00
V64	1.37E+00	9.63E+00	4.88E+00	1.26E+00	1.73E+00	5.59E-01	1.52E+00	4.78E+00	1.17E+00	9.78E+00	8.03E-01
V65	1.96E+00	5.45E+00	7.00E+00	1.45E+00	2.68E+00	3.25E+00	1.84E+00	6.67E+00	1.53E+00	6.41E+00	2.64E+00
V66	6.07E+00	5.61E+01	4.01E+00	1.31E+00	1.01E+00	7.49E+00	2.60E+00	2.81E+00	1.10E+01	5.68E+01	1.12E+01
V67	5.62E-01	1.62E+00	9.24E-01	1.76E+00	1.33E+00	8.31E-01	1.68E+00	7.46E-01	1.04E+00	1.25E+00	3.42E+00
V68	1.75E+00	2.47E+01	6.27E+00	3.38E+00	1.85E+00	3.46E+00	2.07E+00	6.15E+00	3.79E-01	2.52E+01	1.12E+00
V69	1.19E+00	1.46E+00	6.93E+00	1.08E+00	6.47E+00	1.87E+00	2.79E+00	5.36E+00	4.08E+00	1.89E+00	1.14E+01
V70	5.04E-01	7.55E+00	3.34E+00	2.28E+00	0.00E+00	3.79E-01	7.33E-01	2.26E+00	0.00E+00	7.37E+00	4.27E-01
V71	1.48E+00	6.40E-01	0.00E+00	1.80E+00	2.24E-01	0.00E+00	3.59E-01	1.67E-01	0.00E+00	4.00E-01	3.00E-01
V72	2.50E+00	2.21E-01	4.48E-01	2.10E+00	2.60E-01	8.59E-01	6.53E-01	3.00E-01	1.49E+00	1.33E-01	2.32E+00
V73	3.01E+00	9.10E-01	2.98E-01	4.10E+00	1.23E+00	4.00E-01	4.99E-01	6.16E-01	2.91E-01	2.40E+00	2.97E+00
V74	2.19E+00	1.60E+00	1.92E+00	2.24E+00	0.00E+00	8.44E+00	9.55E-01	1.41E+00	6.09E+00	6.95E+00	3.20E+00
V75	3.56E+00	1.36E+01	6.29E-01	0.00E+00	6.53E-01	3.97E+00	1.29E+00	7.57E-01	2.50E+00	1.54E+01	6.37E+00
V76	1.72E+00	2.21E-01	1.75E+01	3.11E+00	5.59E-01	8.53E+00	2.37E+00	1.76E+01	6.37E+00	3.73E+00	1.22E+00
V77	7.31E-01	1.05E+00	3.35E+00	2.33E+00	8.41E+00	1.20E+00	3.87E+00	5.79E+00	2.57E+00	1.24E+00	1.54E+01
V78	5.16E-01	2.89E+00	0.00E+00	5.73E-01	3.35E-01	2.65E+00	3.73E-01	4.23E-01	4.45E+00	2.07E+00	6.30E+00
V79	5.58E+00	3.94E-01	1.27E+00	2.57E+00	8.27E+00	6.30E+00	5.11E+00	1.49E+00	4.59E+00	3.10E+00	1.91E+01
V80	1.97E+00	6.63E+00	1.85E+00	1.09E+00	5.17E-01	1.08E+01	1.32E+00	1.16E+00	5.48E+00	9.28E+00	3.22E+00
V81	6.47E+00	1.73E+00	8.19E-01	8.44E-01	4.99E-01	0.00E+00	0.00E+00	3.96E-01	8.14E-01	1.14E+00	6.28E+00
V82	3.17E+00	2.00E-01	5.52E+00	1.16E+00	1.31E+01	6.49E+00	4.19E+00	4.86E+00	5.25E+00	6.14E+00	1.78E+01
V83	9.32E-01	6.83E+00	7.25E+00	3.38E+00	0.00E+00	1.02E+01	1.96E+00	6.13E+00	6.12E+00	8.17E+00	6.37E+00
V84	4.90E-01	5.54E-01	5.89E+00	4.07E-01	1.00E+00	0.00E+00	1.91E+00	6.07E+00	4.99E-01	3.00E-01	7.00E-01
V85	1.89E+00	1.92E+01	6.33E-01	1.46E+00	1.15E+00	0.00E+00	9.87E-01	9.19E-01	5.78E-01	2.10E+01	2.39E+00
V86	1.33E+00	3.08E+01	2.67E-01	2.33E-01	1.22E+00	1.19E+00	6.15E-01	5.39E-01	2.28E+00	3.03E+01	2.12E+00
V87	1.61E+00	1.00E+00	4.07E-01	1.59E+00	6.19E-01	1.48E+00	9.17E-01	2.00E-01	1.26E+00	1.41E+00	1.37E+00
V88	7.22E-01	3.68E+00	1.18E+00	6.96E-01	2.23E+00	1.00E+00	1.09E+00	1.90E+00	3.67E-01	3.67E+00	1.47E+00
V89	2.51E+00	2.00E+00	5.01E+00	2.67E-01	2.27E+00	2.79E+00	1.22E+00	5.21E+00	3.39E+00	3.09E+00	2.58E+00
V90	1.02E+00	1.50E+01	9.80E-01	7.78E-01	5.54E-01	3.06E+00	2.67E-01	5.42E-01	2.17E+00	1.55E+01	2.79E+00
V91	2.09E+00	2.26E+00	1.54E+00	1.35E+00	3.40E+00	2.48E+00	4.21E+00	2.02E+00	1.45E+00	3.49E+00	7.16E+00
V92	3.36E+00	1.04E+00	2.23E+00	0.00E+00	3.29E+00	5.44E+00	3.93E+00	2.70E+00	5.06E+00	3.82E+00	8.99E+00
V93	3.89E-01	7.39E+00	2.52E+00	2.69E-01	3.95E+00	7.27E-01	1.39E+00	8.88E-01	1.36E+00	8.99E+00	4.07E+00
V94	4.16E+00	8.03E+00	1.33E-01	1.02E+00	0.00E+00	6.96E+00	2.49E-01	0.00E+00	8.04E+00	1.05E+01	1.10E+01
V95	4.99E-01	8.36E-01	1.83E+00	4.99E-01	1.28E+00	1.00E+00	2.14E+00	1.22E+00	1.19E+00	1.18E+00	8.00E-01
V96	3.04E+00	7.92E-01	1.49E+00	8.54E-01	6.16E+00	1.01E+01	2.86E+00	4.07E+00	7.16E+00	1.98E+00	1.03E+01
V97	1.43E+00	3.22E+00	4.78E+00	6.11E-01	5.98E+00	1.98E+00	3.56E+00	4.61E+00	1.58E+00	2.36E+00	4.76E+00
V98	1.78E+00	6.56E+00	2.41E+00	1.83E+00	0.00E+00	3.20E+00	9.29E-01	1.75E+00	2.52E+00	7.37E+00	6.40E-01
V99	6.46E-01	2.19E+00	8.08E+00	1.83E+00	0.00E+00	2.93E+00	1.31E+00	8.27E+00	2.43E+00	1.44E+00	2.01E+00
V100	0.00E+00	1.20E+00	7.49E-01	4.47E+00	2.55E+00	9.98E-01	2.58E+00	2.83E+00	1.51E+00	1.45E+00	2.37E+00
